,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,2037,1686,2463,4365,4168,6265,4424,7384,1464,1216,1826
1,Market Cap Growth,-61.37%,-61.37%,-40.90%,-30.34%,-5.78%,-15.15%,202.27%,507.27%,-19.85%,-30.73%,3.51%
2,Enterprise Value,1986,1495,2428,3984,3292,5369,3687,6748,765,451,1114
3,Last Close Price,4.35,3.41,4.98,8.63,8.24,12.24,8.64,15.15,3.00,2.39,3.59
4,PE Ratio,11.07,9.17,10.01,14.49,13.31,22.50,18.16,39.26,14.15,11.99,11.28
5,Forward PE,8.23,11.88,11.88,11.88,11.88,11.88,11.88,11.88,11.88,11.88,11.88
6,PS Ratio,0.73,0.61,0.88,1.58,1.51,2.32,1.93,4.41,1.16,0.98,1.35
7,PB Ratio,0.58,0.46,0.67,1.22,1.24,1.94,1.41,2.76,0.57,0.48,0.72
8,P/TBV Ratio,1.11,1.11,1.67,3.19,1.95,3.19,2.37,5.18,1.13,0.99,1.51
9,P/FCF Ratio,7.84,6.49,8.92,43.13,30.93,40.60,19.29,22.88,11.47,-,13.12
10,P/OCF Ratio,5.41,5.41,7.18,28.77,24.26,35.91,17.52,20.37,7.33,-,11.14
11,PEG Ratio,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57
12,EV/Sales Ratio,0.71,0.54,0.87,1.45,1.19,1.99,1.61,4.03,0.61,0.36,0.82
13,EV/EBITDA Ratio,5.28,4.48,6.54,9.96,7.82,12.78,9.17,21.54,4.15,2.69,4.71
14,EV/EBIT Ratio,8.11,6.06,8.17,11.88,9.30,15.09,11.06,27.27,5.94,4.00,6.03
15,EV/FCF Ratio,7.64,5.75,8.79,39.37,24.43,34.80,16.08,20.91,5.99,-,8.01
16,Debt / Equity Ratio,0.09,0.09,0.10,0.09,0.10,0.09,0.10,0.10,0.11,0.03,0.04
17,Debt / FCF Ratio,1.35,1.35,1.26,3.28,2.39,1.82,1.42,0.83,2.25,-,0.68
18,Return on Capital Employed (ROCE),6.02%,6.02%,7.24%,8.35%,9.55%,10.11%,9.58%,8.22%,4.40%,4.24%,6.71%
19,Earnings Yield,9.03%,10.91%,9.99%,6.90%,7.51%,4.44%,5.51%,2.55%,7.07%,8.34%,8.87%
20,FCF Yield,12.75%,15.41%,11.22%,2.32%,3.23%,2.46%,5.18%,4.37%,8.72%,2.77%,7.62%
21,Buyback Yield / Dilution,0.02%,0.18%,-0.14%,-0.53%,-0.70%,-5.55%,-4.85%,-,-,-,-
22,Total Shareholder Return,3.65%,0.18%,-0.14%,-0.53%,-0.70%,-5.55%,-4.85%,-,-,-,-
