,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,168.73,187.67,171.62,179.98,174.5,169,125.29,90.36,71.74,88.09
1,Revenue Growth (YoY),-1.68%,4.28%,-1.65%,6.49%,39.28%,87.03%,74.66%,2.58%,-16.03%,16.27%
2,Cost of Revenue,63.42,73.44,66.32,77.36,74.89,73.62,53.82,39.96,31.83,41.19
3,Gross Profit,105.31,114.23,105.3,102.61,99.61,95.38,71.48,50.4,39.9,46.9
4,"Selling, General & Admin",79.53,85.55,73.88,67.45,61.31,61.4,39.31,31.04,27.92,31.34
5,Research & Development,8.07,8.87,9.16,9.69,8.33,7.54,8.05,6,4.96,5.53
6,Other Operating Expenses,3.21,2.74,1.29,3.65,6.39,4.69,3.1,2.51,1.27,1.23
7,Operating Expenses,90.81,97.17,84.33,80.79,76.02,73.63,50.47,39.55,34.15,38.1
8,Operating Income,14.51,17.06,20.97,21.82,23.59,21.75,21.01,10.85,5.75,8.81
9,Interest Expense,-1.18,-1.03,-0.89,-0.71,-1.03,-1.08,-0.92,-0.72,-0.35,-0.22
10,Interest & Investment Income,0.44,0.6,0.39,0.61,-,0.54,-,0.77,-,1.83
11,Earnings From Equity Investments,-0,-0.21,-0.21,-0.45,-0.07,-0.04,-0.27,-,-,-
12,Currency Exchange Gain (Loss),-,0.55,-,-,-,0.49,-,-,-,0.57
13,Other Non Operating Income (Expenses),0.96,-0.56,0.47,-0.11,0.58,-0.13,0.32,-0.98,0.99,-1.44
14,EBT Excluding Unusual Items,14.72,16.4,20.73,21.17,23.07,21.54,20.14,9.93,6.39,9.54
15,Other Unusual Items,-,-,-,-,-,-,-,0.34,-,-0.28
16,Pretax Income,14.72,16.4,20.73,21.17,23.07,21.54,20.14,10.27,6.39,9.27
17,Income Tax Expense,1.52,2.28,1.95,1.62,2.55,6.38,2.78,1.33,0.66,1.2
18,Earnings From Continuing Operations,13.2,14.12,18.78,19.55,20.53,15.16,17.36,8.94,5.74,8.07
19,Minority Interest in Earnings,-2.25,-1.52,0.12,-0,0.09,-0.29,-0.98,-1.1,-0.23,-0.49
20,Net Income,10.95,12.6,18.9,19.55,20.62,14.87,16.38,7.84,5.5,7.58
21,Net Income to Common,10.95,12.6,18.9,19.55,20.62,14.87,16.38,7.84,5.5,7.58
22,Net Income Growth,-42.05%,-35.55%,-8.35%,31.50%,25.90%,89.62%,197.58%,3.48%,-58.33%,-28.37%
23,Shares Outstanding (Basic),468,467,467,466,466,463,442,442,442,442
24,Shares Outstanding (Diluted),468,468,469,467,467,464,442,442,442,442
25,Shares Change (YoY),-0.18%,0.14%,0.53%,0.70%,5.55%,4.85%,-,-,-,-
26,EPS (Basic),0.02,0.03,0.04,0.04,0.04,0.03,0.04,0.02,0.01,0.02
27,EPS (Diluted),0.02,0.03,0.04,0.04,0.04,0.03,0.04,0.02,0.01,0.02
28,EPS Growth,-41.98%,-35.67%,-8.82%,30.48%,19.46%,81.11%,197.23%,3.48%,-58.33%,-28.37%
29,Free Cash Flow,2.6,30.68,4.69,8.23,9.06,10.6,18.81,22.74,-6.28,10.62
30,Free Cash Flow Per Share,0.01,0.07,0.01,0.02,0.02,0.02,0.04,0.05,-0.01,0.02
31,Operating Margin,8.60%,9.09%,12.22%,12.12%,13.52%,12.87%,16.77%,12.01%,8.02%,10.00%
32,Profit Margin,6.49%,6.71%,11.01%,10.86%,11.82%,8.80%,13.07%,8.68%,7.67%,8.60%
33,Free Cash Flow Margin,1.54%,16.35%,2.73%,4.57%,5.19%,6.27%,15.01%,25.17%,-8.75%,12.06%
34,EBITDA,20.12,22.57,24.93,26.11,27.89,25.66,25.93,14.41,9.39,12.29
35,D&A For EBITDA,5.61,5.51,3.97,4.29,4.29,3.91,4.91,3.56,3.64,3.49
36,EBIT,14.51,17.06,20.97,21.82,23.59,21.75,21.01,10.85,5.75,8.81
