,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,70.25,70.6,62.58,81.55,148.72,153.06,129.43,116.53,99.07,107.79
1,Short-Term Investments,-,15.79,-,9.95,-,4.9,-,2.56,-,2.56
2,Trading Asset Securities,0.54,-,-,-,-,-,-,-,-,-
3,Cash & Short-Term Investments,70.79,86.39,62.58,91.49,148.72,157.96,129.43,119.08,99.07,110.36
4,Cash Growth,13.12%,-5.58%,-57.92%,-42.08%,14.90%,32.65%,30.64%,7.91%,-3.60%,3.90%
5,Accounts Receivable,89.61,83.46,83.85,80.38,71.83,69.88,56.17,46.5,51.69,49.47
6,Other Receivables,-,-,-,-,-,-,-,0.98,-,2.2
7,Receivables,89.61,83.46,83.85,80.38,71.83,69.88,56.17,47.48,51.69,51.68
8,Inventory,86.28,80.55,84.09,74.72,72.45,64.24,40.42,37.19,37.12,33.02
9,Prepaid Expenses,22.71,-,19.13,-,10.83,-,4.86,-,3.2,-
10,Other Current Assets,-,6.96,-,3.97,-,5.53,0.37,1.4,0.31,1.66
11,Total Current Assets,269.39,257.35,249.65,250.57,303.82,297.6,231.26,205.15,191.39,196.72
12,"Property, Plant & Equipment",62.03,62.91,57.59,52.2,44.65,45.46,46.03,46.16,18.03,14.25
13,Long-Term Investments,5.82,6.16,6.51,16.41,6.85,7.17,0.85,0.17,-,-
14,Goodwill,126.92,126.92,126.92,111.18,111.18,111.18,111.18,111.18,111.18,111.18
15,Other Intangible Assets,131.96,136.07,138.75,45.29,48.21,51.22,49.49,53.28,55.96,58.63
16,Long-Term Accounts Receivable,20.34,12.91,17.67,13.05,12.65,12.55,10.9,10.62,6.23,7.05
17,Long-Term Deferred Tax Assets,9.7,9.94,7.42,7.25,5.71,4.7,5.81,5.05,4.83,4.79
18,Other Long-Term Assets,0.65,1.26,0.24,59.66,10.52,0.25,0.22,0.2,0.19,0.21
19,Total Assets,626.81,613.5,604.74,555.6,543.6,530.13,455.74,431.81,387.81,392.83
20,Accounts Payable,17.11,8,19.64,13.34,19.32,13.02,13.37,9.44,8.71,11.99
21,Accrued Expenses,-,41.13,-,39.56,-,39.6,-,20.39,-,15.95
22,Short-Term Debt,5.38,4.42,4.78,5.74,5.74,7.29,0.26,1.13,0.21,0.96
23,Current Portion of Long-Term Debt,-,-,-,-,-,-,0.08,0.38,0.59,1.45
24,Current Portion of Leases,4.47,4.72,2.77,2.88,3.3,3.09,3.24,2.82,3.02,2.92
25,Current Income Taxes Payable,5.26,4.92,2.82,1.83,5.88,4.06,1.41,-,0.75,-
26,Current Unearned Revenue,17.94,15.9,12.68,14.38,14.55,15.04,11.97,8.18,2.98,5.48
27,Other Current Liabilities,52.69,9.15,49.86,2.41,46.14,1.45,38.01,12.44,28.25,0.67
28,Total Current Liabilities,102.84,88.25,92.55,80.13,94.93,83.56,68.35,54.79,44.51,39.42
29,Long-Term Debt,-,-,-,-,-,-,0.06,0.18,0.31,0.4
30,Long-Term Leases,34.91,35.54,34.79,32.72,26.68,31.24,30.87,32.55,4.84,6.47
31,Long-Term Unearned Revenue,1.19,0.85,0.63,0.59,0.32,0.26,0.4,0.22,0.12,0.68
32,Long-Term Deferred Tax Liabilities,12.26,14.36,14.6,8.65,8.98,9.41,9.66,9.91,10.29,10.65
33,Other Long-Term Liabilities,3.08,3.76,6.31,0.24,1.9,0.32,2.23,0.46,2.5,7.89
34,Total Liabilities,154.28,143.98,148.88,123.38,132.81,126.51,111.56,99.92,62.58,67.26
35,Common Stock,1.33,1.33,1.33,1.33,1.33,1.33,1.25,1.25,1.25,1.25
36,Additional Paid-In Capital,-,323.07,321.53,321.53,319.87,319.87,240.77,240.77,240.77,240.77
37,Retained Earnings,-,156.33,144.08,135.63,115.49,104.25,89.2,76.82,68.87,69.68
38,Comprehensive Income & Other,451.73,-28.42,-26.78,-27.62,-27.26,-23.26,12.96,13.05,14.35,13.87
39,Total Common Equity,453.07,452.31,440.16,430.87,409.43,402.18,344.18,331.89,325.23,325.57
40,Minority Interest,19.46,17.21,15.7,1.35,1.35,1.44,-,-,-,-
41,Shareholders' Equity,472.53,469.53,455.86,432.23,410.78,403.63,344.18,331.89,325.23,325.57
42,Total Liabilities & Equity,626.81,613.5,604.74,555.6,543.6,530.13,455.74,431.81,387.81,392.83
43,Total Debt,44.76,44.68,42.34,41.34,35.72,41.62,34.52,37.06,8.97,12.2
44,Net Cash (Debt),26.03,41.71,20.24,50.15,113,116.34,94.91,82.02,90.1,98.15
45,Net Cash Growth,28.60%,-16.84%,-82.09%,-56.89%,19.06%,41.85%,5.34%,-16.44%,-1.15%,-5.66%
46,Net Cash Per Share,0.06,0.09,0.04,0.11,0.24,0.25,0.21,0.19,0.20,0.22
47,Filing Date Shares Outstanding,468.34,468.34,467.29,467.29,466.16,466.16,466.16,442.16,442.16,442.16
48,Total Common Shares Outstanding,468.34,468.34,467.29,467.29,466.16,466.16,466.16,442.16,442.16,442.16
49,Working Capital,166.55,169.1,157.09,170.44,208.89,214.04,162.91,150.36,146.88,157.3
50,Book Value Per Share,0.97,0.97,0.94,0.92,0.88,0.86,0.74,0.75,0.74,0.74
51,Tangible Book Value,194.19,189.33,174.5,274.4,250.04,239.78,183.51,167.43,158.1,155.76
52,Tangible Book Value Per Share,0.41,0.40,0.37,0.59,0.54,0.51,0.39,0.38,0.36,0.35
53,Machinery,-,20.42,-,17.64,-,13.15,-,9.35,-,7.78
54,Leasehold Improvements,-,16.04,-,9.9,-,9.77,-,9.6,-,2.45
