,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,1491,1446,1987,3750,6189,903,1042,731,768,107,168,Upgrade
1,Market Cap Growth,-61.44%,-61.44%,-67.89%,315.48%,493.81%,23.53%,35.66%,580.00%,357.60%,-1.23%,-50.00%,Upgrade
2,Enterprise Value,1459,1423,1964,3698,6122,805,930,642,907,308,370,Upgrade
3,Last Close Price,2.67,2.59,3.56,6.98,11.52,1.68,1.94,1.36,1.43,0.80,1.50,Upgrade
4,PE Ratio,-,-93.45,-,-,-,-,-,14.94,-,-,-,Upgrade
5,PS Ratio,5.55,5.43,8.77,15.37,18.53,3.31,3.53,3.39,-,1.50,6.74,Upgrade
6,PB Ratio,2.14,2.08,2.87,30.26,43.37,5.34,5.56,3.67,5.14,-,-1.30,Upgrade
7,P/TBV Ratio,15.93,15.93,22.72,30.26,43.38,5.31,5.53,3.67,5.14,-,-,Upgrade
8,P/FCF Ratio,-,-,-,-,-2456.95,-,-,30.87,-,-,-,Upgrade
9,P/OCF Ratio,-,-,-101.21,-,-2976.94,-,-,30.82,-,-,-,Upgrade
10,EV/Sales Ratio,5.48,5.34,8.66,15.15,18.33,2.95,3.15,2.98,-,4.29,14.84,Upgrade
11,EV/EBITDA Ratio,-,-219.49,-,-,-,-,-,24.03,-,-,-,Upgrade
12,EV/EBIT Ratio,-,-104.99,-,-,-,-,-,26.51,-,-,-,Upgrade
13,EV/FCF Ratio,-,-,-,-,-2430.20,-,-,27.15,-,-,-,Upgrade
14,Debt / Equity Ratio,0.02,0.02,0.04,0.26,0.26,0.06,0.01,6.43,1.08,-,-1.70,Upgrade
15,Debt / FCF Ratio,-,-,-,-,-14.78,-,-,54.07,-,-,-,Upgrade
16,Return on Capital Employed (ROCE),-,-1.93%,-,-,-,-,-,12.10%,-,-,-,Upgrade
17,Earnings Yield,-1.04%,-1.07%,-2.01%,-1.20%,-0.63%,-2.42%,3.97%,6.69%,-,-48.99%,-22.29%,Upgrade
18,FCF Yield,-,-1.65%,-0.23%,-0.04%,-4.94%,-0.01%,3.24%,-,-49.58%,-21.04%,Upgrade,
19,Buyback Yield / Dilution,-3.03%,-3.91%,-2.16%,-,-,-,-,-312.71%,-,-,-8.24%,Upgrade
20,Total Shareholder Return,-3.03%,-3.91%,-2.16%,-,-,-,-,-312.71%,-,-,-8.24%,Upgrade
