,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,191736,152587,145072,221497,230359,280077,269064,156896,262001,213092,1274725,1416856,1398738,629260,1258133,864190,911080,907248,916474,721944,Upgrade
1,Revenue Growth (YoY),-16.77%,-45.52%,-46.08%,41.17%,-12.08%,31.43%,-78.89%,-88.93%,-81.27%,-66.14%,1.32%,63.95%,53.53%,-30.64%,37.28%,19.70%,16.27%,36.05%,68.89%,32.41%,Upgrade
2,Cost of Revenue,144970,121453,124021,174258,202137,252513,259511,161152,258687,191988,1049119,1171706,1154365,534305,1010960,696227,700520,739798,774015,606570,Upgrade
3,Gross Profit,46766,31134,21052,47238,28222,27564,9553,-4256,3314,21104,225605,245150,244372,94955,247173,167963,210559,167450,142459,115374,Upgrade
4,"Selling, General & Admin",50889,39963,39303,44745,39083,44609,32823,43370,-7960,44488,99894,109334,70970,72942,94253,74090,45505,63139,70322,54524,Upgrade
5,Operating Expenses,50889,39963,39303,44745,39083,44609,32823,43370,-7960,44488,99894,109334,70970,72942,94253,74090,45505,63139,70322,54524,Upgrade
6,Operating Income,-4124,-8829,-18251,2494,-10861,-17045,-23269,-47626,11274,-23384,125712,135816,173403,22012,152920,93873,165054,104311,72137,60850,Upgrade
7,Interest Expense,-54.04,-329.22,-981.1,-774.03,-1001,-2123,-3056,-3238,-5317,-7323,-4733,-3581,-40781,-3777,-4389,-2931,-30498,-2975,-4505,-3646,Upgrade
8,Interest & Investment Income,12224,9274,38479,2506,57052,4945,30712,5673,60528,12436,19481,1980,-,8549,2155,2944,-,1673,3341,1939,Upgrade
9,Earnings From Equity Investments,-23.26,-,-25.43,-,-51.2,-,-,-,-20.44,10765,-2712,-8074,-8115,-8074,-8074,-8074,-20680,-,-1082,-,Upgrade
