,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,1728103,2053973,2136419,2335442,2622896,1697568,2170438,1813234,1307472,1230175,2151946,3264534,3738721,2655696,2755284,2059965,2481636,1452333,882675,388365,341359,Upgrade
1,Market Cap Growth,21.00%,21.00%,-1.57%,28.80%,100.61%,37.99%,0.86%,-44.46%,-65.03%,-53.68%,-21.90%,58.48%,50.66%,82.86%,212.15%,430.42%,626.99%,273.54%,87.51%,-33.27%,-49.29%,Upgrade
2,Enterprise Value,1391856,1607491,1627380,1871325,2099072,1102581,1510655,1079493,440658,198087,947267,2895446,3564369,2392236,2573144,2070242,2329893,1189419,642907,445701,486276,Upgrade
3,Last Close Price,17500.00,20800.00,21618.39,22375.72,26541.05,17177.67,21962.63,18348.09,13287.74,12633.68,22100.33,32932.78,52986.50,37637.47,39048.87,29208.24,34608.38,20244.45,12315.38,7781.96,6534.41,Upgrade
4,PE Ratio,68.15,78.92,20.61,28.60,36.50,59.66,-,-,-,3.40,4.50,8.89,10.20,8.04,8.51,5.25,7.36,4.70,3.40,1.94,2.00,Upgrade
5,PS Ratio,2.49,2.89,2.85,2.66,2.62,1.81,2.24,2.01,0.69,0.39,0.50,0.69,0.79,0.64,0.75,0.52,0.69,0.42,0.27,0.13,0.13,Upgrade
6,PB Ratio,0.70,0.80,0.84,0.92,1.03,0.67,0.89,0.73,0.53,0.49,0.86,1.34,2.18,1.65,1.89,1.43,1.83,1.13,0.76,0.42,0.39,Upgrade
7,P/TBV Ratio,0.87,0.87,0.91,1.00,1.12,0.73,0.97,0.81,0.58,0.54,0.95,1.48,2.50,1.92,2.15,1.64,2.10,1.31,0.84,0.43,0.40,Upgrade
8,P/FCF Ratio,-,-,-,-15.17,-,-,-,-,-,-,-,7.08,9.86,-,-77.85,-11.03,-,-,-,0.83,0.98,Upgrade
9,P/OCF Ratio,-,-,-,-15.68,-,-,-,-,-,-,-,6.77,9.11,-,46.87,-33.78,-,-,-,0.75,0.84,Upgrade
10,EV/Sales Ratio,1.96,2.26,2.17,2.13,2.10,1.18,1.56,1.20,0.23,0.06,0.22,0.61,0.76,0.58,0.70,0.53,0.65,0.34,0.19,0.14,0.18,Upgrade
11,EV/EBITDA Ratio,-,-2686.69,-,-,-103.36,-,-,-,-,0.72,-,5.99,6.99,5.12,5.63,3.85,5.10,2.81,1.92,1.68,2.06,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-43.12,-,-,-,-,0.79,-,6.34,7.36,5.41,5.93,4.01,5.35,2.96,2.04,1.81,2.23,Upgrade
13,EV/FCF Ratio,-7.60,-,-,-12.16,-,-,-,-,-,-,-,6.28,9.40,-,-72.71,-11.09,-,-,-,0.95,1.39,Upgrade
14,Debt / Equity Ratio,0.13,0.13,0.13,0.15,0.15,0.11,0.14,0.16,0.14,0.32,0.37,0.52,0.45,0.63,0.66,0.59,0.58,0.59,0.63,0.62,0.65,Upgrade
15,Debt / EBITDA Ratio,-,33.52,-,-,8.98,-,-,-,-,10.99,-,2.38,1.35,1.40,8.37,1.35,1.98,1.12,1.68,1.88,2.15,Upgrade
16,Debt / FCF Ratio,-,-,-,-2.42,-,-,-,-,-,-,-,2.74,2.03,-,-27.05,-4.58,-,-,-,1.24,1.62,Upgrade
17,Asset Turnover,0.23,0.18,0.17,0.26,0.27,0.32,0.31,0.17,0.25,0.18,1.10,1.45,1.63,0.81,1.71,1.26,1.28,1.37,1.76,1.53,Upgrade,
18,Inventory Turnover,0.38,0.35,0.30,0.33,0.51,0.59,0.73,0.77,0.51,0.82,0.69,4.96,6.24,6.44,3.55,7.52,5.21,6.10,7.31,6.95,4.29,Upgrade
19,Quick Ratio,2.05,2.05,1.99,1.94,2.04,1.90,1.58,1.52,1.72,1.47,1.37,1.26,1.07,1.04,1.00,1.08,1.02,1.04,0.82,1.01,0.90,Upgrade
20,Current Ratio,6.42,6.42,5.81,5.19,4.93,4.48,3.68,3.39,3.77,2.63,2.33,1.72,1.53,1.51,1.55,1.49,1.54,1.53,1.37,1.39,1.49,Upgrade
21,Return on Equity (ROE),2.23%,0.37%,0.59%,1.13%,14.82%,-3.20%,-0.87%,-6.19%,1.58%,20.73%,22.34%,25.77%,32.93%,5.07%,32.87%,21.46%,38.98%,33.18%,26.40%,19.97%,Upgrade,
22,Return on Assets (ROA),-0.31%,-0.66%,-1.35%,0.19%,-0.80%,-1.23%,-1.68%,-3.22%,0.68%,-1.23%,6.80%,8.71%,12.66%,1.77%,13.00%,8.58%,14.46%,9.87%,8.67%,8.07%,Upgrade,
23,Return on Capital (ROIC),-0.36%,-0.76%,-1.56%,0.22%,-0.96%,-1.50%,-2.04%,-3.87%,0.83%,-1.64%,10.15%,13.30%,17.23%,2.34%,17.21%,11.17%,20.84%,15.28%,12.20%,10.63%,Upgrade,
