,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,6000,4845,4560,4935,5265,5205,4995,5505,4935,4575,5445,5235,6390,5130,5220,4785,5340,5970,5010,3960,3960,Upgrade
1,Market Cap Growth,-6.92%,-6.92%,-8.71%,-10.35%,6.69%,13.77%,-8.26%,5.16%,-22.77%,-10.82%,4.31%,9.40%,19.66%,-14.07%,4.19%,20.83%,34.85%,39.16%,-2.62%,-47.31%,-29.97%,Upgrade
2,Enterprise Value,5833,4662,4382,4865,5274,5221,5004,5559,4952,4733,5793,5639,6712,5691,5837,5491,6253,7034,6200,5288,5288,Upgrade
3,Last Close Price,4.00,3.23,3.04,3.19,3.40,3.36,3.23,3.48,3.12,2.89,3.44,3.31,4.04,3.25,3.30,3.03,3.38,3.78,3.17,2.51,2.51,Upgrade
4,PE Ratio,12.53,10.14,8.68,8.92,10.46,11.19,10.87,13.86,11.29,39.21,71.95,42.16,-,25.14,25.76,25.31,-,-3.55,-2.77,-2.00,-,Upgrade
5,Forward PE,-,17.80,17.80,17.80,17.80,17.80,17.80,17.80,17.80,17.80,17.80,17.80,17.80,17.80,17.80,17.80,17.80,17.80,17.80,17.80,17.80,Upgrade
6,PS Ratio,1.79,1.44,1.29,1.35,1.46,1.44,1.36,1.61,1.38,1.30,1.63,1.44,1.82,1.34,1.33,1.23,1.42,1.69,1.43,1.19,1.09,Upgrade
7,PB Ratio,1.40,1.13,1.10,1.17,1.28,1.32,1.32,1.46,1.33,1.28,1.59,1.55,1.96,1.48,1.56,1.47,1.69,1.83,1.59,1.30,1.30,Upgrade
8,P/TBV Ratio,1.27,1.27,1.23,1.31,1.45,1.49,1.45,1.60,1.46,1.37,1.72,1.69,2.13,1.62,1.71,1.63,1.87,2.02,1.76,1.44,1.44,Upgrade
9,P/FCF Ratio,21.06,-,17.12,33.30,45.88,-,26.37,19.81,-,25.87,21.32,24.35,-,10.49,9.61,9.85,8.33,10.15,12.27,6.53,6.75,Upgrade
10,P/OCF Ratio,7.30,7.30,5.71,6.91,7.57,9.12,8.24,8.43,8.11,7.75,9.34,10.82,12.84,8.02,7.65,7.45,6.66,8.62,8.28,4.83,4.72,Upgrade
11,PEG Ratio,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,Upgrade
12,EV/Sales Ratio,1.74,1.39,1.24,1.33,1.46,1.45,1.36,1.63,1.38,1.35,1.73,1.56,1.91,1.49,1.49,1.41,1.67,1.99,1.77,1.58,1.46,Upgrade
13,EV/EBITDA Ratio,8.01,6.39,5.68,6.17,7.15,7.37,7.02,8.20,6.99,6.84,9.03,8.22,9.90,7.86,7.43,6.84,7.91,9.62,11.36,13.47,19.71,Upgrade
14,EV/EBIT Ratio,12.48,9.74,8.36,8.96,10.65,11.09,10.65,12.71,10.71,10.73,14.83,12.99,15.78,12.08,11.01,10.02,11.74,14.94,21.39,39.67,397.08,Upgrade
15,EV/FCF Ratio,20.47,-,16.45,32.83,45.95,-,26.42,20.00,-,26.76,22.68,26.23,-,11.64,10.75,11.30,9.76,11.96,15.19,8.71,9.02,Upgrade
16,Debt / Equity Ratio,0.14,0.14,0.06,0.08,0.10,0.10,0.12,0.09,0.11,0.14,0.18,0.18,0.20,0.19,0.24,0.30,0.36,0.46,0.47,0.52,0.51,Upgrade
17,Debt / EBITDA Ratio,0.82,0.75,0.47,0.43,0.51,0.41,0.73,0.62,0.59,0.49,1.25,0.90,1.03,0.84,1.24,1.51,1.43,1.45,2.02,2.66,2.77,Upgrade
18,Debt / FCF Ratio,2.11,-,0.96,2.26,3.58,-,2.38,1.26,-,2.74,2.37,2.87,-,1.35,1.50,2.03,1.78,2.54,3.60,2.63,2.67,Upgrade
19,Asset Turnover,0.60,0.62,0.64,0.77,0.77,0.74,0.64,0.80,0.84,0.55,0.80,0.76,0.69,0.74,0.65,0.90,0.68,0.64,0.48,0.59,Upgrade,
20,Inventory Turnover,4.72,4.46,4.74,4.27,5.28,4.48,4.40,3.37,4.45,4.24,2.93,4.13,3.88,3.70,4.37,3.75,5.53,3.58,3.25,2.30,3.29,Upgrade
21,Quick Ratio,1.69,1.69,1.90,1.67,1.45,1.37,1.29,1.24,1.16,1.10,1.00,0.99,0.86,1.01,0.89,0.80,0.85,0.82,0.77,0.66,0.64,Upgrade
22,Current Ratio,2.33,2.33,2.69,2.34,2.04,2.01,1.93,2.01,1.78,1.74,1.67,1.63,1.48,1.57,1.37,1.29,1.20,1.19,1.14,1.09,1.04,Upgrade
23,Return on Equity (ROE),11.12%,9.06%,10.59%,15.45%,17.08%,12.99%,6.46%,12.84%,18.21%,7.06%,12.07%,-24.13%,13.92%,13.16%,9.75%,-12.60%,14.63%,12.23%,0.21%,-189.33%,Upgrade,
24,Return on Assets (ROA),6.82%,3.56%,6.29%,6.70%,9.29%,4.67%,4.28%,5.74%,9.53%,3.07%,5.77%,4.76%,6.76%,5.09%,4.91%,6.30%,8.50%,5.32%,3.66%,2.76%,Upgrade,
25,Return on Capital (ROIC),7.49%,4.00%,7.20%,7.74%,10.75%,5.42%,5.03%,6.88%,11.34%,3.60%,6.85%,5.68%,8.03%,6.02%,5.82%,7.56%,10.25%,6.43%,4.53%,3.37%,Upgrade,
26,Return on Capital Employed (ROCE),10.84%,11.10%,12.49%,12.77%,11.95%,11.80%,12.29%,11.54%,12.40%,12.22%,11.31%,12.79%,12.91%,13.46%,15.65%,16.71%,16.66%,14.28%,9.04%,4.27%,0.43%,Upgrade
27,Earnings Yield,7.96%,9.86%,11.52%,11.21%,9.56%,8.93%,9.20%,7.21%,8.85%,2.55%,1.39%,2.37%,1.60%,3.98%,3.88%,3.95%,2.11%,-28.13%,-36.13%,-50.07%,-52.59%,Upgrade
28,FCF Yield,4.75%,5.88%,5.84%,3.00%,2.18%,1.26%,3.79%,5.05%,5.81%,3.87%,4.69%,4.11%,3.81%,9.53%,10.41%,10.16%,12.00%,9.85%,8.15%,15.32%,14.81%,Upgrade
29,Dividend Yield,2.49%,-,-,-,2.94%,-,-,-,2.24%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
30,Payout Ratio,33.69%,1.97%,161.86%,2.36%,1.69%,1.93%,88.82%,4.06%,6.61%,-,15.18%,8.27%,-,4.63%,20.69%,6.96%,-,3.89%,87.82%,2212.82%,-,Upgrade
31,Buyback Yield / Dilution,0.13%,-12.47%,12.08%,-4.24%,4.92%,10.15%,-3.95%,-5.41%,-16.15%,-12.77%,4.31%,8.39%,-20.09%,-7.65%,-3.21%,-4.14%,35.72%,6.21%,2.12%,-6.68%,-1.96%,Upgrade
32,Total Shareholder Return,2.62%,-12.47%,12.08%,-4.24%,7.85%,10.15%,-3.95%,-5.41%,-13.91%,-12.77%,4.31%,8.39%,-20.09%,-7.65%,-3.21%,-4.14%,35.72%,6.21%,2.12%,-6.68%,-1.96%,Upgrade
