,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Market Capitalization,28,43,24,132,83,61,98,119,125,109,64,91,75,24,30,19,26,26,30,27,29,Upgrade
1,Market Cap Growth,-29.89%,-29.89%,-75.34%,10.71%,-33.59%,-43.92%,53.13%,30.51%,66.99%,363.45%,111.63%,392.25%,184.76%,-10.19%,1.22%,-31.40%,-10.75%,-32.36%,-45.73%,-73.52%,-83.06%,Upgrade
2,Enterprise Value,103,105,88,199,165,137,166,192,201,178,123,125,137,83,86,59,27,172,211,276,282,Upgrade
3,Last Close Price,0.05,0.07,0.04,0.22,0.14,0.11,0.17,0.21,0.22,0.23,0.13,0.19,0.15,0.15,0.19,0.12,0.18,0.18,0.93,0.84,0.98,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.41,-,-,Upgrade
5,PS Ratio,1.24,1.95,1.20,6.96,8.31,4.44,5.83,6.73,6.07,5.61,4.49,5.33,5.02,-,0.93,0.46,0.21,0.10,0.08,0.06,0.05,Upgrade
6,PB Ratio,-0.86,-0.86,-0.48,-3.79,-2.71,-1.43,-2.78,-4.11,-4.74,-2.68,-1.83,-3.32,-4.69,-0.38,-0.53,-0.34,-0.62,-0.71,-0.28,-0.25,-2.17,Upgrade
7,EV/Sales Ratio,4.64,4.79,4.39,10.52,16.57,9.94,9.89,10.83,9.80,9.17,8.60,7.31,9.22,-,2.63,1.48,0.22,0.66,0.56,0.57,0.51,Upgrade
8,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-2.29,-,-,Upgrade
9,Debt / Equity Ratio,-1.70,-1.70,-1.70,-2.33,-2.57,-2.25,-2.66,-3.18,-3.88,-2.46,-2.81,-3.48,-5.20,-1.30,-1.38,-1.43,-1.84,-2.06,-1.30,-1.55,-14.78,Upgrade
10,Debt / EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,183.91,-,-,Upgrade
11,Asset Turnover,0.30,0.29,0.84,0.17,0.13,0.15,0.12,0.30,0.22,0.15,0.22,0.18,-,0.26,0.13,0.43,0.27,0.30,0.83,0.65,Upgrade,
12,Inventory Turnover,85.09,80.84,80.84,113.36,65.31,62.24,68.10,106.82,89.49,84.88,92.31,109.75,100.13,-,17.20,-,15.56,384.34,39.42,987.17,620.91,Upgrade
13,Quick Ratio,0.68,0.68,0.68,1.73,1.59,0.69,0.70,0.81,0.30,1.41,0.70,1.93,1.19,0.33,0.44,0.52,0.82,0.92,0.42,0.44,0.92,Upgrade
14,Current Ratio,1.48,1.48,1.48,2.18,2.62,1.15,1.27,1.32,0.45,2.39,1.66,2.66,2.13,1.03,1.05,1.03,1.17,1.13,0.54,0.57,1.14,Upgrade
15,Return on Assets (ROA),-20.09%,-19.72%,-8.30%,-19.82%,-21.83%,-8.88%,-25.81%,-7.57%,-5.64%,-9.58%,-7.09%,-5.49%,-,-8.11%,-17.78%,-5.32%,-128.27%,-0.20%,-48.54%,-1.27%,Upgrade,
16,Return on Capital (ROIC),-31.29%,-27.05%,-9.73%,-22.02%,-25.21%,-10.91%,-31.30%,-9.36%,-8.63%,-14.46%,-10.54%,-14.32%,-,-35.83%,-61.33%,-16.65%,-556.34%,-0.79%,-165.45%,-6.05%,Upgrade,
17,Earnings Yield,-98.07%,-63.54%,-111.81%,-19.48%,-38.93%,-46.24%,-27.23%,-23.38%,-22.28%,-31.69%,-44.92%,-28.44%,-38.11%,-,-258.73%,-387.10%,-453.25%,-465.89%,-244.82%,-311.44%,-287.82%,Upgrade
18,FCF Yield,-58.46%,-39.03%,-34.64%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
19,Buyback Yield / Dilution,-5.65%,-6.65%,-6.65%,-6.67%,-2.76%,-16.84%,-16.84%,-19.93%,-38.38%,-,-262.30%,-210.46%,-210.65%,-,-410.62%,-384.15%,-472.88%,-65.28%,-18.43%,-15.01%,-12.17%,Upgrade
20,Total Shareholder Return,-5.65%,-6.65%,-6.65%,-6.67%,-2.76%,-16.84%,-16.84%,-19.93%,-38.38%,-,-262.30%,-210.46%,-210.65%,-,-410.62%,-384.15%,-472.88%,-65.28%,-18.43%,-15.01%,-12.17%,Upgrade
