,Fiscal Quarter,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Operating Revenue,4.05,4.05,11.63,2.27,2.36,2.67,2.61,6.57,5.19,3.79,5.78,5.64,-,6.6,3.16,12.48,10.25,13.97,87.65,148.34,Upgrade
1,Other Revenue,-,-,-0.09,0.09,-0.19,0.19,-0.04,-0.39,0,-0.04,-0.37,-0.52,-,-,-,-,-,-,-,-,Upgrade
2,Revenue,4.05,4.05,11.54,2.36,2.17,2.86,2.58,6.18,5.19,3.75,5.41,5.11,-,6.6,3.16,12.48,10.25,13.97,87.65,148.34,Upgrade
3,Revenue Growth (YoY),87.01%,41.50%,348.27%,-61.77%,-58.22%,-23.65%,-52.41%,20.89%,-,-43.13%,71.29%,-59.04%,-,-52.77%,-96.40%,-91.58%,-92.06%,-88.12%,-42.87%,23.70%,Upgrade
4,Cost of Revenue,8.45,8.45,11.85,6.83,6.5,7.12,11.16,8.71,7.81,7.55,8.26,8.31,-,1.55,-1.1,2.85,79.37,6.67,160.05,143.04,Upgrade
5,Gross Profit,-4.4,-4.4,-0.3,-4.46,-4.34,-4.25,-8.59,-2.53,-2.62,-3.8,-2.85,-3.2,-,5.04,4.26,9.64,-69.11,7.3,-72.4,5.3,Upgrade
6,"Selling, General & Admin",-,-,-,-,-,-,-,-,-,-,-,-,-,8.35,9.69,12.11,10.23,7.44,4.9,9.91,Upgrade
7,Other Operating Expenses,-,-,1.3,-,1.3,-1.3,-,-,-0.21,-,-0.31,-0.74,-,-,-,-,-,-,-,-,Upgrade
8,Operating Expenses,-,-,1.53,-,1.3,-1.6,0.09,-,-0.51,-,-,-0.74,-,8.29,11.44,12.11,10.08,7.44,9.39,9.91,Upgrade
9,Operating Income,-4.4,-4.4,-1.83,-4.46,-5.64,-2.65,-8.68,-2.53,-2.12,-3.8,-2.85,-2.46,-,-3.25,-7.18,-2.47,-79.19,-0.15,-81.79,-4.62,Upgrade
10,Interest Expense,-3.17,-3.17,-3,-3.13,-3.26,-3.15,-3.53,-3.5,-3.41,-3.29,-3.17,-2.99,-,-2.78,-2.71,-2.64,-4.4,-3.56,-3.58,-3.4,Upgrade
11,Interest & Investment Income,0.01,0.01,-,-,0.16,-,-,-,-,-,-,-,-,0,0,-,0.01,-,0.02,0.01,Upgrade
12,Earnings From Equity Investments,-,-,0.06,-0.23,-0.02,-0.27,-0.18,-0,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
