,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,202,151,170,215,231,256,282,298,237,218,253,Upgrade
1,Market Cap Growth,-29.55%,-29.55%,-26.39%,-16.25%,-18.18%,-13.98%,18.92%,36.76%,-6.33%,-37.04%,-33.05%,Upgrade
2,Last Close Price,0.32,0.24,0.27,0.34,0.36,0.40,0.42,0.44,0.33,0.30,0.35,Upgrade
3,PE Ratio,28854.25,21617.79,-,12.39,-10.30,-,4.88,2.70,2.84,4.36,4.91,Upgrade
4,PS Ratio,1.55,1.16,1.57,1.74,1.78,1.74,1.36,1.23,0.95,0.74,0.92,Upgrade
5,PB Ratio,0.22,0.16,0.18,0.23,0.24,0.27,0.28,0.29,0.24,0.24,0.29,Upgrade
6,P/FCF Ratio,3.80,2.85,3.17,3.83,190.77,-,-17.64,-,1.23,3.16,-,Upgrade
7,P/OCF Ratio,2.77,2.77,3.09,3.69,46.39,-,-26.15,-,1.22,3.04,-,Upgrade
8,Debt / Equity Ratio,0.72,0.72,0.55,0.51,0.54,1.01,0.78,1.30,1.05,1.14,0.93,Upgrade
9,Debt / FCF Ratio,12.72,12.72,9.56,8.47,419.44,-,-49.96,-,5.41,15.16,-,Upgrade
10,Earnings Yield,0.00%,0.00%,-7.56%,8.07%,-9.71%,-13.64%,20.48%,37.04%,35.27%,22.93%,20.36%,Upgrade
11,FCF Yield,26.32%,35.13%,31.60%,26.11%,0.52%,180.60%,-5.67%,-131.08%,81.08%,31.66%,-5.71%,Upgrade
