,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,47.25,19.73,39.45,25.22,29.12,26.35,35.76,25.08,7.74,28.21
1,Short-Term Investments,8.61,5.13,2.92,3,3.82,2.81,2.11,1.09,13.87,14.57
2,Cash & Short-Term Investments,55.87,24.85,42.37,28.22,32.94,29.16,37.86,26.17,21.61,42.78
3,Cash Growth,31.87%,-11.93%,28.61%,-3.22%,-13.00%,11.44%,75.23%,-38.84%,-49.59%,335.00%
4,Accounts Receivable,178.82,185.97,133.11,110.58,128.44,133.06,118.21,117.1,107.04,91.63
5,Other Receivables,3.6,5.62,6.23,4.8,5.74,8.1,4.36,2.47,3.24,4.32
6,Receivables,182.43,191.59,139.35,115.38,134.18,141.16,122.57,119.57,110.27,95.95
7,Inventory,69.72,68.02,45.89,49.4,53.37,56.91,46.92,34.08,31.59,20.22
8,Other Current Assets,16.64,16.19,18.02,16.32,32.15,14.61,13.82,12.67,10.8,13.32
9,Total Current Assets,324.65,300.65,245.62,209.33,252.63,241.84,221.16,192.49,174.27,172.27
10,"Property, Plant & Equipment",58.69,55.81,44.82,44.12,41.98,29.88,29.64,28.17,26.52,23.47
11,Long-Term Investments,-,-,-,-,0.01,0.01,-,-,0.44,0.98
12,Goodwill,0.96,0.96,-,-,-,-,-,-,-,-
13,Other Intangible Assets,0.25,0.28,0.22,0.31,0.33,0.41,0.5,0.59,-,-
14,Long-Term Deferred Tax Assets,0.69,0.88,0.92,1.12,0.57,0.84,-,0.02,0.46,0.02
15,Other Long-Term Assets,23.5,23.53,23.56,23.59,23.71,7.04,7.49,7.52,4.01,4.03
16,Total Assets,408.75,382.11,315.14,278.46,319.23,280.02,258.79,228.78,205.7,200.77
17,Accounts Payable,44.95,43.39,16.92,9.94,31.25,22.89,18.23,14.56,5.06,6.92
18,Accrued Expenses,9.03,8.64,6.65,5.98,5.79,7.02,3.56,2.99,1.06,2.17
19,Short-Term Debt,91.57,82.71,55.09,36.89,42.67,25.43,13.25,13.23,10.9,3.86
20,Current Portion of Long-Term Debt,3.33,3.02,2.13,1.14,1.1,0.5,0.49,0.41,0.4,0.44
21,Current Portion of Leases,3.31,3.01,2.07,2.43,2.48,3.77,2.16,1.79,1.49,1.7
22,Current Income Taxes Payable,0.97,-,-,0.46,3.26,2.7,5.94,0.38,0.07,0.06
23,Other Current Liabilities,11.01,9.21,7,3.46,7.37,5.5,9.81,4.64,3.84,3.32
24,Total Current Liabilities,164.16,149.98,89.86,60.31,93.91,67.81,53.43,38,22.81,18.45
25,Long-Term Debt,15.81,13.98,14.88,10.18,10.68,3.53,3.8,3.13,3.34,3.54
26,Long-Term Leases,5.23,4.74,3.34,3.55,3.94,1.39,3.13,2.93,1.78,2.47
27,Long-Term Deferred Tax Liabilities,0.83,0.82,0.83,0.65,0.71,0.52,0.86,0.47,0.37,0.46
28,Total Liabilities,186.04,169.52,108.9,74.68,109.23,73.25,61.21,44.53,28.29,24.92
29,Common Stock,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21
30,Additional Paid-In Capital,49.31,49.31,49.31,49.31,49.31,49.31,49.31,49.31,49.31,49.31
31,Retained Earnings,140.75,129.3,123.21,120.76,126.22,122.84,113.6,100.25,93.41,91.86
32,Comprehensive Income & Other,29.49,29.49,29.49,29.49,29.49,29.49,29.49,29.49,29.49,29.49
33,Total Common Equity,224.75,213.3,207.21,204.76,210.22,206.84,197.6,184.25,177.41,175.86
34,Minority Interest,-2.05,-0.71,-0.98,-0.98,-0.23,-0.07,-0.03,-,-,-
35,Shareholders' Equity,222.7,212.59,206.23,203.78,210,206.77,197.57,184.25,177.41,175.86
36,Total Liabilities & Equity,408.75,382.11,315.14,278.46,319.23,280.02,258.79,228.78,205.7,200.77
37,Total Debt,119.25,107.46,77.51,54.19,60.86,34.62,22.82,21.49,17.91,12
38,Net Cash (Debt),-63.39,-82.6,-35.14,-25.96,-27.92,-5.46,15.04,4.68,3.7,30.78
39,Net Cash Growth,-,-,-,-,-,-,306.49%,-84.81%,-87.66%,-
40,Net Cash Per Share,-0.06,-0.08,-0.04,-0.03,-0.03,-0.01,0.02,0.00,0.00,0.03
41,Filing Date Shares Outstanding,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
42,Total Common Shares Outstanding,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
43,Working Capital,160.49,150.67,155.76,149.02,158.72,174.03,167.73,154.48,151.46,153.83
44,Book Value Per Share,0.22,0.21,0.21,0.20,0.21,0.21,0.20,0.18,0.18,0.18
45,Tangible Book Value,223.54,212.06,206.99,204.45,209.89,206.43,197.1,183.66,177.41,175.86
46,Tangible Book Value Per Share,0.22,0.21,0.21,0.20,0.21,0.21,0.20,0.18,0.18,0.18
47,Machinery,-,66.74,-,51.11,-,42.36,-,35.04,-,28.56
48,Construction In Progress,-,4.03,-,0.22,-,0.19,-,1.38,-,0.14
