,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,2369,2316,2403,2507,2452,2896,2939,3207,2904,2771,2480,3124,3278,3650,2956,3049,3057,2641,2720,2966,2810,Upgrade
1,Market Cap Growth,-20.03%,-20.03%,-18.25%,-21.81%,-15.57%,4.53%,18.53%,2.65%,-11.40%,-24.08%,-16.09%,2.46%,7.22%,38.18%,8.66%,2.78%,8.81%,-33.88%,-24.76%,-28.31%,-44.48%,Upgrade
2,Enterprise Value,29480,27712,29227,27693,26834,28507,27211,28003,27799,26910,24867,26121,25887,25360,24075,23701,22712,22324,21061,20966,19221,Upgrade
3,PE Ratio,3.68,3.60,4.17,4.26,3.90,4.35,3.46,3.75,3.37,3.14,2.94,3.61,3.68,4.21,3.47,3.69,3.87,3.50,4.01,4.65,4.42,Upgrade
4,PS Ratio,0.29,0.29,0.33,0.34,0.31,0.35,0.31,0.34,0.30,0.30,0.28,0.35,0.36,0.41,0.34,0.37,0.38,0.36,0.42,0.48,0.45,Upgrade
5,PB Ratio,0.14,0.14,0.14,0.15,0.15,0.17,0.18,0.20,0.17,0.17,0.15,0.18,0.18,0.21,0.18,0.19,0.19,0.17,0.19,0.22,0.21,Upgrade
6,P/FCF Ratio,5.14,6.03,26.04,3.07,-,1.47,4.25,-16.57,-,-,-,-10.99,-,-,5.64,6.74,-,25.72,-9.80,-,-,Upgrade
7,P/OCF Ratio,3.85,3.85,9.57,2.57,-,1.38,3.54,-56.11,-2.92,-,-,397.12,-,9.42,7.43,6.03,-,14.55,6.43,-,-,Upgrade
8,EV/Sales Ratio,3.57,3.43,4.06,3.75,3.40,3.42,2.86,3.00,2.88,2.87,2.82,2.91,2.82,2.84,2.78,2.85,2.81,3.01,3.29,3.37,3.09,Upgrade
