,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,108.1,187.67,133.14,337.21,231.32,125.11,159.45,151.33,371.68,601.23,566.29,541.69,587.39,795.69,16.94,23.95,-,-,54.86
1,Trading Asset Securities,-,-,-,-,-,17.9,-,17.9,-,-,-,-,-,-,-,129.02,-,-,-
2,Cash & Short-Term Investments,108.1,187.67,133.14,337.21,231.32,143.01,159.45,169.23,371.68,601.23,566.29,541.69,587.39,795.69,16.94,152.96,-,-,54.86
3,Cash Growth,-53.27%,31.22%,-16.50%,99.26%,-37.76%,-76.21%,-71.84%,-68.76%,-36.72%,-24.44%,3243.58%,254.12%,-,-,-69.13%,-,-,-,-
4,Accounts Receivable,375.88,556.28,447.79,210.21,197.95,283.32,218.01,75.43,70.46,130.98,125.99,183.78,283.04,300.05,305.58,327.94,-,-,246.29
5,Other Receivables,139.35,105.57,4.28,79.5,74.23,65.46,53.98,48.89,2.77,18.54,2.67,19.82,8.3,6.66,3.03,9.62,-,-,9.17
6,Receivables,515.23,661.85,452.07,289.71,272.19,348.78,272,124.31,73.24,149.52,128.66,203.6,291.34,306.71,308.6,337.56,-,-,255.46
7,Inventory,621.37,647.41,814.21,651.01,564.3,425.87,339.28,277,234.89,199.75,216.64,216.69,228.97,247.69,284.12,214.22,-,-,235.92
8,Prepaid Expenses,-,-,-,-,-,-,-,-,-,-,-,0.55,-,-,-,-,-,-,-
9,Other Current Assets,133.28,96.11,189.08,43.31,184.79,56.31,27.74,27.75,155.86,25.15,32.32,16.34,4.32,22.7,23.27,18.87,-,-,20.89
10,Total Current Assets,1378,1593,1588,1321,1253,973.98,798.46,598.3,835.66,975.66,943.91,978.87,1112,1373,632.92,723.61,-,-,567.14
11,"Property, Plant & Equipment",958.81,960.8,1028,982.68,785.48,770.04,768.48,764.4,484.06,331.45,333.17,338.81,251.94,216.62,175.92,174.18,-,-,114.36
12,Long-Term Investments,62.44,63.32,63.94,64.61,65.14,66.11,69.78,67.97,68.74,69.17,70.54,21.54,1.54,1.54,1.54,1.54,-,-,-
13,Goodwill,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.42
