,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Other Revenue,317.3,545.56,479.2,712,1234,1375,999.4,-1005,2776,-180.19,Upgrade
1,Revenue,317.3,545.56,479.2,712,1234,1375,999.4,-1005,2776,-180.19,Upgrade
2,Revenue Growth (YoY),-33.79%,-23.38%,-61.17%,-48.22%,23.49%,-,-64.00%,-,47.87%,-,Upgrade
3,Cost of Revenue,291.98,514.41,458.18,628.35,1151,1274,873.39,-1166,2702,-201.82,Upgrade
4,Gross Profit,25.32,31.15,21.02,83.66,83.42,101.43,126.02,161.02,73.87,21.63,Upgrade
5,"Selling, General & Admin",39.37,55.54,37.94,56.8,41.26,57.73,39.59,55.63,39.61,31.72,Upgrade
6,Other Operating Expenses,-4.99,0.38,-24.81,-43.54,-41.08,-35.6,-38.73,-65.82,-1.83,-22.96,Upgrade
7,Operating Expenses,44.71,214.45,10.98,16.1,-1.35,14.28,-0.21,-10.53,34.95,27.18,Upgrade
8,Operating Income,-19.39,-183.3,10.04,67.56,84.76,87.16,126.23,171.55,38.92,-5.55,Upgrade
9,Interest Expense,-46.83,-30.3,-40,-39.01,-36.1,-37.26,-40.35,-49.53,-47.03,-49.5,Upgrade
10,Interest & Investment Income,0.01,0.7,0.67,0.6,0.86,0.63,0.84,3.47,4.8,9.03,Upgrade
11,Earnings From Equity Investments,13.04,14.55,18.05,16.36,-6.19,-4.59,6.05,3.33,1.11,-17.5,Upgrade
12,Currency Exchange Gain (Loss),-17.29,-5.36,34.88,-16.25,69.85,-13.51,-10.4,-22.9,-28.3,3.24,Upgrade
13,Other Non Operating Income (Expenses),2.46,9.54,0.24,0.22,0.63,0.69,0.14,1.45,0.11,-2.36,Upgrade
14,EBT Excluding Unusual Items,-68.01,-194.16,23.88,29.5,113.8,33.12,82.51,107.37,-30.39,-62.65,Upgrade
15,Gain (Loss) on Sale of Investments,-,0.15,-,0.17,-,5.47,-,0.29,-,0.24,Upgrade
16,Gain (Loss) on Sale of Assets,-,-1.51,-,0.05,-,-0.05,-,-0.34,-,0.02,Upgrade
17,Asset Writedown,-,-,-,-150.68,-,-,-,-,-,-0.74,Upgrade
18,Other Unusual Items,-,0.3,-,0.63,-,0.81,-,2.1,-,-,Upgrade
19,Pretax Income,-68.01,-195.23,23.88,-120.33,113.8,39.35,82.51,109.41,-30.39,-63.12,Upgrade
20,Income Tax Expense,2.2,2.08,-5.02,10.43,11.31,13.82,12.33,21.11,5.45,5.69,Upgrade
21,Earnings From Continuing Operations,-70.21,-197.31,28.89,-130.76,102.5,25.53,70.18,88.3,-35.83,-68.8,Upgrade
22,Earnings From Discontinued Operations,-47.06,-,-2.46,-,-,-,-,-,-,-,Upgrade
23,Net Income to Company,-117.27,-197.31,26.43,-130.76,102.5,25.53,70.18,88.3,-35.83,-68.8,Upgrade
24,Minority Interest in Earnings,1.24,4.05,1.93,68.59,-12.94,0.03,-31.35,-43.76,-6.35,-9,Upgrade
25,Net Income,-116.03,-193.27,28.36,-62.18,89.56,25.56,38.83,44.55,-42.18,-77.8,Upgrade
26,Net Income to Common,-116.03,-193.27,28.36,-62.18,89.56,25.56,38.83,44.55,-42.18,-77.8,Upgrade
27,Net Income Growth,-,-,-68.34%,-,130.65%,-42.62%,-,-,-,-,Upgrade
28,Shares Outstanding (Basic),6546,6546,6546,6546,6546,6546,6546,6546,6546,6546,Upgrade
29,Shares Outstanding (Diluted),6546,6546,6546,6546,6546,6546,6546,6546,6546,6546,Upgrade
30,Shares Change (YoY),-,-,-,-,-,-,-,-,-,0.00%,Upgrade
31,EPS (Basic),-0.02,-0.03,0.00,-0.01,0.01,0.00,0.01,0.01,-0.01,-0.01,Upgrade
32,EPS (Diluted),-0.02,-0.03,0.00,-0.01,0.01,0.00,0.01,0.01,-0.01,-0.01,Upgrade
33,EPS Growth,-,-,-68.56%,-,130.71%,-43.13%,-,-,-,-,Upgrade
34,Free Cash Flow,-19.26,-139.67,-273.88,175.3,-92.04,36.11,207.51,-12.33,44.72,-2.78,Upgrade
35,Free Cash Flow Per Share,-0.00,-0.02,-0.04,0.03,-0.01,0.01,0.03,-0.00,0.01,-0.00,Upgrade
36,Operating Margin,-6.11%,-33.60%,2.10%,9.49%,6.87%,6.34%,12.63%,-,1.40%,-,Upgrade
37,Profit Margin,-36.57%,-35.43%,5.92%,-8.73%,7.26%,1.86%,3.89%,-,-1.52%,-,Upgrade
38,Free Cash Flow Margin,-6.07%,-25.60%,-57.15%,24.62%,-7.46%,2.63%,20.76%,-,1.61%,-,Upgrade
39,EBITDA,-2.7,-164.7,33.74,100.83,114.84,117.47,156.22,203.56,66.23,25.97,Upgrade
40,D&A For EBITDA,16.69,18.6,23.7,33.27,30.08,30.31,29.99,32.01,27.31,31.52,Upgrade
41,EBIT,-19.39,-183.3,10.04,67.56,84.76,87.16,126.23,171.55,38.92,-5.55,Upgrade
42,Revenue as Reported,-,1052,-,2031,-,2449,-,1838,-,1737,Upgrade
