,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,111,223,301,406,524,2815,2946,3535,1800,3175,2586,Upgrade
1,Market Cap Growth,-45.16%,-45.16%,-42.50%,-85.58%,-82.22%,-20.37%,63.64%,11.34%,-30.38%,0%,-34.17%,Upgrade
2,Enterprise Value,1659,1779,1719,1883,1888,4227,4369,5051,3323,5001,4169,Upgrade
3,Last Close Price,0.02,0.03,0.05,0.06,0.08,0.43,0.45,0.54,0.28,0.48,0.40,Upgrade
4,PE Ratio,-,-,-,-11.18,-,22.16,37.03,35.09,642.01,-,-,Upgrade
5,PS Ratio,0.12,0.23,0.27,0.32,0.24,0.98,1.00,-499.90,0.86,1.07,1.39,Upgrade
6,PB Ratio,0.09,0.17,0.21,0.25,0.31,1.58,1.57,1.96,1.07,1.98,1.64,Upgrade
7,P/TBV Ratio,0.19,0.19,0.23,0.27,0.34,1.80,1.80,2.25,1.20,2.29,1.88,Upgrade
8,P/FCF Ratio,-,-,-,-,5.50,-,9.79,14.99,-,66.32,-,Upgrade
9,P/OCF Ratio,-,-,-,-,3.95,-,8.63,13.31,-,53.00,-9.48,Upgrade
10,EV/Sales Ratio,1.73,1.86,1.55,1.47,0.85,1.47,1.49,-714.43,-,1.69,-,Upgrade
11,EV/EBITDA Ratio,-,-,-,13.04,7.66,16.49,12.92,11.62,10.38,47.53,40.79,Upgrade
12,EV/EBIT Ratio,-,-,-,22.61,10.84,22.28,16.57,14.04,13.31,131.32,-,Upgrade
13,EV/FCF Ratio,-9.43,-,-,-,19.84,-,14.52,21.42,-,104.47,-,Upgrade
14,Debt / Equity Ratio,1.08,1.08,1.04,0.83,0.86,0.70,0.74,0.74,0.85,0.88,1.08,Upgrade
15,Debt / FCF Ratio,-,-,-,-,15.35,-,4.61,5.64,-,29.65,-,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,5.09%,9.25%,9.33%,13.43%,19.75%,13.04%,2.01%,-,Upgrade
17,Earnings Yield,-307.87%,-153.94%,-59.36%,-8.94%,5.98%,4.51%,2.70%,2.85%,0.16%,-4.31%,-2.27%,Upgrade
18,FCF Yield,-158.20%,-79.10%,-148.87%,-26.07%,18.17%,-2.19%,10.22%,6.67%,2.14%,1.51%,-10.99%,Upgrade
19,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,-0.00%,Upgrade,
20,Total Shareholder Return,-,-,-,-,-,-,-,-,-,-0.00%,Upgrade,
