,Fiscal Quarter,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+2 Quarters
0,Revenue,25.44,25.44,63.62,63.63,65.72,65.72,78.96,78.96,63.56,63.56,54.11,54.11,36.98,36.98,12.68,12.68,22.44,22.44,57.53,57.53,Upgrade
1,Revenue Growth (YoY),-61.28%,-61.28%,-19.43%,-19.41%,3.40%,3.40%,45.93%,45.92%,71.88%,71.88%,326.76%,326.76%,64.79%,64.79%,-77.96%,-77.96%,-49.01%,-49.01%,-,-,Upgrade
2,Cost of Revenue,24.44,24.44,60.75,60.77,58.84,58.84,73.23,73.23,57.54,57.54,48.17,48.17,32.18,32.18,12.7,12.7,17.13,17.13,42.14,42.14,Upgrade
3,Gross Profit,1,1,2.86,2.86,6.88,6.88,5.73,5.73,6.02,6.02,5.94,5.94,4.8,4.8,-0.02,-0.02,5.31,5.31,15.39,15.39,Upgrade
4,"Selling, General & Admin",5.27,5.27,5.15,5.15,5.86,5.86,4.4,4.4,4.51,4.51,5.14,5.14,4.51,4.51,4.49,4.49,4.61,4.61,2.89,2.89,Upgrade
5,Operating Expenses,5.19,5.19,8.65,8.65,4.25,4.25,8.56,8.56,6.66,6.66,7.88,7.88,5.62,5.62,6.68,6.68,4.64,4.64,3.2,3.2,Upgrade
6,Operating Income,-4.18,-4.18,-5.79,-5.79,2.64,2.64,-2.83,-2.83,-0.64,-0.64,-1.94,-1.94,-0.82,-0.82,-6.7,-6.7,0.67,0.67,12.2,12.2,Upgrade
7,Interest Expense,-0.06,-0.06,-0.07,-0.07,-0.07,-0.07,-0.05,-0.05,-0.08,-0.08,-0.09,-0.09,-0.04,-0.04,-0.02,-0.02,-0.03,-0.03,-0.06,-0.06,Upgrade
8,Interest & Investment Income,0.31,0.31,0.46,0.46,0.04,0.04,0.01,0.01,0.02,0.02,0.1,0.1,0,0,0.18,0.18,0.07,0.07,0.07,0.07,Upgrade
9,Currency Exchange Gain (Loss),-,-,-,-,-,-,-0.05,-0.05,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,Other Non Operating Income (Expenses),0.2,0.2,0.02,0.02,0.06,0.06,0.16,0.16,-,-,0.31,0.31,-,-,0.01,0.01,-,-,-,-,Upgrade
11,EBT Excluding Unusual Items,-3.73,-3.73,-5.37,-5.37,2.68,2.68,-2.76,-2.76,-0.69,-0.69,-1.62,-1.62,-0.86,-0.86,-6.53,-6.53,0.71,0.71,12.21,12.21,Upgrade
12,Asset Writedown,-,-,-1.4,-1.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.11,0.11,Upgrade
13,Other Unusual Items,-,-,-,-,-,-,0.43,0.43,0.22,0.22,-,-,-,-,-0.26,-0.26,-3.62,-3.62,-3.29,-3.29,Upgrade
14,Pretax Income,-3.73,-3.73,-6.77,-6.77,2.68,2.68,-2.33,-2.33,-0.48,-0.48,-1.62,-1.62,-0.86,-0.86,-6.79,-6.79,-2.91,-2.91,9.03,9.03,Upgrade
15,Income Tax Expense,-0.01,-0.01,-0.54,-0.54,0.43,0.43,0.34,0.34,0.24,0.24,-0.2,-0.2,0.21,0.21,0.08,0.08,0.32,0.32,2.12,2.12,Upgrade
16,Net Income,-3.72,-3.72,-6.24,-6.23,2.25,2.25,-2.67,-2.67,-0.72,-0.72,-1.42,-1.42,-1.06,-1.06,-6.88,-6.88,-3.23,-3.23,6.91,6.91,Upgrade
17,Net Income to Common,-3.72,-3.72,-6.24,-6.23,2.25,2.25,-2.67,-2.67,-0.72,-0.72,-1.42,-1.42,-1.06,-1.06,-6.88,-6.88,-3.23,-3.23,6.91,6.91,Upgrade
18,Shares Outstanding (Basic),2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2001,2001,1879,1879,1500,1500,Upgrade
19,Shares Outstanding (Diluted),2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2001,2001,1879,1879,1500,1500,Upgrade
20,Shares Change (YoY),-,-,-,-,-,-,-,-,-,-,-0.03%,-0.03%,6.43%,6.43%,33.38%,33.38%,25.27%,25.27%,-,-,Upgrade
21,EPS (Basic),-0.00,-0.00,-0.00,-0.00,0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,0.00,0.00,Upgrade
22,EPS (Diluted),-0.00,-0.00,-0.00,-0.00,0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,0.00,0.00,Upgrade
23,Free Cash Flow,4.25,4.25,8.67,8.67,-1.28,-1.28,0.38,0.38,-3.32,-3.32,-12.35,-12.35,-21.75,-21.75,-10.51,-10.51,-15.81,-15.81,3.03,3.03,Upgrade
24,Free Cash Flow Per Share,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,-0.00,-0.00,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,0.00,0.00,Upgrade
25,Gross Margin,3.94%,3.94%,4.50%,4.50%,10.47%,10.47%,7.26%,7.26%,9.47%,9.47%,10.97%,10.97%,12.99%,12.99%,-0.14%,-0.14%,23.67%,23.67%,26.76%,26.76%,Upgrade
26,Operating Margin,-16.45%,-16.45%,-9.10%,-9.09%,4.01%,4.01%,-3.59%,-3.59%,-1.01%,-1.01%,-3.59%,-3.59%,-2.22%,-2.22%,-52.84%,-52.84%,2.99%,2.99%,21.20%,21.20%,Upgrade
27,Profit Margin,-14.62%,-14.62%,-9.80%,-9.80%,3.42%,3.42%,-3.38%,-3.38%,-1.13%,-1.13%,-2.63%,-2.63%,-2.87%,-2.87%,-54.23%,-54.23%,-14.40%,-14.40%,12.01%,12.01%,Upgrade
28,Free Cash Flow Margin,16.70%,16.70%,13.63%,13.63%,-1.94%,-1.94%,0.49%,0.49%,-5.22%,-5.22%,-22.82%,-22.82%,-58.80%,-58.80%,-82.89%,-82.89%,-70.46%,-70.46%,5.27%,5.27%,Upgrade
29,EBITDA,-3.52,-3.52,-5.07,-5.07,3.33,3.33,-2.08,-2.08,0.17,0.17,-1.22,-1.22,-0.23,-0.23,-6.33,-6.33,1.33,1.33,12.79,12.79,Upgrade
30,EBITDA Margin,-13.82%,-13.82%,-7.97%,-7.97%,5.07%,5.07%,-2.63%,-2.63%,0.27%,0.27%,-2.26%,-2.26%,-0.63%,-0.63%,-49.94%,-49.94%,5.92%,5.92%,22.23%,22.23%,Upgrade
31,D&A For EBITDA,0.67,0.67,0.72,0.72,0.69,0.69,0.75,0.75,0.81,0.81,0.72,0.72,0.59,0.59,0.37,0.37,0.66,0.66,0.59,0.59,Upgrade
32,EBIT,-4.18,-4.18,-5.79,-5.79,2.64,2.64,-2.83,-2.83,-0.64,-0.64,-1.94,-1.94,-0.82,-0.82,-6.7,-6.7,0.67,0.67,12.2,12.2,Upgrade
33,EBIT Margin,-16.45%,-16.45%,-9.10%,-9.09%,4.01%,4.01%,-3.59%,-3.59%,-1.01%,-1.01%,-3.59%,-3.59%,-2.22%,-2.22%,-52.84%,-52.84%,2.99%,2.99%,21.20%,21.20%,Upgrade
34,Effective Tax Rate,-,-,-,-,16.07%,16.07%,-,-,-,-,-,-,-,-,-,-,-,-,23.45%,23.45%,Upgrade
