,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 7, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,538035,481670,558532,702008,778870,766060,1040202,1260540,1096567,1024829,1915578,1963467,4549497,5148115,1728809,1757543,2032907,1879661,1647580,1438934,995263,Upgrade
1,Market Cap Growth,-37.12%,-37.12%,-46.31%,-44.31%,-28.97%,-25.25%,-45.70%,-35.80%,-75.90%,-80.09%,10.80%,11.72%,123.79%,173.89%,4.93%,22.14%,104.26%,-9.50%,-36.48%,-29.50%,-61.88%,Upgrade
2,Enterprise Value,1791271,1604039,1805483,2023848,2107142,1029132,1328984,1280003,2145246,1101297,3597437,2274475,4564472,4813395,1563709,2335523,2610887,1051252,1801177,609242,1207140,Upgrade
3,Last Close Price,2100.00,1880.00,2180.00,2740.00,3040.00,2990.00,4060.00,4920.00,4280.00,4000.00,7476.64,7663.55,17757.01,20093.46,6747.66,6859.81,7934.58,7336.45,6420.56,5607.48,3878.50,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-,-,19.28,15.02,34.24,38.19,39.76,87.14,132.01,-,6.93,3.88,2.21,Upgrade
5,Forward PE,-,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,Upgrade
6,PS Ratio,-2.78,-2.78,-2.64,-3.76,-4.65,-20.98,21.99,23.05,16.29,5.31,8.86,5.89,11.07,16.02,3.85,1.66,1.50,1.35,1.27,1.62,1.85,Upgrade
7,PB Ratio,0.35,0.31,0.25,0.30,0.30,0.28,0.34,0.41,0.35,0.32,0.58,0.59,1.40,1.59,0.55,0.57,0.65,0.61,0.53,0.47,0.32,Upgrade
8,P/TBV Ratio,0.31,0.31,0.25,0.31,0.30,0.28,0.35,0.41,0.35,0.32,0.58,0.59,1.45,1.64,0.57,0.59,0.68,0.63,0.55,0.47,0.32,Upgrade
9,P/FCF Ratio,6.42,6.42,-,12.61,-8.04,-,20.37,-,-,-22.28,-3.02,-,-,-,-,-,-,-,-2.13,-1.64,-0.83,Upgrade
10,P/OCF Ratio,6.42,6.42,-,12.58,-8.11,-,21.06,-,4.38,-28.51,-3.10,-,-,-,-,-,-,-,-2.13,-2.38,-1.08,Upgrade
11,PEG Ratio,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,Upgrade
12,EV/Sales Ratio,-,-9.26,-,-,-,-,-,23.40,31.87,5.70,16.65,6.82,11.11,14.98,3.48,2.21,1.92,0.76,1.39,0.69,2.25,Upgrade
13,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,-,-,41.37,50.97,13.70,28.57,34.72,15.95,187.30,3.26,7.64,Upgrade
14,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-,-,-,-,51.08,-,14.94,33.97,43.50,19.88,-262.83,3.66,9.28,Upgrade
15,EV/FCF Ratio,21.38,21.38,-,36.35,-21.75,-,26.02,-,-,-23.94,-5.67,-,-,-,-,-,-,-,-2.32,-0.69,-1.00,Upgrade
16,Debt / Equity Ratio,0.81,0.81,0.56,0.54,0.51,0.49,0.44,0.42,0.39,0.38,0.40,0.60,0.48,0.39,0.32,0.30,0.19,0.19,0.08,0.06,0.07,Upgrade
17,Debt / EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,-,-,11.56,29.06,4.81,16.47,8.41,4.80,3.32,5.95,6.62,Upgrade
18,Debt / FCF Ratio,16.72,16.72,-,22.63,-13.72,-,26.08,-,-,-26.58,-2.09,-,-,-,-,-,-,-,-0.33,-0.21,-0.18,Upgrade
19,Asset Turnover,0.00,-,-,-,-,-,0.00,0.00,0.02,0.00,0.01,0.07,0.04,0.08,-,-,0.15,0.53,0.27,0.04,Upgrade,
20,Inventory Turnover,0.02,0.01,-,0.32,-,0.29,-,0.00,0.00,0.12,0.02,0.02,0.25,0.11,0.21,-,-,0.46,1.57,0.69,0.07,Upgrade
21,Quick Ratio,0.36,0.19,0.23,0.23,0.88,0.22,0.63,0.71,0.74,0.30,0.84,0.40,0.83,0.29,0.72,0.64,-,0.63,0.81,0.23,0.65,Upgrade
22,Current Ratio,1.00,1.00,1.04,1.06,1.39,1.49,1.66,1.77,1.86,1.95,2.29,1.67,2.07,1.84,1.75,1.74,-,1.68,1.83,1.70,1.76,Upgrade
23,Return on Equity (ROE),-64.30%,-13.51%,-44.18%,-18.83%,-44.25%,-8.48%,-9.49%,-8.73%,-0.53%,0.20%,0.52%,0.30%,12.30%,4.45%,0.61%,0.56%,0.04%,1.31%,0.13%,0.18%,Upgrade,
24,Return on Assets (ROA),-11.61%,-1.25%,-8.28%,-2.78%,-10.56%,-0.56%,-0.62%,-0.81%,-0.74%,-1.07%,-0.76%,1.04%,-0.19%,1.95%,-,-,1.21%,0.71%,0.22%,0.25%,Upgrade,
25,Return on Capital (ROIC),-24.74%,-2.38%,-15.43%,-5.05%,-18.66%,-0.99%,-1.11%,-1.43%,-1.28%,-1.69%,-1.12%,1.57%,-0.31%,3.15%,0.90%,0.88%,1.86%,1.18%,0.39%,0.44%,Upgrade,
26,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,-,-,-,-,1.92%,-,2.63%,1.78%,-,1.70%,-0.22%,5.23%,3.95%,Upgrade
27,Earnings Yield,-144.58%,-161.49%,-141.63%,-110.97%,-74.73%,-68.82%,-20.54%,-11.66%,-6.24%,0.39%,5.55%,7.10%,3.08%,2.76%,2.55%,1.11%,0.78%,0.69%,16.26%,28.35%,48.61%,Upgrade
28,FCF Yield,15.58%,15.58%,4.63%,7.93%,-12.44%,-13.49%,4.91%,32.15%,21.76%,-4.49%,-33.12%,-54.43%,-27.22%,-18.58%,-38.48%,-32.51%,-5.45%,-5.14%,-47.04%,-61.05%,-120.87%,Upgrade
29,Buyback Yield / Dilution,-0.00%,-0.01%,-,-,-,0.24%,0.00%,-5.09%,-0.45%,-0.23%,-,-5.69%,9.47%,0.16%,0.16%,4.35%,8.93%,0.09%,-12.36%,99.97%,-36.50%,Upgrade
30,Total Shareholder Return,-0.00%,-0.01%,-,-,-,0.24%,0.00%,-5.09%,-0.45%,-0.23%,-,-5.69%,9.47%,0.16%,0.16%,4.35%,8.93%,0.09%,-12.36%,99.97%,-36.50%,Upgrade
