,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,915.58,409.16,13143,6699,3579,46968,2190,3036,3151,13925,311276,62311,74950,50290,26886,-,10338,2191,30065,17109,Upgrade
1,Short-Term Investments,-,136913,-,-,-,1021926,1011926,1201826,-,1238234,-,1170188,-,1281155,1077160,-,869630,1083681,-,1030204,Upgrade
2,Cash & Short-Term Investments,915.58,137322,13143,6699,3579,1068894,1014116,1204862,3151,1252159,311276,1232499,74950,1331445,1104046,879968,879968,1085872,30065,1047314,Upgrade
3,Cash Growth,-74.42%,-87.15%,-98.70%,-99.44%,13.59%,-14.64%,225.79%,-2.24%,-95.80%,-5.95%,-71.81%,40.06%,-91.48%,22.62%,3572.18%,-15.98%,2097.19%,20.53%,-96.27%,130.15%,Upgrade
4,Accounts Receivable,508947,643226,560027,720974,676250,785088,784117,803836,792692,574818,574584,531808,544735,451076,384165,-,403615,368709,360542,433256,Upgrade
5,Other Receivables,290058,6849,198520,2273480,33121,248962,380108,135168,36836,181442,175377,200561,143623,200070,198377,-,235296,221292,215575,213844,Upgrade
6,Receivables,799005,650075,758547,2994454,709371,1035050,1165225,940004,830528,757260,750876,756758,713032,681939,642795,-,777474,591018,577095,648078,Upgrade
7,Inventory,915279,975944,960722,999205,963214,1227907,1105727,1102890,1105553,1248843,1252418,1021029,1181899,1059900,1099199,-,1094812,1194342,1660436,1809319,Upgrade
8,Prepaid Expenses,117879,63703,65651,66115,65883,130245,132353,129723,67827,119837,119131,99973,51213,288290,281740,-,217052,129640,246573,289594,Upgrade
9,Other Current Assets,2289820,1674593,1756891,694709,3119121,2034554,2019884,2009601,3430047,2062845,2020410,1783968,2875880,1467549,1465624,-,1096513,783597,1975702,821512,Upgrade
10,Total Current Assets,4122898,3501636,3554953,4761181,4861168,5496650,5437306,5387080,5437107,5440944,4454112,4894228,4896974,4829122,4593404,-,4065819,3784470,4489870,4615817,Upgrade
11,"Property, Plant & Equipment",814865,798098,788847,785122,776250,524025,494830,509411,512984,620657,575694,449970,421423,413836,412906,-,401160,399214,345709,344707,Upgrade
12,Long-Term Investments,-,-,-,-,-,105,105,105,105,105,105,105,105,-,-,-,-,-,-,-,Upgrade
13,Goodwill,17097,19125,21154,23182,25211,27239,29268,31296,33325,-,-,105679,109695,113712,117728,-,125761,129778,53609,55637,Upgrade
14,Other Intangible Assets,-,-,-,-,-,-,-,-,-,21.64,61.93,114.5,191.64,305.21,408.57,-,615.29,718.66,822.02,925.38,Upgrade
15,Long-Term Deferred Tax Assets,142772,87376,85387,81326,80585,36990,34578,35714,27940,26352,24179,18118,18996,19933,19752,-,22480,29589,-,29138,Upgrade
16,Long-Term Deferred Charges,-,-,152723,145071,105232,-,-,-,88155,-,-,-,64921,-,-,-,-,-,-,-,Upgrade
17,Other Long-Term Assets,1581326,2345242,2166446,1404329,1417012,1505455,1910622,1892704,1761179,1753690,2791014,1556209,1505511,1360421,1362043,-,915868,906737,927194,868764,Upgrade
18,Total Assets,6678957,6751478,6769512,7200211,7265457,7590465,7906708,7856309,7860794,7841769,7845165,7024423,7017818,6737330,6506242,-,5531704,5250506,5817204,5914988,Upgrade
19,Accounts Payable,185294,248786,181679,182695,182917,318271,315075,350566,195677,210102,202911,192255,263191,423174,443325,-,359634,355779,346345,278673,Upgrade
20,Accrued Expenses,606692,434928,199920,414921,151871,273749,496383,88352,90213,61822,69551,62420,58257,82609,72172,-,87438,87655,83541,50664,Upgrade
21,Short-Term Debt,338296,343291,343693,412138,415450,416934,342704,262849,262956,337670,570087,581179,611997,607474,628137,-,586869,255452,181495,181495,Upgrade
22,Current Portion of Long-Term Debt,865854,716400,766400,666400,566400,615031,610193,561475,509725,100000,50000,-,-,-,-,-,748.02,748.02,764.65,34537,Upgrade
23,Current Income Taxes Payable,-,-,276.86,13207,13207,15390,15390,20268,16197,16697,39000,37366,36856,9528,569.03,-,5609,77175,122549,138832,Upgrade
24,Current Unearned Revenue,462976,434562,433351,433041,434006,508122,456766,456806,457186,470227,483028,500894,520558,638459,533996,-,531160,556520,1077998,1212205,Upgrade
25,Other Current Liabilities,1681635,1188120,1431735,1294061,1492990,1170326,835759,1158350,1259150,1183004,1259664,989081,1172594,1000361,961475,-,850920,732525,825106,726148,Upgrade
26,Total Current Liabilities,4140746,3366088,3357055,3416463,3256841,3317823,3072270,2898666,2791105,2379522,2674241,2363195,2663452,2761605,2639674,-,2422378,2065854,2637798,2622554,Upgrade
27,Long-Term Debt,50000,200000,150000,250000,350000,300000,350000,400000,450000,890823,1372914,962274,657914,389120,310679,-,552.25,739.25,926.26,1113,Upgrade
28,Long-Term Deferred Tax Liabilities,-,-,-,-,2932,-,-,-,-,40185,40185,-,-,-,-,-,-,-,-,-,Upgrade
29,Other Long-Term Liabilities,941767,941767,941767,941767,941767,940607,1386499,1386276,1378026,1222660,452660,452629,451334,451534,451534,-,4370,79471,84280,166919,Upgrade
30,Total Liabilities,5132514,4507855,4448822,4608230,4551540,4558430,4808769,4684942,4619131,4533190,4540001,3778098,3772700,3602259,3401887,-,2427300,2146064,2723005,2790586,Upgrade
31,Common Stock,2569726,2569726,2569726,2569726,2569726,2569726,2569726,2569726,2569726,2402125,2402125,2402125,2402125,2402125,2402125,-,2402125,2402125,2402125,2402125,Upgrade
32,Retained Earnings,-1015565,-318386,-241319,29972,151908,470026,535931,609358,679655,914039,910624,851865,850658,740535,709818,-,709849,705759,695566,725768,Upgrade
33,Treasury Stock,-7652,-7652,-7652,-7652,-7652,-7652,-7652,-7652,-7652,-7652,-7652,-7652,-7652,-7652,-7652,-,-7652,-3900,-3900,-3900,Upgrade
34,Comprehensive Income & Other,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-,-66,-66,-66,-66,Upgrade
35,Total Common Equity,1546442,2243622,2320688,2591980,2713916,3032034,3097938,3171366,3241662,3308445,3305031,3246271,3245064,3134941,3104224,3104255,3104255,3103917,3093724,3123926,Upgrade
36,Minority Interest,0.96,0.92,0.92,0.92,0.92,0.95,0.95,0.95,0.95,134.1,134.16,54.13,54.14,129.86,129.93,-,149.45,524.63,476.17,475.79,Upgrade
37,Shareholders' Equity,1546443,2243623,2320689,2591981,2713917,3032035,3097939,3171367,3241663,3308579,3305165,3246325,3245118,3135071,3104354,3104404,3104404,3104442,3094200,3124402,Upgrade
38,Total Liabilities & Equity,6678957,6751478,6769512,7200211,7265457,7590465,7906708,7856309,7860794,7841769,7845165,7024423,7017818,6737330,6506242,-,5531704,5250506,5817204,5914988,Upgrade
39,Total Debt,1254150,1259691,1260093,1328538,1331850,1331965,1302897,1224324,1222682,1328493,1993001,1543453,1269911,996595,938816,588169,588169,256939,183186,217146,Upgrade
40,Net Cash (Debt),-1253234,-1122369,-1246950,-1321839,-1328271,-263071,-288781,-19462,-1219531,-76333,-1681725,-310954,-1194961,334850,165229,291799,291799,828933,-153121,830168,Upgrade
41,Net Cash Growth,-,-,-,-,-,-,-,-,-,-,-,-,-,-59.60%,-,-64.85%,-,27.74%,-,192.76%,Upgrade
42,Net Cash Per Share,-4891.48,-4380.70,-4866.96,-5159.25,-5184.92,-1026.79,-1127.14,-75.96,-4749.08,-297.93,-6897.92,-1219.12,-4664.02,1306.94,716.28,1035.71,1137.13,3230.32,-634.92,2683.53,Upgrade
43,Filing Date Shares Outstanding,256.21,256.21,256.21,256.21,256.21,256.21,256.21,256.21,256.21,256.21,256.21,256.21,256.21,256.21,256.21,281.74,256.21,256.61,256.61,256.61,Upgrade
