,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,2741,2734,2699,4431,6211,6903,6235,4366,3463,2912,Upgrade
1,Short-Term Investments,1076,1188,1374,1480,1343,1787,2174,3053,2891,2541,Upgrade
2,Trading Asset Securities,-,0.24,-,3.64,-,-,4.77,3.53,-,-,Upgrade
3,Cash & Short-Term Investments,3817,3921,4072,5915,7554,8690,8414,7422,6354,5453,Upgrade
4,Cash Growth,-6.28%,-33.70%,-46.09%,-31.93%,-10.22%,17.08%,32.42%,36.11%,4.14%,-6.27%,Upgrade
5,Accounts Receivable,720.62,1066,1208,522.21,301.71,442.11,824.9,840.6,1541,1227,Upgrade
6,Other Receivables,828.61,930.34,373.57,693.73,924.83,665.83,395.76,749.64,520.27,588.29,Upgrade
7,Receivables,1568,2002,1622,1222,1233,1113,1226,1597,2069,1825,Upgrade
8,Inventory,12969,14166,14262,16967,16327,15783,14427,13958,13015,11961,Upgrade
9,Prepaid Expenses,241.51,145.44,199.82,217.93,283.01,188.12,259.8,184.67,165.13,138.24,Upgrade
10,Other Current Assets,997.83,1051,716.23,1483,1350,1738,2583,1110,717.75,667.76,Upgrade
11,Total Current Assets,19593,21287,20872,25804,26747,27512,26910,24272,22320,20045,Upgrade
12,"Property, Plant & Equipment",12938,12248,12111,12312,11409,12507,11858,12594,11781,11161,Upgrade
13,Long-Term Investments,4839,4789,4689,4801,4988,5519,4533,4033,3212,2522,Upgrade
14,Goodwill,68.4,68.4,68.4,68.4,68.4,68.4,68.4,68.4,68.4,68.4,Upgrade
15,Long-Term Deferred Tax Assets,183.59,177.43,285.93,215.79,167.56,177.2,195.52,249.09,168.19,93.65,Upgrade
16,Other Long-Term Assets,8671,8513,10498,9999,8660,8838,8228,8474,8246,7630,Upgrade
17,Total Assets,46938,47261,48791,53423,52269,54804,51997,49901,46026,41780,Upgrade
18,Accounts Payable,330.56,408.65,1049,1067,719.65,880.89,594.34,872.96,563.08,741.47,Upgrade
