,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,2458,3409,2874,4357,5222,4684,6436,6323,7042,5101,6614,Upgrade
1,Market Cap Growth,-21.74%,-21.74%,-44.97%,-7.00%,-18.86%,-25.92%,-8.60%,23.96%,6.47%,-34.03%,-25.21%,Upgrade
2,Enterprise Value,26968,27912,28184,31494,29809,28176,27474,27630,27475,24023,26101,Upgrade
3,Last Close Price,0.81,1.20,0.92,1.42,1.60,1.43,1.84,1.80,1.90,1.38,1.67,Upgrade
4,PE Ratio,-,-,-,-26.23,-,5.86,4.95,5.00,12.96,55.71,-,Upgrade
5,Forward PE,-,11.00,3.92,5.80,5.59,5.27,6.82,5.97,8.22,6.11,5.91,Upgrade
6,PS Ratio,0.25,0.38,0.28,0.44,0.81,0.81,1.09,1.06,1.18,0.94,0.89,Upgrade
7,PB Ratio,0.20,0.23,0.19,0.31,0.33,0.31,0.36,0.36,0.41,0.32,0.46,Upgrade
8,P/TBV Ratio,0.24,0.24,0.20,0.31,0.34,0.32,0.37,0.37,0.42,0.33,0.47,Upgrade
9,P/FCF Ratio,-,-,0.90,2.10,-,-,-,-,4.71,5.07,-3.98,Upgrade
10,P/OCF Ratio,-,-,0.80,1.33,-5.58,-,-,-,2.90,2.09,-26.05,Upgrade
11,PEG Ratio,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.50,0.40,Upgrade
12,EV/Sales Ratio,2.99,3.07,2.74,3.21,4.60,4.86,4.66,4.64,4.62,4.42,3.50,Upgrade
13,EV/EBITDA Ratio,32.05,26.17,19.02,25.15,41.02,23.14,22.87,24.28,21.45,25.53,17.24,Upgrade
14,EV/EBIT Ratio,56.08,39.54,25.56,34.84,-,31.29,31.44,34.79,29.41,37.64,21.99,Upgrade
15,EV/FCF Ratio,-,-,8.82,15.15,-,-,-,-,18.38,23.88,-15.69,Upgrade
16,Debt / Equity Ratio,1.91,1.91,1.89,2.08,2.09,2.10,1.78,1.66,1.66,1.68,1.68,Upgrade
17,Debt / FCF Ratio,-,-,8.80,14.07,-,-,-,-,18.94,26.26,-14.49,Upgrade
18,Return on Capital Employed (ROCE),2.24%,2.29%,3.54%,3.03%,-,2.73%,2.21%,2.14%,2.73%,2.06%,3.61%,Upgrade
19,Earnings Yield,-31.57%,-16.69%,15.09%,1.00%,7.32%,21.51%,23.42%,23.17%,10.55%,3.81%,7.02%,Upgrade
20,FCF Yield,-,111.20%,47.71%,-34.97%,-40.53%,-24.26%,3.40%,21.22%,19.72%,-25.15%,Upgrade,
21,Dividend Yield,13.58%,9.19%,15.15%,9.89%,8.74%,12.97%,9.89%,9.61%,9.11%,12.53%,10.34%,Upgrade
22,Buyback Yield / Dilution,-3.80%,-4.13%,-3.43%,-1.67%,-1.34%,-1.02%,-1.32%,-1.70%,-0.55%,-0.32%,-1.31%,Upgrade
23,Total Shareholder Return,9.78%,5.07%,11.72%,8.22%,7.40%,11.94%,8.57%,7.91%,8.56%,12.21%,9.02%,Upgrade
