,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,12,19,25,38,94,66,568,1420,1365,2070,3868,Upgrade
1,Market Cap Growth,-51.43%,-51.43%,-73.26%,-41.67%,-83.46%,-95.38%,-58.40%,-31.43%,-64.71%,-43.13%,102.70%,Upgrade
2,Enterprise Value,3104,4290,4504,8000,8785,9694,13853,14902,12463,11510,12226,Upgrade
3,Last Close Price,0.11,0.17,0.23,0.35,0.86,0.60,5.20,13.00,15.00,22.75,42.50,Upgrade
4,PS Ratio,0.01,0.01,0.02,0.07,0.06,0.05,-,0.45,-,0.93,-,Upgrade
5,PB Ratio,0.03,0.03,0.01,0.01,0.03,0.02,0.12,0.33,0.33,0.49,0.83,Upgrade
6,P/TBV Ratio,-,-,0.02,0.02,0.06,0.02,0.19,0.59,0.63,0.96,1.65,Upgrade
7,P/FCF Ratio,0.11,0.16,-,0.13,0.10,0.08,-,1.12,-,-,-,Upgrade
8,P/OCF Ratio,0.16,0.16,-,0.13,0.10,0.08,-,1.11,-,-,-,Upgrade
9,EV/Sales Ratio,2.07,2.86,3.74,15.27,5.43,7.73,-,4.67,-,5.15,-,Upgrade
10,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,-,455.03,-,Upgrade
11,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-,28774.73,-,Upgrade
12,EV/FCF Ratio,27.02,37.35,-,26.77,9.26,12.35,-,11.80,-,-,-,Upgrade
13,Debt / Equity Ratio,5.90,5.90,2.11,1.74,2.05,1.73,1.70,2.85,3.05,2.36,1.83,Upgrade
14,Debt / FCF Ratio,33.52,33.52,-,16.18,6.88,9.27,-,9.76,-,-,-,Upgrade
15,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,-,0.00%,-,Upgrade
16,Earnings Yield,-13498.66%,-9052.04%,-2394.16%,-1865.91%,-838.05%,-319.59%,-,-6.17%,-,-12.62%,-,Upgrade
17,FCF Yield,922.78%,618.81%,357.83%,781.82%,1010.71%,1198.44%,-,88.96%,-,-29.24%,-,Upgrade
18,Buyback Yield / Dilution,-,-,-,-,-9.81%,-,-9.28%,-,-10.63%,-,Upgrade,
19,Total Shareholder Return,-,-,-,-,-9.81%,-,-9.28%,-,-10.63%,-,Upgrade,
