,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,1463,2457,2560,1915,2364,3332,3796,4275,2769,2681,Upgrade
1,Short-Term Investments,10.15,13.09,15.66,19.46,1863,15.31,245.71,43.79,222.72,687.15,Upgrade
2,Trading Asset Securities,-,-,-,-,-,-,-,-,-,118.48,Upgrade
3,Cash & Short-Term Investments,1473,2470,2576,1935,4227,3347,4042,4319,2992,3487,Upgrade
4,Cash Growth,-42.80%,27.70%,-39.08%,-42.20%,4.59%,-22.50%,35.09%,23.85%,19.24%,-2.79%,Upgrade
5,Accounts Receivable,16.34,55.42,10.36,5,62.23,105.23,105.61,121.49,137.8,146.09,Upgrade
6,Other Receivables,56.37,60.84,72.25,54.94,220.32,83.21,269.89,817.59,281.56,147.14,Upgrade
7,Receivables,72.71,116.25,82.61,59.94,282.55,192.45,375.5,1011,436.59,310.12,Upgrade
8,Inventory,12196,12422,13432,12512,11367,10300,9048,8303,8749,5767,Upgrade
9,Prepaid Expenses,160.54,161.86,281.9,264.02,-,302.37,-,-,-,-,Upgrade
10,Other Current Assets,1947,3598,1943,1956,-,2312,870,12.08,-,-,Upgrade
11,Total Current Assets,15849,18769,18315,16728,15877,16454,14335,13645,12178,9564,Upgrade
12,"Property, Plant & Equipment",737.14,797.14,2203,2321,2131,2173,2178,2210,3534,3614,Upgrade
13,Long-Term Investments,2716,2799,2984,3184,5064,5055,5769,6708,7727,7332,Upgrade
14,Goodwill,-,-,-,-,-,-,-,-,0.57,0.57,Upgrade
15,Other Intangible Assets,12.03,16.04,20.05,24.52,29.08,33.64,38.14,42.7,48.25,52.92,Upgrade
16,Long-Term Accounts Receivable,-,-,-,-,14.85,122.59,171.94,251.94,327.92,382.25,Upgrade
17,Long-Term Deferred Tax Assets,154.68,194.44,148.33,148.33,121.84,95.76,91.95,76.63,209.95,222.01,Upgrade
18,Other Long-Term Assets,399.16,355.55,420.64,370.26,2384,2409,2447,2488,5247,5287,Upgrade
19,Total Assets,19868,22932,24091,22776,25621,26343,25032,25422,29273,26455,Upgrade
20,Accounts Payable,1292,1002,1031,871.34,187.05,646.42,336.44,472.16,1046,1187,Upgrade
21,Accrued Expenses,1002,914.26,973.24,965.54,576.54,520.61,583.84,513.73,1038,946.56,Upgrade
22,Current Portion of Long-Term Debt,3742,4255,8488,4519,5861,5233,1144,1436,3085,3013,Upgrade
23,Current Portion of Leases,3.1,5.6,8.99,11.73,13.17,13.4,7.96,13.33,27.67,26.49,Upgrade
24,Current Income Taxes Payable,282.44,156.22,142.19,147.85,146.56,158.78,150.67,169.57,492.95,791.85,Upgrade
25,Current Unearned Revenue,719.39,1218,1770,1610,3387,3407,2057,1459,477.92,512.78,Upgrade
26,Other Current Liabilities,1825,4335,2498,2252,964.01,934.66,676.13,570.05,710.37,742.06,Upgrade
27,Total Current Liabilities,8866,11885,14911,10378,11135,10914,4956,4634,6878,7219,Upgrade
28,Long-Term Debt,7798,7546,3227,2330,2234,2845,6544,7392,8532,6076,Upgrade
29,Long-Term Leases,2.41,0.65,2.06,6.28,11.3,16.82,8.33,11.27,45.38,52.34,Upgrade
30,Long-Term Deferred Tax Liabilities,127.62,162.55,181.1,181.1,173.48,167.02,159.3,159.32,187.62,188.93,Upgrade
31,Total Liabilities,16794,19594,18322,12895,13553,13943,11668,12197,15643,13536,Upgrade
32,Common Stock,67.34,67.34,67.34,67.34,67.34,67.34,67.34,67.34,67.34,67.34,Upgrade
33,Additional Paid-In Capital,184.6,184.6,184.6,184.6,184.6,184.6,184.6,184.6,184.6,184.6,Upgrade
34,Retained Earnings,258.62,479.83,732.19,1073,3050,3231,4237,3939,3872,4064,Upgrade
