,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,2623,2626,2302,2946,3335,4627,4776,4079,3311,3126,3573,4562,5385,5093,5254,4685,4389,4738,4283,3674,4945,Upgrade
1,Market Cap Growth,-43.24%,-43.24%,-51.79%,-27.77%,0.73%,48.00%,33.67%,-10.59%,-38.51%,-38.63%,-31.99%,-2.63%,22.69%,7.49%,22.67%,27.51%,-11.23%,-9.01%,-15.65%,-36.64%,-9.65%,Upgrade
2,Enterprise Value,2807,2820,2508,3198,3587,4815,5002,4310,3542,3381,3594,4321,5144,5289,5177,4505,4209,4521,4104,3604,4874,Upgrade
3,Last Close Price,7.21,7.22,6.33,7.82,8.85,12.28,12.66,10.81,8.77,8.24,9.33,11.61,13.70,12.96,14.84,12.89,12.08,13.04,11.58,9.93,13.36,Upgrade
4,PE Ratio,-,-,42.21,33.65,-,61.51,59.92,197.68,-,22.05,21.29,17.72,17.72,14.67,14.23,15.89,9.86,11.20,10.00,7.19,13.87,Upgrade
5,Forward PE,24.86,12.84,10.05,9.90,11.04,13.83,14.86,16.57,14.44,12.50,11.13,11.20,13.40,12.47,14.43,12.09,10.85,11.49,9.86,8.15,11.01,Upgrade
6,PS Ratio,0.86,0.87,0.77,0.98,1.14,1.70,1.84,1.68,1.38,1.28,1.47,1.86,2.28,2.23,2.34,2.24,2.24,2.28,1.98,1.53,1.89,Upgrade
7,PB Ratio,0.92,0.86,0.75,0.95,1.09,1.50,1.57,1.37,1.16,1.08,1.24,1.56,1.84,1.78,2.25,1.98,1.95,2.16,1.95,1.70,2.52,Upgrade
8,P/TBV Ratio,1.27,1.27,1.09,1.36,1.58,2.29,2.41,2.13,1.81,1.69,1.93,2.39,2.82,2.69,3.84,3.33,3.35,3.90,3.54,3.23,7.95,Upgrade
9,P/FCF Ratio,9.61,9.62,8.63,8.19,8.71,12.74,11.70,15.13,17.08,12.19,-,30.89,32.40,-,30.12,27.70,29.65,31.21,25.29,12.33,14.21,Upgrade
10,P/OCF Ratio,7.23,7.23,6.30,6.43,6.95,10.22,9.56,10.88,10.54,8.02,13.72,16.88,17.94,22.63,18.64,17.25,20.37,19.29,15.90,9.40,11.24,Upgrade
11,EV/Sales Ratio,0.94,0.94,0.84,1.07,1.23,1.77,1.93,1.77,1.48,1.39,1.48,1.76,2.18,2.31,2.30,2.16,2.14,2.18,1.90,1.50,1.87,Upgrade
12,EV/EBITDA Ratio,6.47,11.55,8.26,9.41,10.65,19.84,26.17,28.98,-,17.15,14.00,13.88,14.07,13.81,11.44,11.85,14.44,16.14,16.73,9.12,9.66,Upgrade
13,EV/EBIT Ratio,13.97,14.03,9.74,10.94,12.53,25.48,35.95,44.42,-,22.69,17.29,16.31,16.06,15.68,12.76,13.55,17.45,19.75,21.11,10.55,10.80,Upgrade
14,EV/FCF Ratio,10.29,10.33,9.41,8.89,9.37,13.26,12.26,15.99,18.27,13.18,-,29.26,30.95,-,29.68,26.64,28.43,29.78,24.24,12.09,14.01,Upgrade
