,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,472.77,373.61,430.83,485.37,538.37,478.37,421.51,424.8,400.7,459.06,Upgrade
1,Cash & Short-Term Investments,472.77,373.61,430.83,485.37,538.37,478.37,421.51,424.8,400.7,459.06,Upgrade
2,Cash Growth,9.74%,-23.03%,-19.98%,1.46%,27.73%,12.61%,5.19%,-7.46%,-11.43%,3.86%,Upgrade
3,Accounts Receivable,195.43,261.39,167.59,154.93,135.62,145.2,160.68,139.57,157.19,136.97,Upgrade
4,Other Receivables,1.91,3.68,3.15,3.82,3.53,35.4,10.33,11.19,11.69,9.42,Upgrade
5,Receivables,197.33,265.08,170.74,158.75,139.15,180.6,171.01,150.76,168.88,146.39,Upgrade
6,Inventory,90.24,99.78,125.48,94.63,57.83,47.6,67.92,61.42,104.26,84.12,Upgrade
7,Prepaid Expenses,-,0.02,-,-,-,0,-,-,0.06,0.07,Upgrade
8,Other Current Assets,3.89,11.96,23.52,13.17,9.62,7.34,88.74,94.5,17.75,18.58,Upgrade
9,Total Current Assets,764.24,750.45,750.57,751.92,744.98,713.92,749.18,731.49,691.65,708.21,Upgrade
10,"Property, Plant & Equipment",112.9,115.1,114.65,117.22,131.11,138.09,151.47,153.77,166.45,179.2,Upgrade
11,Long-Term Investments,28.49,29.66,41.01,43.33,51.21,51.36,52.7,56.78,121.71,128.91,Upgrade
12,Other Intangible Assets,31.19,30.72,31.18,31.64,32.11,32.57,41.7,33.5,43.55,45.01,Upgrade
13,Long-Term Deferred Charges,2.65,1.97,2.27,2.64,2.64,1.11,1.27,1.42,-,-,Upgrade
14,Other Long-Term Assets,63.79,67.87,68.41,71.23,65.46,67.5,65.36,74.19,72.54,70.58,Upgrade
15,Total Assets,1003,995.77,1008,1018,1028,1005,1062,1051,1096,1132,Upgrade
16,Accounts Payable,44.97,27.96,47.15,32.22,17.8,21.39,31.89,24.37,43.41,50.13,Upgrade
17,Accrued Expenses,14.9,14.55,19.91,22.07,16.86,20.4,19.1,22.48,19.66,24.87,Upgrade
18,Current Portion of Long-Term Debt,0.46,0.47,0.47,0.45,0.42,0.43,-,-,-,-,Upgrade
19,Current Income Taxes Payable,-,-,-,-,4.18,0,1.36,1.36,1.36,1.36,Upgrade
20,Current Unearned Revenue,1.87,0.82,4.17,3.83,5.25,3.9,3.57,2.9,4.27,4.16,Upgrade
