,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,18528,9914,12594,7519,24956,24956,58863,124596,133600,151021,207237,Upgrade
1,Market Cap Growth,31.84%,31.84%,-49.53%,-69.87%,-57.60%,-79.97%,-55.94%,-17.50%,-35.53%,-11.41%,84.45%,Upgrade
2,Enterprise Value,329341,331687,368033,362824,453697,362140,396048,426402,431471,456388,452264,Upgrade
3,Last Close Price,1.88,1.15,1.50,1.38,4.58,4.58,11.78,24.25,26.07,29.15,40.08,Upgrade
4,PE Ratio,-,-,-1.43,-,-,-,-,2.82,3.16,5.16,7.12,Upgrade
5,Forward PE,-,-,-,-,0.78,0.78,1.44,2.94,3.29,4.23,5.79,Upgrade
6,PS Ratio,0.10,0.07,0.07,0.07,0.23,0.14,0.24,0.42,0.49,0.81,1.09,Upgrade
7,PB Ratio,0.31,0.14,0.14,0.10,0.26,0.20,0.38,0.50,0.63,1.03,1.62,Upgrade
8,P/TBV Ratio,0.20,0.20,0.19,0.18,0.41,0.34,0.62,0.87,0.97,1.55,2.37,Upgrade
9,P/FCF Ratio,-,-,-,-,-,-0.61,-,2.27,1.96,-13.91,-,Upgrade
10,P/OCF Ratio,-,-1.33,-,-,1.06,-0.68,-,1.64,1.53,20.80,-,Upgrade
11,PEG Ratio,-,-,-,-,-,-,-,0.85,0.63,0.28,0.21,Upgrade
12,EV/Sales Ratio,2.36,2.37,2.17,3.15,4.15,2.05,1.63,1.42,1.58,2.45,2.39,Upgrade
13,EV/EBITDA Ratio,18.55,-,17.44,-,-,-,-,9.76,10.52,15.19,14.03,Upgrade
14,EV/EBIT Ratio,23.10,-,21.18,-,-,-,-,10.46,11.17,16.23,14.68,Upgrade
15,EV/FCF Ratio,-41.11,-,-,-,-,-8.80,-,7.78,6.34,-42.04,-,Upgrade
16,Debt / Equity Ratio,4.20,4.20,3.32,4.66,3.46,2.80,2.59,1.46,1.71,2.40,2.83,Upgrade
17,Debt / FCF Ratio,-,-,-,-,-,-8.46,-,6.67,5.31,-32.44,-,Upgrade
18,Return on Capital Employed (ROCE),8.69%,-,7.94%,-,-,-,-,7.52%,7.66%,7.28%,8.10%,Upgrade
19,Earnings Yield,-43.84%,-81.93%,-69.71%,-348.84%,-125.34%,-323.94%,-79.79%,35.40%,31.68%,19.40%,14.05%,Upgrade
20,FCF Yield,-43.24%,-80.82%,-145.61%,-154.52%,76.91%,-164.81%,-106.78%,43.99%,50.93%,-7.19%,4.69%,Upgrade
21,Buyback Yield / Dilution,-31.45%,-55.36%,-7.54%,-0.56%,-15.10%,-15.63%,-1.08%,-0.69%,-4.96%,-4.30%,0.05%,Upgrade
22,Total Shareholder Return,-31.45%,-55.36%,-7.54%,-0.56%,-15.10%,-15.63%,-1.08%,-0.69%,-4.96%,-4.30%,0.05%,Upgrade
