,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,66319,53053,86797,109094,55760,79811,56283,51471,44932,44686,42182,50457,36175,21789,29974,14445,13182,13241,12641,12650,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,704.82,-,-,-,-,-,-,Upgrade
2,Trading Asset Securities,25415,17388,9385,9563,10612,13064,10431,20627,2442,1432,1591,5606,2.87,-,-,0.02,23.21,60.92,94.57,34.35,Upgrade
3,Cash & Short-Term Investments,91735,70441,96182,118657,66372,92876,66715,72098,47374,46118,43773,56063,36178,22494,29974,14445,13205,13302,12736,12684,Upgrade
4,Cash Growth,38.21%,-24.16%,44.17%,64.58%,40.10%,101.39%,52.41%,28.60%,30.95%,105.02%,46.03%,288.11%,173.97%,69.10%,135.35%,13.88%,20.16%,19.43%,-8.57%,-2.82%,Upgrade
5,Accounts Receivable,110050,80502,70406,70091,94938,65199,77416,65276,59741,56527,60711,54719,56306,55677,54130,56676,52524,57686,51726,58990,Upgrade
6,Other Receivables,13275,12404,11022,10266,2572,2011,1772,2963,2330,1453,1317,1411,1062,1081,1021,1051,1245,1283,1110,1561,Upgrade
7,Receivables,123526,94666,81428,80358,97509,67210,79187,68238,62071,57981,62028,56130,57367,56758,55151,57726,53769,58969,52836,60551,Upgrade
8,Inventory,124359,112753,98779,87677,92712,86900,88279,79107,73435,57235,53433,43355,40699,39686,35814,31396,32893,27794,26829,25572,Upgrade
9,Other Current Assets,22479,20571,16505,15430,18540,19021,22581,21360,33444,21235,14971,10562,11089,10234,12741,8037,7908,8784,9127,8159,Upgrade
10,Total Current Assets,362099,298432,292894,302121,275133,266007,256762,240804,216324,182569,174205,166110,145334,129173,133680,111605,107775,108850,101528,106967,Upgrade
11,"Property, Plant & Equipment",290619,283475,281410,275309,253111,236183,207278,179640,142823,105905,91891,83072,70164,65776,62243,61642,61627,60943,61041,60849,Upgrade
12,Long-Term Investments,29849,27779,27456,25671,24813,24101,22808,22051,18518,13199,12511,11053,7729,7510,7273,7171,7078,6648,6831,6029,Upgrade
13,Goodwill,4428,4428,4428,4428,65.91,65.91,65.91,65.91,65.91,65.91,65.91,65.91,65.91,65.91,65.91,65.91,65.91,65.91,65.91,65.91,Upgrade
