,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,1203434,926827,740291,619192,629712,724909,778960,781186,736601,716097,1050911,761111,889457,801176,790682,526734,604309,351612,197591,156069,132236,Upgrade
1,Market Cap Growth,27.85%,27.85%,-4.96%,-20.74%,-14.51%,1.23%,-25.88%,2.64%,-17.19%,-10.62%,32.91%,44.50%,47.19%,127.86%,300.16%,237.50%,356.99%,164.69%,33.74%,-0.41%,-12.42%,Upgrade
2,Enterprise Value,1171315,905501,697651,552961,601060,666056,754423,736069,724164,710342,1043430,747000,908979,833419,826392,580671,667332,419555,274844,239746,214289,Upgrade
3,Last Close Price,385.80,283.80,232.00,198.59,211.20,238.38,246.27,225.25,188.79,190.55,307.78,219.87,261.22,238.10,227.51,161.43,198.92,118.84,58.59,39.60,37.99,Upgrade
4,PE Ratio,29.90,24.70,21.10,18.77,19.05,23.56,30.07,34.29,39.21,65.59,164.11,171.29,239.47,203.20,176.44,101.84,120.17,89.21,98.83,145.90,73.22,Upgrade
5,Forward PE,22.85,19.45,17.82,15.85,15.69,22.45,27.72,26.16,30.48,35.81,101.27,75.86,93.92,131.47,146.26,71.85,66.58,63.70,47.85,78.06,45.10,Upgrade
6,PS Ratio,1.48,1.23,1.07,0.94,0.95,1.17,1.35,1.43,1.54,1.92,3.25,2.55,3.35,3.37,3.52,2.50,3.25,2.22,1.43,1.22,0.93,Upgrade
7,PB Ratio,6.52,4.96,4.46,3.69,3.80,4.79,5.53,5.42,5.37,5.77,8.44,5.85,6.95,7.27,7.36,4.99,7.89,4.54,2.68,2.27,1.89,Upgrade
8,P/TBV Ratio,7.35,7.35,6.75,5.62,5.88,6.88,8.10,7.78,7.43,8.15,11.38,7.71,9.30,9.84,9.93,6.76,11.31,6.44,3.76,3.24,2.68,Upgrade
9,P/FCF Ratio,28.20,22.32,-,-,12.00,-,13.77,-,15.02,14.84,24.98,-,25.77,26.23,27.57,-,15.14,12.24,10.66,-343.14,-20.08,Upgrade
10,P/OCF Ratio,6.53,6.53,6.76,3.45,3.37,4.57,4.01,4.77,4.63,5.21,9.06,7.97,11.07,13.65,16.63,10.94,11.21,7.79,5.57,7.40,8.02,Upgrade
11,PEG Ratio,0.84,1.05,1.02,0.48,0.43,0.60,0.78,0.64,0.34,0.41,2.33,1.86,10.45,20.01,-,8.41,1.29,2.07,4.18,-,-,Upgrade
12,EV/Sales Ratio,1.55,1.20,1.01,0.84,0.91,1.07,1.31,1.35,1.51,1.90,3.23,2.50,3.43,3.51,3.67,2.75,3.59,2.65,1.99,1.87,1.50,Upgrade
