,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,3484,3613,3396,3138,3989,4537,3366,2835,1791,1656
1,Revenue Growth (YoY),2.58%,15.17%,-14.86%,-30.85%,18.48%,60.07%,88.00%,71.17%,52.87%,-
2,Cost of Revenue,2595,2793,2549,2660,2862,3111,2302,2023,1326,1170
3,Gross Profit,888.42,820.35,847.51,477.8,1127,1427,1064,811.05,464.65,485.57
4,"Selling, General & Admin",320.41,343.74,353.38,418.01,425.14,479.66,338.26,345.39,185.37,230.59
5,Other Operating Expenses,-4.46,-51.47,-16.99,-1876,1807,-74.35,-1.31,-14.57,-6.12,-18.02
6,Operating Expenses,1229,1013,369.71,51.88,2232,577.5,336.96,330.82,179.25,212.56
7,Operating Income,-340.84,-192.21,477.79,425.92,-1106,849.09,727.43,480.23,285.4,273
8,Interest Expense,-3.23,-3.34,-3.42,-3.15,-2.87,-4.99,-2.03,-1.06,-1.03,-1
9,Interest & Investment Income,30.11,32.87,56.52,54.73,61.01,52.04,102.76,13.07,20.2,0.91
10,Earnings From Equity Investments,-2.85,2.2,3.12,7.04,4.41,4.01,6.49,6.06,2.51,0.85
11,Currency Exchange Gain (Loss),2,-2.7,3.33,3.26,4.59,-18.62,-7.79,-8.95,4.85,-0
12,Other Non Operating Income (Expenses),-223.26,-119.35,-6.84,-32.61,-,-26.96,-,-,-,-
13,EBT Excluding Unusual Items,-538.07,-282.53,530.5,455.17,-1038,854.57,826.86,489.35,311.93,273.76
14,Impairment of Goodwill,-,-479.34,-,-,-,-,-,-,-,-
15,Gain (Loss) on Sale of Investments,-101.3,-41.62,-49.41,-68.7,6.4,68.22,35.32,11.81,3.72,5.02
16,Gain (Loss) on Sale of Assets,-0.69,-0.07,2.09,0.68,2.86,-,-,-,-,-
17,Asset Writedown,-6.16,-13.41,-1.44,1.03,-,-,-,-,-,-
18,Other Unusual Items,0.73,-8.22,-8.15,-,-,-,-,-,-,-
19,Pretax Income,-645.48,-825.19,473.59,388.18,-1029,922.79,862.18,501.17,315.65,278.78
20,Income Tax Expense,-185.13,-67.08,108.67,103.62,-282.28,220.65,205.83,130.31,64.87,62.51
21,Earnings From Continuing Operations,-460.35,-758.1,364.92,284.56,-746.95,702.14,656.35,370.85,250.78,216.27
22,Minority Interest in Earnings,-11.88,-16.89,-25,-15.66,-3.84,-57.79,-24.38,-12.19,-12.65,-
23,Net Income,-472.23,-774.99,339.93,268.89,-750.8,644.35,631.98,358.67,238.13,216.27
24,Net Income to Common,-472.23,-774.99,339.93,268.89,-750.8,644.35,631.98,358.67,238.13,216.27
25,Net Income Growth,-,-,-,-58.27%,-,79.65%,165.39%,65.84%,344.07%,-
26,Shares Outstanding (Basic),3057,3057,3057,3057,3073,3093,3104,2482,2310,2310
27,Shares Outstanding (Diluted),3057,3057,3057,3057,3073,3093,3104,2482,2310,2310
28,Shares Change (YoY),-,0.00%,-0.53%,-1.18%,-0.98%,24.64%,34.35%,7.43%,-,-
29,EPS (Basic),-0.15,-0.25,0.11,0.09,-0.24,0.21,0.20,0.14,0.10,0.09
30,EPS (Diluted),-0.15,-0.25,0.11,0.08,-0.24,0.21,0.20,0.14,0.10,0.09
31,EPS Growth,-,-,-,-61.18%,-,44.13%,100.00%,54.37%,330.77%,-
32,Free Cash Flow,-516.8,842.12,-69.05,548.51,-1069,-609.68,76.61,1012,-29.03,697.1
33,Free Cash Flow Per Share,-0.17,0.28,-0.02,0.18,-0.35,-0.20,0.02,0.41,-0.01,0.30
34,Dividend Per Share,-,0.143,-,-,-,-,-,-,-,-
35,Operating Margin,-9.78%,-5.32%,14.07%,13.57%,-27.72%,18.71%,21.61%,16.94%,15.94%,16.49%
36,Profit Margin,-13.56%,-21.45%,10.01%,8.57%,-18.82%,14.20%,18.77%,12.65%,13.30%,13.06%
37,Free Cash Flow Margin,-14.83%,23.30%,-2.03%,17.48%,-26.81%,-13.44%,2.28%,35.72%,-1.62%,42.09%
38,EBITDA,-296.09,-146.25,567.89,431.8,-1020,866.82,784.23,494.96,316.73,279.58
39,D&A For EBITDA,44.75,45.96,90.1,5.89,85.96,17.74,56.8,14.73,31.32,6.58
40,EBIT,-340.84,-192.21,477.79,425.92,-1106,849.09,727.43,480.23,285.4,273
