,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,68,68,135,198,227,164,174,246,294,193,193,Upgrade
1,Market Cap Growth,-65.85%,-65.85%,-40.43%,20.59%,30.56%,-33.33%,-40.98%,27.50%,52.50%,-35.48%,-62.62%,Upgrade
2,Enterprise Value,66,67,62,124,147,88,88,169,210,96,46,Upgrade
3,Last Close Price,0.01,0.01,0.03,0.04,0.05,0.03,0.04,0.05,0.06,0.04,0.04,Upgrade
4,PS Ratio,1.53,1.53,3.16,4.82,5.35,3.90,4.12,5.45,5.73,2.73,1.85,Upgrade
5,PB Ratio,0.10,0.10,0.19,0.26,0.29,0.21,0.21,0.30,0.35,0.22,0.22,Upgrade
6,P/TBV Ratio,0.10,0.10,0.19,0.26,0.29,0.21,0.21,0.30,0.35,0.22,0.22,Upgrade
7,P/FCF Ratio,-,-,-,-,-,-,-,-,-,-18.87,-,Upgrade
8,P/OCF Ratio,-,-,-,-,-,-,-,-,-,-19.68,-,Upgrade
9,EV/Sales Ratio,1.50,1.52,1.45,3.02,3.48,2.10,2.09,3.76,4.08,1.36,0.44,Upgrade
10,EV/FCF Ratio,-3.09,-,-,-,-,-,-,-,-,-9.40,-,Upgrade
11,Debt / Equity Ratio,0.07,0.07,0.07,-,0.00,-,-,-,0.00,0.00,0.00,Upgrade
12,Debt / FCF Ratio,-,-,-,-,-,-,-,-,-,-0.05,-,Upgrade
13,Earnings Yield,-95.74%,-95.74%,-47.93%,-22.73%,-17.56%,-16.80%,-15.88%,-11.61%,-8.12%,-28.38%,-40.22%,Upgrade
14,FCF Yield,-31.75%,-31.75%,-18.10%,-10.93%,-6.10%,-9.06%,-10.75%,-7.42%,-2.59%,-5.30%,-7.71%,Upgrade
