,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q3 2021,Q2 2021,Q1 2021,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Revenue,39291,409725,659297,341423,61214,502039,461913,33452,91112,417712,428726,76675,247400,393546,93649,258463,329017,57643,7734,186488,Upgrade
1,Revenue Growth (YoY),-35.81%,-18.39%,42.73%,920.62%,-32.81%,20.19%,7.74%,-56.37%,-63.17%,6.14%,357.80%,-70.33%,-24.81%,582.73%,1110.90%,38.60%,-4.17%,-46.47%,-79.05%,-7.11%,Upgrade
2,Cost of Revenue,11753,323573,494633,251646,33499,392919,328968,12010,78061,302509,299653,52194,193930,270365,73499,208297,229421,38665,-3761,137374,Upgrade
3,Gross Profit,27538,86152,164664,89776,27714,109120,132944,21442,13051,115203,129074,24481,53470,123182,20151,50166,99596,18978,11495,49114,Upgrade
4,"Selling, General & Admin",15307,67733,114456,63123,13941,83889,92975,19954,-8532,92545,99832,23302,42717,80674,17199,30125,61267,16612,7124,37049,Upgrade
5,Operating Expenses,15307,67733,114456,63123,13941,83889,92975,19954,-8532,92545,99832,23302,42717,80674,17199,30125,61267,16612,7124,37049,Upgrade
6,Operating Income,12231,18419,50207,26653,13773,25231,39969,1489,21582,22657,29242,1179,10753,42507,2952,20041,38329,2365,4371,12064,Upgrade
7,Interest Expense,-472.6,-905.37,-617.56,-446.8,-391.02,-65.85,-13.18,-,-,-43.44,-111.56,-161.05,-680.04,-582.32,-737.57,-614.05,-1366,-1356,-782.14,-723.94,Upgrade
8,Interest & Investment Income,5521,9042,4927,2570,8072,3427,2596,952.74,5691,877.53,1267,667.89,1218,1719,748.75,252.16,975.9,502.76,1753,1127,Upgrade
9,Earnings From Equity Investments,-247.13,861.81,-582.69,5.28,66.65,427.18,-425.7,577.45,-255.07,402.17,-65.65,595.39,426.27,414.78,579.6,-710.95,550.37,361.33,169.81,-439.59,Upgrade
10,Other Non Operating Income (Expenses),87.44,-274.04,-6271,-3137,-1749,-25.84,-3239,810.76,-3418,2151,10856,21.42,-57.45,-5127,7.09,-251.21,-5726,-298.15,-777.88,-193.48,Upgrade
11,EBT Excluding Unusual Items,17120,27143,47663,25644,19771,28993,38887,3830,23600,26045,41188,2302,11660,38932,3550,18717,32763,1575,4734,11834,Upgrade
12,Pretax Income,17120,27143,47663,25644,19771,28993,38887,3830,23600,26045,41188,2302,11660,38932,3550,18717,32763,1575,4734,11834,Upgrade
13,Income Tax Expense,3168,6164,9785,5234,3834,5817,7981,726.58,3653,5149,9218,431.01,2344,7971,681.06,4760,6522,456.1,1043,2419,Upgrade
14,Earnings From Continuing Operations,13952,20980,37878,20410,15938,23176,30906,3103,19947,20896,31970,1871,9316,30961,2869,13957,26241,1119,3690,9415,Upgrade
15,Minority Interest in Earnings,-1220,391.02,135.04,131.29,-786.96,157.9,188.82,128.23,-444.48,25.81,111.4,38.37,-15.71,-0.39,-21.42,-57.05,-12.33,80.27,-91.08,1.65,Upgrade
16,Net Income,12732,21371,38013,20541,15151,23334,31095,3231,19502,20922,32082,1910,9300,30960,2847,13900,26229,1199,3599,9416,Upgrade
17,Net Income to Common,12732,21371,38013,20541,15151,23334,31095,3231,19502,20922,32082,1910,9300,30960,2847,13900,26229,1199,3599,9416,Upgrade
18,Net Income Growth,-15.96%,-8.41%,22.25%,535.73%,-22.31%,11.53%,-3.08%,69.20%,109.69%,-32.42%,1026.69%,-86.26%,-64.54%,2481.27%,-20.89%,47.62%,-12.39%,-49.86%,88.94%,-13.44%,Upgrade
19,Shares Outstanding (Basic),15,15,15,15,15,15,15,15,25,15,15,15,15,15,15,15,15,16,15,15,Upgrade
20,Shares Outstanding (Diluted),15,15,15,15,15,15,15,15,25,15,15,15,15,15,15,15,15,16,15,15,Upgrade
21,Shares Change (YoY),-0.03%,0.01%,0.01%,-0.20%,-39.21%,-0.01%,0.01%,-0.06%,64.49%,-0.01%,0.61%,0.28%,0.03%,-6.20%,1.90%,0.00%,-0.02%,6.96%,-2.46%,-0.07%,Upgrade
22,EPS (Basic),849.00,1425.00,2534.00,1369.50,1010.00,1556.00,2073.00,215.00,790.36,1395.00,2139.00,127.00,620.00,2064.00,191.00,927.00,1749.00,75.00,246.00,628.00,Upgrade
