,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q3 2021,Q2 2021,Q1 2021,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Cash & Equivalents,435968,133451,41343,-,222438,-,101631,119038,193454,229520,151612,59257,251119,168250,93774,145189,19024,17874,68289,101436,Upgrade
1,Short-Term Investments,30188,94610,104610,-,208303,-,5.96,5.96,5.96,20.99,20.99,27.78,18.65,18.65,14.73,17.19,17.19,20013,20013,17.08,Upgrade
2,Cash & Short-Term Investments,466157,228061,145954,430741,430741,-,101637,119044,193460,229541,151633,59285,251138,168269,93788,145206,19041,37887,88302,101453,Upgrade
3,Cash Growth,8.22%,-,43.60%,261.83%,122.65%,-,-32.97%,100.80%,-22.97%,36.41%,61.68%,-59.17%,1218.90%,344.13%,6.21%,43.13%,5.31%,355.82%,63.94%,112.11%,Upgrade
4,Accounts Receivable,12640,396512,385462,-,8055,-,286208,43857,52800,434425,289143,58334,289099,261441,56781,225541,228070,46393,32614,145880,Upgrade
5,Other Receivables,4198,9117,4486,-,2800,-,3884,3429,6641,8838,13555,17070,8346,9068,7388,7243,7480,7117,6919,7954,Upgrade
6,Receivables,16837,405628,389948,-,10855,-,290092,47286,59441,443263,302699,75404,297445,270509,64168,232784,235550,53510,39533,153833,Upgrade
7,Inventory,98762,147618,270860,-,95035,-,229666,257591,170625,158859,278528,307382,154862,153803,210976,118765,199195,285941,197100,122229,Upgrade
8,Prepaid Expenses,4544,3770,6733,-,5932,-,12394,20200,13990,3242,14127,9963,3662,10097,16399,7567,18667,39420,34406,7531,Upgrade
9,Other Current Assets,10944,12332,11038,-,20841,-,8372,12068,26099,16086,16003,11978,20095,12298,11622,6218,7611,10926,12356,3647,Upgrade
10,Total Current Assets,597245,797410,824533,-,563404,-,642161,456189,463615,850991,762990,464012,727201,614977,396954,510540,480064,427684,371697,388694,Upgrade
11,"Property, Plant & Equipment",5923,6336,5139,-,3815,-,4282,4561,4654,4809,2334,2478,22.37,76.57,432.04,932.51,1299,1666,2036,2237,Upgrade
