,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020","Sep '19 Sep 30, 2019",+2 Quarters
0,Market Capitalization,1681,1574,1707,1494,1334,582,667,787,607,558,656,Upgrade
1,Market Cap Growth,5.36%,5.36%,28.00%,156.88%,100.00%,-26.10%,9.89%,41.05%,-7.46%,-30.49%,-22.09%,Upgrade
2,Enterprise Value,1657,1474,1568,1327,1128,401,444,530,419,338,392,Upgrade
3,Last Close Price,0.63,0.59,0.64,0.56,0.50,0.22,0.25,0.29,0.31,0.28,0.34,Upgrade
4,PE Ratio,128.57,118.90,-,86.19,87.81,26.81,31.36,156.83,-,-,-,Upgrade
5,PS Ratio,7.68,7.20,8.68,8.07,8.19,4.32,5.93,13.29,40.17,37.52,32.63,Upgrade
6,PB Ratio,1.55,1.45,1.58,1.36,1.22,0.52,0.59,0.70,0.67,0.61,0.72,Upgrade
7,P/TBV Ratio,1.46,1.46,1.59,1.37,1.23,0.53,0.60,0.71,0.67,0.61,0.72,Upgrade
8,P/FCF Ratio,-,-,-,-,-,-36.16,-,-,-,-,-,Upgrade
9,P/OCF Ratio,-,-,-,-,-,-36.58,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,7.58,6.74,7.98,7.17,6.93,2.98,3.95,8.96,27.73,22.73,19.49,Upgrade
11,EV/EBITDA Ratio,38.15,32.06,44.12,35.23,24.17,10.28,11.37,20.23,157.43,-1887.94,-,Upgrade
12,EV/EBIT Ratio,43.48,35.45,50.14,39.49,26.79,11.81,13.92,29.62,-,-,-,Upgrade
13,EV/FCF Ratio,-13.44,-,-,-,-,-24.95,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,0.11,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Upgrade
15,Debt / FCF Ratio,-,-,-,-,-,-0.06,-,-,-,-,-,Upgrade
16,Return on Capital Employed (ROCE),3.17%,3.46%,2.89%,3.06%,3.85%,2.68%,2.51%,1.39%,-,-,-,Upgrade
17,Earnings Yield,0.79%,0.84%,0.71%,1.16%,1.14%,3.73%,3.19%,0.64%,-1.83%,-4.84%,-3.37%,Upgrade
18,FCF Yield,-7.34%,-7.84%,-3.84%,-4.19%,-0.40%,-2.77%,-12.13%,-5.01%,-5.45%,-12.29%,-9.78%,Upgrade
19,Buyback Yield / Dilution,-,-,-,-,-,-36.27%,-36.27%,-,-,-,Upgrade,
20,Total Shareholder Return,-,-,-,-,-,-36.27%,-36.27%,-,-,-,Upgrade,
