,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,236,389,361,333,290,97,303,550,447,502,534,Upgrade
1,Market Cap Growth,16.91%,16.91%,24.47%,242.86%,-4.41%,-82.38%,-32.13%,9.54%,-16.41%,-14.84%,-27.16%,Upgrade
2,Enterprise Value,-34,116,-29,282,512,450,329,211,268,345,270,Upgrade
3,Last Close Price,1.93,2.35,2.18,2.01,1.75,1.19,3.80,6.91,5.01,5.64,6.00,Upgrade
4,PE Ratio,-,-2.07,-,-,-,-,-,7.32,8.27,100.46,-,Upgrade
5,PS Ratio,0.61,0.80,0.60,0.42,0.32,0.10,0.22,0.34,0.29,0.42,0.59,Upgrade
6,PB Ratio,0.39,0.64,0.59,0.42,0.24,0.08,0.23,0.38,0.31,0.41,0.44,Upgrade
7,P/TBV Ratio,0.65,0.65,0.59,0.42,0.35,0.13,0.37,0.56,0.44,0.56,0.60,Upgrade
8,P/FCF Ratio,-,-5.18,-,3.11,21.27,-,-,-,-,-68.26,-,Upgrade
9,P/OCF Ratio,-,-5.49,-,2.63,6.73,-1.21,-,-,5.00,8.20,-,Upgrade
10,EV/Sales Ratio,0.24,0.24,-,0.35,0.57,0.46,0.24,0.13,0.17,0.29,0.30,Upgrade
11,EV/EBITDA Ratio,-,-0.72,-,-11.41,-,-4.20,-,2.05,-,3.26,8.20,Upgrade
12,EV/EBIT Ratio,-,-0.72,-,-7.50,-,-2.88,-,5.12,-,6.39,-,Upgrade
13,EV/FCF Ratio,0.46,-1.54,-,2.63,37.62,-,-,-,-,-46.88,-,Upgrade
14,Debt / Equity Ratio,0.01,0.01,0.01,0.02,0.19,0.25,0.27,0.17,0.15,0.15,0.10,Upgrade
15,Debt / FCF Ratio,-,-0.05,-,0.18,16.18,-,-,-,-,-25.58,-,Upgrade
16,Return on Capital Employed (ROCE),-,-26.44%,-,-4.62%,-,-11.36%,-,2.46%,-,3.93%,-,Upgrade
17,Earnings Yield,-79.78%,-48.42%,-91.40%,-67.81%,-38.66%,-215.88%,-59.01%,13.66%,12.09%,1.00%,33.99%,Upgrade
18,FCF Yield,-31.84%,-19.31%,1.07%,32.17%,4.70%,-137.88%,-112.65%,-52.73%,-12.84%,-1.47%,-18.59%,Upgrade
19,Dividend Yield,93.26%,38.25%,-,-,-,-,-,-,-,-,-,Upgrade
20,Buyback Yield / Dilution,-143.18%,-117.69%,-163.18%,-37.81%,-79.40%,-2.18%,-0.04%,-0.01%,-0.01%,-0.01%,-0.01%,Upgrade
21,Total Shareholder Return,-49.92%,-79.44%,-163.18%,-37.81%,-79.40%,-2.18%,-0.04%,-0.01%,-0.01%,-0.01%,-0.01%,Upgrade
