,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,268.43,348.05,492.48,368.82,577.59,848.65,637.45,683.3,688.06,695.89,Upgrade
1,Short-Term Investments,59.7,54.93,70.23,49.75,22.26,27.2,20.8,7.66,9.19,19.93,Upgrade
2,Trading Asset Securities,180.72,224.8,369.96,390.31,496.4,725.25,3953,4413,2335,2132,Upgrade
3,Accounts Receivable,99.34,165.05,530.31,670.39,819.74,440.87,756.36,562.06,131.33,139.91,Upgrade
4,Other Receivables,539.98,299.74,255.06,343.89,283.97,1131,1598,1425,526.86,349.79,Upgrade
5,"Property, Plant & Equipment",25.41,141.86,144.07,153.54,161.98,172.59,178.72,194.4,207.57,276.93,Upgrade
6,Other Intangible Assets,14.86,15.11,15.36,15.61,9.62,9.87,8.62,8.87,3.91,3.91,Upgrade
7,Investments in Debt & Equity Securities,1632,2002,2863,3288,3336,2784,3678,3542,3472,3007,Upgrade
8,Other Current Assets,2.8,51.88,1.38,9.66,5.44,1.78,46.1,9.56,3.3,0.89,Upgrade
9,Other Long-Term Assets,533.17,584.99,538.43,463.67,171.15,167.25,1171,56.37,57.28,213.48,Upgrade
10,Total Assets,3357,3888,5280,5754,5884,6309,12048,10903,7435,6840,Upgrade
11,Accounts Payable,80.18,59.55,70.18,54.64,24.05,65.49,20.24,8.68,8.68,22.47,Upgrade
12,Short-Term Debt,68.49,61.3,233.24,395.05,420.9,471.95,665.94,508.35,603.81,566.37,Upgrade
13,Current Portion of Leases,6.7,6.67,4.04,6.17,5.22,6.62,3.97,8,11.05,10.52,Upgrade
14,Other Current Liabilities,21.48,23.49,7.56,17.78,16.43,18.72,15.19,23.51,19.83,32.83,Upgrade
15,Long-Term Leases,4.99,5.32,-,1.31,1.63,4.02,0.77,2.06,-,6.34,Upgrade
16,Long-Term Deferred Tax Liabilities,-,-,-,-,0.28,-,374.71,408.71,65.1,25.53,Upgrade
17,Total Liabilities,182.9,157.35,316.2,475.82,469.88,568.18,1097,965.38,713.12,665.72,Upgrade
18,Common Stock,309.21,305.46,305.46,305.46,305.46,305.46,305.68,305.68,305.68,290.59,Upgrade
19,Additional Paid-In Capital,5937,5877,5877,5877,5877,5877,5879,5879,5879,5682,Upgrade
20,Retained Earnings,-394.7,-304.24,-220.88,-134.81,-100.11,-29.17,4290,3380,948.01,918.88,Upgrade
21,Comprehensive Income & Other,-2677,-2147,-997.06,-768.93,-667.6,-412.04,476.72,371.2,-415.27,-721.73,Upgrade
22,Total Common Equity,3174,3731,4964,5278,5414,5741,10951,9935,6717,6170,Upgrade
23,Minority Interest,-,-,-,-,-,-,-,1.81,5.02,4.37,Upgrade
24,Shareholders' Equity,3174,3731,4964,5278,5414,5741,10951,9937,6722,6174,Upgrade
25,Total Liabilities & Equity,3357,3888,5280,5754,5884,6309,12048,10903,7435,6840,Upgrade
26,Total Debt,80.18,73.29,237.28,402.54,427.75,482.6,670.69,518.41,614.85,583.23,Upgrade
27,Net Cash (Debt),428.67,554.49,695.39,406.34,668.48,1118,3940,4586,2418,2265,Upgrade
28,Net Cash Growth,-38.36%,36.46%,4.02%,-63.67%,-83.03%,-75.61%,62.97%,102.49%,19.19%,-32.02%,Upgrade
29,Net Cash Per Share,0.07,0.09,0.11,0.07,0.11,0.18,0.64,0.75,0.41,0.39,Upgrade
30,Filing Date Shares Outstanding,6184,6109,6109,6109,6109,6109,6114,6114,6114,5812,Upgrade
31,Total Common Shares Outstanding,6184,6109,6109,6109,6109,6109,6114,6114,6114,5812,Upgrade
32,Working Capital,973.06,992.43,1403,1358,1737,2611,6290,6546,3046,2705,Upgrade
33,Book Value Per Share,0.51,0.61,0.81,0.86,0.89,0.94,1.79,1.63,1.10,1.06,Upgrade
34,Tangible Book Value,3159,3716,4949,5263,5405,5731,10942,9926,6713,6166,Upgrade
35,Tangible Book Value Per Share,0.51,0.61,0.81,0.86,0.88,0.94,1.79,1.62,1.10,1.06,Upgrade
