,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,2968,754,1234,1375,1680,2902,3421,3179,3729,5869,5637,Upgrade
1,Market Cap Growth,-45.12%,-45.12%,-26.55%,-52.63%,-50.89%,-8.72%,-8.26%,-45.83%,-33.85%,3.05%,100.00%,Upgrade
2,Last Close Price,0.48,0.12,0.20,0.23,0.28,0.47,0.56,0.52,0.61,0.96,0.97,Upgrade
3,PE Ratio,-,-,-,-46.04,-,-,-,0.85,1.32,-,-,Upgrade
4,PS Ratio,-61.21,-61.21,23.85,25.09,197.19,-0.88,-1.04,0.97,1.07,61.24,-24.22,Upgrade
5,PB Ratio,0.94,0.24,0.33,0.28,0.32,0.54,0.60,0.29,0.38,0.87,0.91,Upgrade
6,P/FCF Ratio,-,-,3.58,6.07,3.76,2.45,6.86,-,-,-,-14.37,Upgrade
7,P/OCF Ratio,-,-,3.52,5.86,3.69,2.44,6.85,-,-,-,-14.43,Upgrade
8,Debt / Equity Ratio,0.03,0.03,0.02,0.05,0.08,0.08,0.08,0.06,0.05,0.09,0.09,Upgrade
9,Debt / FCF Ratio,-,-,0.21,1.05,0.90,0.36,0.97,-,-,-,-1.49,Upgrade
10,Earnings Yield,-7.01%,-27.56%,-6.85%,-2.17%,-4.83%,-140.76%,-91.95%,117.10%,75.61%,-2.81%,-6.39%,Upgrade
11,FCF Yield,-1.96%,-7.73%,27.92%,16.48%,26.62%,40.74%,14.58%,-30.46%,-20.76%,0.92%,-6.96%,Upgrade
12,Buyback Yield / Dilution,-0.54%,-1.09%,-,-,0.03%,0.07%,0.58%,-3.57%,-5.77%,-1.57%,-2.76%,Upgrade
13,Total Shareholder Return,-0.54%,-1.09%,-,-,0.03%,0.07%,0.58%,-3.57%,-5.77%,-1.57%,-2.76%,Upgrade
