,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+1 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+1 Quarters
0,Market Capitalization,2543,2520,2529,2556,2714,2448,2318,2660,2813,1611,1404,Upgrade
1,Market Cap Growth,-1.41%,-1.41%,-6.80%,4.41%,17.09%,-7.95%,-17.60%,65.08%,100.32%,-6.28%,-2.50%,Upgrade
2,Enterprise Value,2521,2337,2496,2301,2643,2349,2313,2699,2451,1576,1674,Upgrade
3,Last Close Price,5.65,5.40,5.22,5.07,5.19,4.49,4.05,4.48,4.62,2.49,2.09,Upgrade
4,PE Ratio,5.31,5.26,5.13,5.21,5.27,4.57,4.69,7.70,4.86,2.20,3.44,Upgrade
5,PS Ratio,0.30,0.30,0.30,0.31,0.35,0.33,0.33,0.40,0.44,0.25,0.25,Upgrade
6,PB Ratio,2.56,2.22,2.56,3.00,3.88,4.09,5.31,10.17,28.26,2.25,1.96,Upgrade
7,P/TBV Ratio,3.37,3.37,3.75,4.76,7.11,9.61,25.26,-,-,3.22,3.01,Upgrade
8,P/FCF Ratio,-,-,21.96,-,6.76,6.76,5.80,12.98,5.34,1.92,3.39,Upgrade
9,P/OCF Ratio,-,-,17.32,-,6.17,6.36,5.59,11.88,5.15,1.88,3.21,Upgrade
10,EV/Sales Ratio,0.30,0.28,0.30,0.28,0.34,0.32,0.33,0.41,0.38,0.25,0.30,Upgrade
11,EV/EBITDA Ratio,4.31,3.94,4.25,3.42,3.87,4.48,4.42,22.74,-,1.72,3.06,Upgrade
12,EV/EBIT Ratio,4.51,4.12,4.45,3.56,4.01,4.69,4.62,29.71,-,1.81,3.34,Upgrade
13,EV/FCF Ratio,-,-,21.67,-,6.59,6.49,5.78,13.17,4.65,1.88,4.04,Upgrade
14,Debt / Equity Ratio,0.41,0.41,0.28,0.40,0.51,0.80,1.15,1.68,4.29,0.44,0.73,Upgrade
15,Debt / FCF Ratio,-,-,2.40,-,0.89,1.32,1.26,2.14,0.81,0.38,1.27,Upgrade
16,Return on Capital Employed (ROCE),38.34%,38.97%,52.03%,68.84%,62.06%,51.79%,60.80%,12.31%,-,109.52%,39.20%,Upgrade
17,Earnings Yield,18.83%,19.34%,19.81%,19.51%,19.27%,22.22%,21.70%,13.31%,20.87%,45.91%,29.36%,Upgrade
18,FCF Yield,-,4.55%,5.24%,14.78%,14.79%,17.26%,7.71%,18.73%,51.99%,29.53%,Upgrade,
19,Dividend Yield,7.75%,7.88%,8.40%,8.62%,8.83%,10.81%,11.11%,8.26%,9.74%,17.37%,13.03%,Upgrade
20,Total Shareholder Return,7.75%,7.88%,8.40%,8.62%,8.83%,10.81%,11.11%,8.26%,9.74%,17.37%,13.03%,Upgrade
