,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,1029,1341,1156,1163,1194,1125,955.53,732.72,603.16,502.37
1,Short-Term Investments,136,-,-,-,-,-,-,-,-,-
2,Trading Asset Securities,246.26,97.42,87.11,61.24,-,-,-,-,-,-
3,Cash & Short-Term Investments,1411,1438,1243,1225,1194,1125,955.53,732.72,603.16,502.37
4,Cash Growth,13.51%,17.46%,4.13%,8.83%,24.94%,53.56%,58.42%,45.85%,77.16%,130.24%
5,Accounts Receivable,110.73,150.53,196.09,192.95,168.48,194.74,112.01,88.47,50.67,49.33
6,Other Receivables,177.16,9.75,-,16.76,42.69,24.29,7.21,8.45,29.55,10.42
7,Receivables,421.09,284.86,201.95,222.49,215.2,219.02,121.12,98.82,80.22,59.74
8,Prepaid Expenses,153.72,156.38,-,145.31,230.43,80.3,53.31,38.59,26.32,6.2
9,Other Current Assets,24.32,7.84,317.09,17.44,36.27,28.68,25.91,6.94,85.23,81.4
10,Total Current Assets,2010,1887,1762,1610,1676,1453,1156,877.07,794.93,649.7
11,"Property, Plant & Equipment",82.93,86.57,70.45,68.84,72.18,81.32,50.24,53.14,57.32,57.82
12,Long-Term Investments,159.79,113.86,124.38,247.37,161.73,163.64,171.12,163.63,18.45,14
13,Other Intangible Assets,6.47,1.64,1.55,1.08,1.3,1.41,1.33,1.61,2.66,2.63
14,Long-Term Deferred Tax Assets,48.55,36.96,52.17,57.22,23.65,9.97,0.89,0.23,2.46,0.5
15,Other Long-Term Assets,4.59,142.31,217.8,103.59,99,5.64,5.56,2.53,2.32,2.18
16,Total Assets,2322,2287,2237,2105,2046,1729,1405,1105,887.02,728.74
17,Accounts Payable,-,-,7.05,-,-,-,3.8,-,0.91,-
18,Accrued Expenses,-,61.2,53.86,72.55,34,81.32,40.05,45.36,37.57,42.57
19,Current Portion of Leases,7.81,8.35,9.26,10.19,10.87,11.24,3.2,3.47,2.95,4.43
20,Current Income Taxes Payable,24.99,29.65,16.45,43.86,56.71,55.91,44.12,50.06,42.49,25.65
21,Current Unearned Revenue,106.52,72.97,71.23,127.06,57.7,82.49,39.76,39.89,38.99,24.77
22,Other Current Liabilities,165.63,18,3.34,21.02,60.91,10.9,7.51,9.44,4.25,4.77
23,Total Current Liabilities,304.94,190.16,161.18,274.68,220.19,241.86,138.43,148.22,127.16,102.19
24,Long-Term Leases,12.66,12.4,2.9,7.61,11.9,19.47,5.48,7.1,8.69,9.97
25,Long-Term Deferred Tax Liabilities,0.2,0.2,22.5,29,-,1.93,-,-,-,-
26,Other Long-Term Liabilities,-,-,-,-,-,25.37,-,-,-,-
27,Total Liabilities,317.81,202.77,186.58,311.29,232.08,288.63,143.91,155.32,135.85,112.16
28,Common Stock,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
29,Additional Paid-In Capital,52.33,40.16,40.26,31.21,126.68,113.55,113.55,113.55,113.54,139.62
30,Retained Earnings,1945,2033,1991,1756,1671,1292,1101,790.59,601.5,399.78
31,Comprehensive Income & Other,-0.46,9.93,12.7,6.98,17.74,35.9,47.15,45.95,36.08,77.14
32,Total Common Equity,1997,2083,2044,1794,1815,1441,1262,950.13,751.17,616.58
33,Minority Interest,6.51,0.85,6.86,-0.41,-1.16,-0.81,-0.99,-0.78,-,-
34,Shareholders' Equity,2004,2084,2051,1794,1814,1440,1261,949.35,751.17,616.58
35,Total Liabilities & Equity,2322,2287,2237,2105,2046,1729,1405,1105,887.02,728.74
36,Total Debt,20.48,20.75,12.16,17.81,22.77,30.71,8.68,10.57,11.64,14.4
37,Net Cash (Debt),1390,1418,1231,1207,1171,1094,946.85,722.15,591.52,487.97
38,Net Cash Growth,12.96%,17.47%,5.11%,10.26%,23.68%,51.55%,60.07%,47.99%,79.59%,123.64%
39,Net Cash Per Share,1.11,1.14,0.96,0.95,0.93,0.85,0.74,0.56,0.47,0.40
40,Filing Date Shares Outstanding,1255,1279,1276,1263,1271,1271,1256,1256,1256,1256
41,Total Common Shares Outstanding,1255,1279,1276,1263,1271,1271,1256,1256,1256,1256
42,Working Capital,1705,1697,1601,1335,1456,1211,1017,728.85,667.77,547.52
43,Book Value Per Share,1.59,1.63,1.60,1.42,1.43,1.13,1.00,0.76,0.60,0.49
44,Tangible Book Value,1991,2082,2042,1793,1814,1440,1261,948.52,748.51,613.95
45,Tangible Book Value Per Share,1.59,1.63,1.60,1.42,1.43,1.13,1.00,0.76,0.60,0.49
46,Machinery,-,41.44,-,21.91,-,18.75,-,11.71,-,9.66
47,Leasehold Improvements,-,16.5,-,12.28,-,8.87,-,5.26,-,2.99
