,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,1471,2072,2804,2248,1805,1780,2413,6544,6607,3592,3444
1,Market Cap Growth,-7.83%,-7.83%,55.31%,26.31%,-25.17%,-72.80%,-63.48%,82.17%,91.84%,-,-
2,Enterprise Value,-16,511,1481,884,432,436,1273,5685,5958,3046,3069
3,Last Close Price,1.15,1.62,2.11,1.69,1.24,1.16,1.56,4.33,4.38,2.38,2.19
4,PE Ratio,19.19,27.69,5.83,4.33,3.43,2.66,3.93,10.89,14.23,10.76,14.89
5,Forward PE,-,4.69,4.57,4.17,2.44,2.63,12.83,12.83,13.85,-,-
6,PS Ratio,0.80,1.16,1.43,1.20,1.02,1.05,1.72,6.31,7.21,4.78,5.45
7,PB Ratio,0.67,0.96,1.22,1.01,0.89,0.84,1.36,4.31,5.86,4.36,4.99
8,P/TBV Ratio,0.97,0.97,1.22,1.02,0.89,0.84,1.37,4.32,5.86,4.37,5.01
9,P/FCF Ratio,6.65,9.36,6.80,6.41,6.98,6.39,5.07,12.62,14.13,10.41,12.07
10,P/OCF Ratio,8.34,8.34,6.33,6.06,6.65,5.95,4.90,12.56,13.98,9.33,10.68
11,EV/Sales Ratio,0.29,0.29,0.76,0.47,0.24,0.26,0.91,5.48,6.50,4.05,4.86
12,EV/EBITDA Ratio,4.59,4.59,3.07,2.14,1.47,0.85,2.30,10.08,11.90,8.57,12.03
13,EV/EBIT Ratio,5.37,5.37,3.16,2.20,1.52,0.87,2.33,10.18,12.02,8.65,12.17
14,EV/FCF Ratio,-0.07,2.31,3.59,2.52,1.67,1.56,2.68,10.96,12.74,8.83,10.76
15,Debt / Equity Ratio,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.02
16,Debt / FCF Ratio,0.10,0.10,0.06,0.04,0.08,0.10,0.08,0.02,0.03,0.04,0.06
17,Return on Capital Employed (ROCE),4.40%,4.40%,20.29%,17.89%,13.74%,23.49%,29.88%,36.66%,43.62%,42.25%,35.99%
18,Earnings Yield,5.09%,3.61%,17.17%,23.08%,29.13%,37.53%,25.47%,9.19%,7.03%,9.30%,6.72%
19,FCF Yield,15.05%,10.68%,14.70%,15.61%,14.33%,15.64%,19.71%,7.92%,7.08%,9.60%,8.28%
20,Dividend Yield,8.70%,-,-,-,-,-,-,-,-,-,5.60%
21,Buyback Yield / Dilution,2.41%,2.43%,2.39%,-2.09%,1.23%,1.77%,-0.35%,-2.19%,-4.10%,-44.91%,-48.51%
22,Total Shareholder Return,11.11%,2.43%,2.39%,-2.09%,1.23%,1.77%,-0.35%,-2.19%,-4.10%,-44.91%,-42.90%
