,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,835.66,826.19,953.48,781.18,781.76,663.17,477.39,384.86,387.17,298.5
1,Revenue Growth (YoY),-12.36%,5.76%,21.96%,17.79%,63.76%,72.31%,23.30%,28.93%,45.28%,31.22%
2,Cost of Revenue,422.69,309.58,312.64,312.65,229.67,177.54,125.98,84.75,95.2,61.34
3,Gross Profit,412.97,516.62,640.84,468.53,552.09,485.63,351.42,300.11,291.97,237.15
4,"Selling, General & Admin",385.02,452.44,276.04,456.63,307.16,301.64,91.03,96.16,78.71,155.84
5,Operating Expenses,385.02,455.91,276.04,462.02,307.16,301.64,91.03,96.16,78.71,129.38
6,Operating Income,27.95,60.71,364.8,6.51,244.93,183.99,260.39,203.95,213.27,107.78
7,Interest Expense,-0.63,-0.23,-0.79,-0.64,-0.79,-0.56,-0.29,-0.35,-0.44,-0.47
8,Interest & Investment Income,16.66,20.26,17.6,16.24,11.04,9.47,7.06,8.36,6.43,4.64
9,Earnings From Equity Investments,-15.89,-6,18.49,16.41,24.56,8.56,18.76,-3.33,-,-
10,Currency Exchange Gain (Loss),-0.68,-3.11,9.62,8.12,2.94,-1.01,-0.46,-3.17,2.55,0.88
11,Other Non Operating Income (Expenses),-1.5,11.23,12.78,35.01,11.77,-15.84,7.65,2.69,30.62,7.45
12,EBT Excluding Unusual Items,25.91,82.86,422.5,81.64,294.45,184.61,293.1,208.16,252.42,120.27
13,Gain (Loss) on Sale of Investments,4.46,-42.87,25.24,2.8,-2.72,-,-,-,-,-
14,Gain (Loss) on Sale of Assets,-0.2,-0.5,0.32,-0.05,-,-0.28,-,-,-,-
15,Other Unusual Items,10.16,12.12,1.42,0,-0.15,-,-,5,-5,-
16,Pretax Income,40.33,51.61,449.48,84.4,291.58,184.33,293.1,213.16,247.42,120.27
17,Income Tax Expense,6.66,13.7,46.93,-1.33,27.66,26.42,39.26,24.85,45.7,17.62
18,Earnings From Continuing Operations,33.67,37.91,402.56,85.73,263.92,157.92,253.84,188.31,201.72,102.65
19,Earnings From Discontinued Operations,-,-,-,-,116.03,32.27,56.25,-,-,-
20,Net Income to Company,33.67,37.91,402.56,85.73,379.96,190.19,310.09,188.31,201.72,102.65
21,Minority Interest in Earnings,-5.66,3.73,-7.26,-0.75,0.34,-0.17,0.61,0.78,-,-
22,Net Income,28.01,41.64,395.29,84.98,380.3,190.01,310.7,189.09,201.72,102.65
23,Net Income to Common,28.01,41.64,395.29,84.98,380.3,190.01,310.7,189.09,201.72,102.65
24,Net Income Growth,-92.91%,-50.99%,3.94%,-55.28%,22.40%,0.49%,54.03%,84.20%,93.71%,-4.15%
25,Shares Outstanding (Basic),1255,1243,1276,1255,1245,1271,1247,1247,1243,1185
26,Shares Outstanding (Diluted),1255,1243,1286,1274,1260,1289,1283,1285,1255,1234
27,Shares Change (YoY),-2.43%,-2.39%,2.09%,-1.23%,-1.77%,0.35%,2.19%,4.10%,44.91%,48.51%
28,EPS (Basic),0.02,0.03,0.31,0.07,0.31,0.15,0.25,0.15,0.16,0.09
29,EPS (Diluted),0.02,0.03,0.31,0.07,0.30,0.15,0.24,0.15,0.16,0.08
30,EPS Growth,-92.74%,-49.81%,1.82%,-54.68%,24.58%,0.12%,50.75%,76.90%,33.69%,-35.44%
31,Free Cash Flow,2.3,203.71,170.56,154.23,74.59,163.13,224.22,206.92,186.76,127.62
32,Free Cash Flow Per Share,0.00,0.16,0.13,0.12,0.06,0.13,0.17,0.16,0.15,0.10
33,Dividend Per Share,-,-,-,-,-,-,-,-,-,0.066
34,Operating Margin,3.34%,7.35%,38.26%,0.83%,31.33%,27.74%,54.54%,52.99%,55.08%,36.11%
35,Profit Margin,3.35%,5.04%,41.46%,10.88%,48.65%,28.65%,65.08%,49.13%,52.10%,34.39%
36,Free Cash Flow Margin,0.28%,24.66%,17.89%,19.74%,9.54%,24.60%,46.97%,53.77%,48.24%,42.75%
37,EBITDA,36.43,67.33,370.38,12.43,248.39,186.72,263.21,205.63,216.09,108
38,D&A For EBITDA,8.48,6.63,5.59,5.92,3.46,2.73,2.82,1.68,2.83,0.23
39,EBIT,27.95,60.71,364.8,6.51,244.93,183.99,260.39,203.95,213.27,107.78
