,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+16 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+16 Quarters
0,Revenue,381232,366376,351035,353976,330620,319805,306676,278040,333645,307892,276648,278277,260927,269219,283479,265280,238521,226144,215209,224421,Upgrade
1,Revenue Growth (YoY),15.31%,14.56%,14.46%,27.31%,-0.91%,3.87%,10.85%,-0.09%,27.87%,14.37%,-2.41%,4.90%,9.39%,19.05%,31.72%,18.21%,7.02%,-0.31%,6.63%,30.23%,Upgrade
2,Cost of Revenue,238199,226924,243088,227051,197663,208747,199814,168965,193839,194374,175868,166564,167792,176279,183203,170082,161754,143055,136660,144658,Upgrade
3,Gross Profit,143033,139452,107947,126926,132956,111058,106862,109075,139807,113518,100780,111713,93135,92940,100276,95198,76767,83089,78549,79762,Upgrade
4,"Selling, General & Admin",56824,39382,31018,35111,51575,35852,35020,30262,52808,35580,33253,33586,27720,24702,32474,24372,24852,21778,14649,14366,Upgrade
5,Operating Expenses,56824,39382,31018,35111,51575,35852,35020,30262,52808,35580,33253,33586,27720,24702,32474,24372,24852,21778,14649,14366,Upgrade
6,Operating Income,86209,100070,76929,91815,81381,75206,71842,78812,86999,77938,67528,78127,65415,68238,67802,70825,51914,61312,63901,65396,Upgrade
7,Interest Expense,-5618,-7115,-4473,-3378,-2561,-4389,-3349,-3183,-2147,-2201,-2258,-2320,-2418,-2416,-2544,-2743,-2855,-2870,-2849,-2854,Upgrade
8,Interest & Investment Income,3321,3460,15492,8125,2605,13004,19273,9264,11576,6024,16564,6172,6597,6761,11504,7148,5723,6960,11676,7590,Upgrade
9,Currency Exchange Gain (Loss),4126,-,-,-,3350,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,Other Non Operating Income (Expenses),594.66,3699,765.21,-137.27,3179,802.99,338.66,-1674,-2772,722.13,126.35,-1168,1542,438.3,228.96,-77.98,320.85,-448.62,-2673,10.24,Upgrade
11,EBT Excluding Unusual Items,88632,100114,88713,96425,87954,84624,88105,83220,93655,82484,81960,80811,71135,73021,76990,75152,55103,64953,70055,70142,Upgrade
12,Gain (Loss) on Sale of Investments,1229,-,-,-,2063,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
13,Pretax Income,89861,100114,88713,96425,90016,84624,88105,83220,93655,82484,81960,80811,71135,73021,76990,75152,55103,64953,70055,70142,Upgrade
14,Income Tax Expense,17874,20578,16086,19379,19696,16781,16910,16777,19017,16550,15128,16200,14354,14398,14619,14860,10921,12784,12918,14046,Upgrade
15,Net Income,71987,79537,72627,77046,70320,67842,71195,66443,74638,65934,66832,64611,56782,58623,62372,60292,44182,52170,57137,56096,Upgrade
16,Preferred Dividends & Other Adjustments,-,-,-,-,22847,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Net Income to Common,71987,79537,72627,77046,47473,67842,71195,66443,74638,65934,66832,64611,56782,58623,62372,60292,44182,52170,57137,56096,Upgrade
18,Net Income Growth,2.37%,17.24%,2.01%,15.96%,-5.79%,2.89%,6.53%,2.83%,31.45%,12.47%,7.15%,7.16%,28.52%,12.37%,9.16%,7.48%,-0.44%,1.38%,18.74%,36.87%,Upgrade
19,Shares Outstanding (Basic),99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,Upgrade
20,Shares Outstanding (Diluted),99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,Upgrade
21,Shares Change (YoY),0.03%,0.03%,-0.07%,0.01%,0.00%,-0.10%,0.01%,0.08%,-0.11%,0.14%,0.01%,-0.06%,0.03%,-0.14%,-0.02%,0.07%,0.01%,0.03%,0.02%,-0.07%,Upgrade
22,EPS (Basic),727.00,804.00,734.00,778.00,479.56,686.00,719.00,671.00,754.00,666.00,675.00,653.00,573.00,593.00,630.00,609.00,446.00,527.00,577.00,567.00,Upgrade
23,EPS (Diluted),727.00,804.00,734.00,778.00,479.29,686.00,719.00,671.00,754.00,666.00,675.00,653.00,573.00,593.00,630.00,609.00,446.00,527.00,577.00,567.00,Upgrade
24,EPS Growth,51.68%,17.20%,2.09%,15.95%,-36.43%,3.00%,6.52%,2.76%,31.59%,12.31%,7.14%,7.22%,28.48%,12.52%,9.19%,7.41%,-0.45%,1.35%,18.72%,36.96%,Upgrade
25,Free Cash Flow,-100171,-6230,107442,-108557,64895,86485,64008,-91479,-48964,15228,83832,-5359,26640,72517,116287,28824,47012,66899,69283,36335,Upgrade
26,Free Cash Flow Per Share,-1011.63,-62.98,1085.85,-1096.20,655.57,874.51,646.42,-923.84,-494.64,153.82,846.70,-54.16,268.83,733.54,1174.59,291.15,474.56,675.79,699.66,367.26,Upgrade
27,Dividend Per Share,-,-,-,-,-,-,-,-,1500.000,-,-,-,1500.000,-,-,-,1500.000,-,-,-,Upgrade
28,Gross Margin,37.52%,38.06%,30.75%,35.86%,40.21%,34.73%,34.85%,39.23%,41.90%,36.87%,36.43%,40.14%,35.69%,34.52%,35.37%,35.89%,32.18%,36.74%,36.50%,35.54%,Upgrade
29,Operating Margin,22.61%,27.31%,21.91%,25.94%,24.61%,23.52%,23.43%,28.35%,26.08%,25.31%,24.41%,28.08%,25.07%,25.35%,23.92%,26.70%,21.77%,27.11%,29.69%,29.14%,Upgrade
30,Profit Margin,18.88%,21.71%,20.69%,21.77%,14.36%,21.21%,23.21%,23.90%,22.37%,21.41%,24.16%,23.22%,21.76%,21.78%,22.00%,22.73%,18.52%,23.07%,26.55%,25.00%,Upgrade
31,Free Cash Flow Margin,-26.28%,-1.70%,30.61%,-30.67%,19.63%,27.04%,20.87%,-32.90%,-14.68%,4.95%,30.30%,-1.93%,10.21%,26.94%,41.02%,10.87%,19.71%,29.58%,32.19%,16.19%,Upgrade
32,EBITDA,121122,138371,112970,124360,113121,100407,104784,111251,120293,102012,91414,100957,92435,96555,98258,100704,81099,90229,93803,94656,Upgrade
33,EBITDA Margin,31.77%,37.77%,32.18%,35.13%,34.21%,31.40%,34.17%,40.01%,36.05%,33.13%,33.04%,36.28%,35.43%,35.86%,34.66%,37.96%,34.00%,39.90%,43.59%,42.18%,Upgrade
34,D&A For EBITDA,34913,38301,36042,32545,31740,25201,32942,32439,33295,24074,23886,22830,27020,28317,30456,29878,29184,28918,29902,29260,Upgrade
35,EBIT,86209,100070,76929,91815,81381,75206,71842,78812,86999,77938,67528,78127,65415,68238,67802,70825,51914,61312,63901,65396,Upgrade
