,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+16 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+16 Quarters
0,Cash & Equivalents,52257,113621,277623,82580,125131,99370,148400,84677,102420,-,155675,104539,87331,81006,197373,87290,66237,47603,27737,44252,Upgrade
1,Short-Term Investments,594705,533929,472570,548258,605833,546090,539203,524395,543483,-,546617,495922,522894,489814,449676,437925,441875,412218,421047,404409,Upgrade
2,Cash & Short-Term Investments,646963,647551,750193,630839,730963,645460,687603,609072,645903,-,702292,600461,610225,570820,647049,525215,508112,459821,448784,448660,Upgrade
3,Cash Growth,-11.49%,0.32%,9.10%,3.57%,13.17%,-,-2.09%,1.43%,5.85%,-,8.54%,14.33%,20.10%,24.14%,44.18%,17.06%,22.11%,15.06%,33.93%,63.74%,Upgrade
4,Accounts Receivable,155199,144318,152324,177877,116866,128999,130990,148572,127586,-,129670,147250,116547,142184,127681,140426,115633,111641,109783,122102,Upgrade
5,Other Receivables,9470,9466,6626,15755,13343,20424,16169,13829,7338,-,11800,9226,6057,8489,4867,9898,10645,15343,15603,10599,Upgrade
6,Receivables,164669,153784,158950,193632,130209,149424,147159,162401,134924,-,141470,156476,122605,150673,132548,150325,126279,126985,125386,132701,Upgrade
7,Inventory,17976,18473,20975,20266,21143,23219,23435,24351,23638,-,24366,21890,21196,19345,20076,17568,20431,15666,16151,13386,Upgrade
8,Prepaid Expenses,11387,15436,20951,26033,14173,16909,20251,18497,2149,-,2771,2874,2221,2596,3341,4165,2983,6381,3790,4112,Upgrade
