,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+16 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+16 Quarters
0,Market Capitalization,3554100,3366000,2920500,3217500,2791800,2732400,2623500,2554200,2673000,2841300,2475000,2871000,3029400,2900700,2930400,2752200,2970000,2673000,2257200,1732500,1831500,Upgrade
1,Market Cap Growth,23.19%,23.19%,11.32%,25.97%,4.44%,-3.83%,6.00%,-11.03%,-11.76%,-2.05%,-15.54%,4.32%,2.00%,8.52%,29.82%,58.86%,62.16%,36.36%,9.62%,-7.89%,1.09%,Upgrade
2,Enterprise Value,3341279,3083665,2503348,2916279,2388765,2403809,2243363,2252780,2295476,2424766,1930394,2424751,2583387,2494816,2454773,2399091,2652288,2402942,2004222,1477763,1616261,Upgrade
3,Last Close Price,35900.00,34000.00,29500.00,32500.00,27010.84,26436.14,25382.53,24712.05,24445.67,25984.85,22634.88,26256.46,26215.57,25101.84,25358.86,23816.76,24376.72,21939.05,18526.31,14219.75,13995.60,Upgrade
4,PE Ratio,11.79,11.18,10.56,12.14,10.59,10.80,9.37,9.18,9.76,10.45,9.74,11.63,12.50,12.18,13.00,12.57,13.89,12.75,10.76,8.29,9.16,Upgrade
5,Forward PE,-,11.53,11.53,11.53,11.53,11.53,11.53,11.53,11.53,11.53,11.53,11.53,11.53,11.53,11.53,11.53,11.53,11.53,11.53,11.53,11.53,Upgrade
6,PS Ratio,2.45,2.32,2.08,2.37,2.13,2.21,2.12,2.08,2.23,2.37,2.20,2.65,2.77,2.69,2.77,2.72,3.14,2.96,2.54,1.95,2.09,Upgrade
7,PB Ratio,1.94,1.84,1.66,1.92,1.58,1.62,1.62,1.64,1.62,1.79,-,1.99,1.96,1.96,2.06,2.02,2.03,1.90,1.66,1.32,1.30,Upgrade
8,P/TBV Ratio,1.85,1.85,1.77,2.05,1.68,1.63,1.74,1.76,1.73,1.92,-,2.16,2.12,2.12,2.23,2.20,2.18,2.05,1.79,1.43,1.40,Upgrade
9,P/FCF Ratio,-,-,-,21.41,-,22.05,261.02,-41.73,-,-,20.57,16.16,-,11.88,11.07,10.63,14.01,12.18,10.16,7.87,8.98,Upgrade
10,P/OCF Ratio,7.83,-,5.26,7.00,-,8.56,7.38,10.66,-,8.44,9.58,10.00,10.95,9.65,8.84,8.26,10.78,9.27,8.17,6.30,7.56,Upgrade
11,EV/Sales Ratio,2.30,2.12,1.79,2.15,1.82,1.95,1.81,1.84,1.92,2.03,1.72,2.23,2.37,2.31,2.32,2.37,2.81,2.66,2.26,1.66,1.85,Upgrade
12,EV/EBITDA Ratio,6.72,6.21,5.12,6.47,5.40,5.60,5.14,5.14,5.40,5.85,4.99,6.36,6.65,6.43,6.52,6.48,7.25,6.68,5.67,4.20,4.70,Upgrade
13,EV/EBIT Ratio,9.41,8.69,7.15,8.96,7.46,7.82,7.17,7.14,7.37,7.81,6.68,8.68,9.24,9.16,9.49,9.53,10.70,9.91,8.47,6.27,7.10,Upgrade
14,EV/FCF Ratio,-31.08,-,-,19.41,-,19.40,223.20,-36.81,-,-,16.04,13.65,-,10.21,9.28,9.26,12.51,10.95,9.02,6.71,7.92,Upgrade
15,Debt / Equity Ratio,0.24,0.24,0.21,0.20,0.19,0.19,0.20,0.20,0.19,0.17,-,0.11,0.10,0.11,0.12,0.13,0.12,0.14,0.14,0.15,0.14,Upgrade
16,Debt / EBITDA Ratio,0.87,0.89,0.66,0.74,0.66,0.72,0.79,0.73,0.69,0.56,-,0.43,0.38,0.44,0.43,0.44,0.43,0.59,0.53,0.52,0.51,Upgrade
17,Debt / FCF Ratio,-,-,-,2.22,-,2.65,31.53,-5.02,-,-,-,0.89,-,0.67,0.62,0.66,0.81,0.87,0.85,0.89,0.95,Upgrade
18,Asset Turnover,0.62,0.61,0.61,0.63,0.61,0.59,0.57,-,-,-,0.59,0.62,0.59,0.60,0.63,0.61,0.56,0.54,0.51,0.53,Upgrade,
19,Inventory Turnover,47.81,52.28,46.02,47.16,43.87,35.65,35.79,33.45,-,-,-,30.42,30.93,33.11,35.77,38.93,35.81,35.85,35.97,37.01,46.68,Upgrade
20,Quick Ratio,3.23,3.23,2.17,2.29,3.93,3.91,3.26,2.22,4.90,3.36,-,2.28,5.02,4.32,3.76,2.47,6.13,4.61,4.31,3.16,5.53,Upgrade
21,Current Ratio,3.74,3.74,2.47,2.66,4.64,4.68,3.99,2.71,5.74,3.85,-,2.50,5.65,4.76,4.01,2.62,6.61,5.00,4.72,3.45,6.07,Upgrade
22,Return on Equity (ROE),16.05%,18.51%,16.86%,17.82%,16.99%,17.10%,17.77%,-,-,-,17.92%,17.11%,15.67%,16.85%,17.64%,16.80%,12.77%,15.62%,16.81%,16.24%,Upgrade,
23,Return on Assets (ROA),8.78%,10.40%,8.31%,10.28%,9.35%,8.63%,8.35%,-,-,-,8.97%,10.84%,9.25%,9.50%,9.49%,10.25%,7.65%,9.16%,9.48%,9.73%,Upgrade,
24,Return on Capital (ROIC),9.82%,12.10%,9.36%,11.15%,10.29%,9.90%,9.40%,-,-,-,10.24%,11.70%,10.13%,10.94%,10.69%,10.95%,8.25%,10.03%,10.28%,10.35%,Upgrade,
25,Return on Capital Employed (ROCE),16.08%,16.07%,16.86%,16.54%,15.59%,15.50%,16.41%,17.24%,16.06%,17.00%,-,17.76%,16.75%,16.87%,16.57%,16.55%,15.26%,15.32%,15.39%,15.81%,14.31%,Upgrade
26,Earnings Yield,8.48%,8.95%,10.26%,8.95%,10.26%,10.09%,10.68%,10.89%,10.24%,9.57%,10.27%,8.60%,8.00%,8.21%,7.69%,7.96%,7.20%,7.84%,9.29%,12.07%,10.92%,Upgrade
27,FCF Yield,-3.03%,-3.19%,1.97%,4.67%,3.83%,4.53%,0.38%,-2.40%,-1.55%,1.57%,4.86%,6.19%,6.93%,8.42%,9.03%,9.41%,7.14%,8.21%,9.84%,12.71%,11.14%,Upgrade
28,Dividend Yield,3.90%,-,-,-,-,-,-,-,-,5.77%,-,-,-,5.98%,-,-,-,6.84%,-,-,-,Upgrade
29,Payout Ratio,45.99%,-,174.26%,-,-,-,218.89%,-,-,-,225.23%,-,-,-,253.31%,-,-,-,105.43%,146.31%,-,Upgrade
30,Buyback Yield / Dilution,-0.03%,-0.03%,0.07%,-0.01%,-0.00%,0.10%,-0.01%,-0.08%,0.11%,-0.14%,-0.01%,0.06%,-0.03%,0.14%,0.02%,-0.07%,-0.01%,-0.03%,-0.02%,0.07%,Upgrade,
