,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+3 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+3 Quarters
0,Market Capitalization,21491,23500,10614,18933,13746,19030,25690,36647,34617,45629,107750,107416,108098,133801,216075,277972,268433,-,-,-,-,Upgrade
1,Market Cap Growth,23.49%,23.49%,-58.68%,-48.34%,-60.29%,-58.29%,-76.16%,-65.88%,-67.98%,-65.90%,-50.13%,-61.36%,-59.73%,-,-,-,-,-,-,-,-,Upgrade
2,Enterprise Value,12146,5632,-13697,-5447,-7962,-2830,3610,15864,23325,33732,94471,83418,80505,108194,190326,244583,258794,-,-,-,-,Upgrade
3,Last Close Price,10.90,14.00,9.23,8.26,5.80,7.90,10.72,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
4,PE Ratio,-,-,-,-,-,19.36,11.06,7.84,-,3.33,6.04,5.09,5.24,6.60,12.11,17.80,18.30,-,-,-,-,Upgrade
5,PS Ratio,0.65,0.65,0.28,0.45,0.30,0.35,0.43,0.52,0.44,0.59,1.27,1.20,1.26,1.75,2.97,4.02,4.03,-,-,-,-,Upgrade
6,PB Ratio,0.25,0.25,0.12,0.19,0.13,0.19,0.25,0.34,0.32,0.43,0.95,0.87,0.93,1.19,1.97,2.66,2.72,-,-,-,-,Upgrade
7,P/TBV Ratio,0.29,0.29,0.14,0.21,0.15,0.21,0.28,0.38,0.37,0.49,1.07,0.98,1.06,1.36,2.28,3.10,3.20,-,-,-,-,Upgrade
8,P/FCF Ratio,2.45,2.46,0.75,1.43,0.83,1.18,1.93,3.46,7.14,-34.61,-,-,-,36.52,28.33,40.57,-,-,-,-,-,Upgrade
9,P/OCF Ratio,2.44,2.44,0.75,1.43,0.83,1.17,1.91,3.40,6.87,-41.44,-,-,-,34.20,27.43,39.17,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,0.33,0.16,-,-,-,-,0.06,0.22,0.30,0.44,1.11,0.94,0.93,1.41,2.62,3.53,3.88,-,-,-,-,Upgrade
11,EV/EBITDA Ratio,0.90,-,-,-,-,-,0.14,0.50,0.61,0.95,2.23,1.82,1.77,3.02,5.60,7.71,8.47,-,-,-,-,Upgrade
12,EV/EBIT Ratio,0.95,-,-,-,-,-,0.14,0.50,0.61,0.96,2.24,1.83,1.78,3.05,5.65,7.78,8.55,-,-,-,-,Upgrade
13,EV/FCF Ratio,1.27,0.59,-,-,-,-,0.27,1.50,4.81,-25.59,-,-,-,29.53,24.95,35.70,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,0.55,0.55,0.58,0.52,0.49,0.46,0.51,0.57,0.60,0.63,0.54,0.51,0.48,0.43,0.42,0.38,0.35,0.51,0.49,0.50,0.50,Upgrade
15,Debt / EBITDA Ratio,3.91,-,-,21.26,0.93,24.30,8.87,10.30,0.74,5.85,2.39,1.74,0.65,1.51,1.49,1.17,0.72,1.49,1.44,0.97,0.80,Upgrade
16,Debt / FCF Ratio,5.50,5.52,3.64,3.96,3.05,2.87,3.92,5.79,13.37,-49.78,-,-,-,13.09,6.00,5.85,-,3.76,6.18,6.01,-,Upgrade
17,Asset Turnover,0.10,0.11,0.12,0.23,0.12,0.12,0.12,0.26,0.14,0.16,0.19,0.28,0.20,0.20,0.23,0.30,0.26,-,-,-,Upgrade,
18,Quick Ratio,22.87,22.87,11.37,26.30,20.08,22.25,23.55,20.21,10.72,21.80,23.71,18.43,13.56,22.49,21.20,16.03,8.90,9.85,6.44,-,1.85,Upgrade
19,Current Ratio,24.40,24.40,12.22,28.28,21.67,24.09,25.77,22.68,12.03,23.63,25.69,20.79,15.73,24.40,23.64,18.08,11.09,11.09,8.87,-,2.99,Upgrade
20,Return on Equity (ROE),-3.43%,-3.33%,-3.56%,-3.54%,0.55%,4.23%,3.09%,-3.40%,5.63%,11.92%,21.77%,12.33%,17.85%,21.11%,23.20%,15.81%,14.64%,23.50%,34.77%,-,Upgrade,
21,Return on Assets (ROA),-0.84%,-0.08%,0.56%,11.91%,0.37%,1.09%,0.93%,12.94%,1.68%,3.64%,4.91%,12.09%,5.08%,5.37%,6.75%,10.24%,6.38%,-,-,-,Upgrade,
22,Return on Capital (ROIC),-1.34%,-0.13%,0.93%,21.36%,0.71%,2.26%,2.09%,30.38%,4.09%,9.08%,12.46%,30.75%,12.45%,12.60%,15.25%,23.02%,14.50%,15.30%,21.21%,-,Upgrade,
23,Return on Capital Employed (ROCE),5.82%,-,-,6.32%,6.52%,8.67%,8.75%,8.92%,10.51%,8.99%,10.09%,10.23%,10.86%,9.15%,9.43%,9.96%,11.15%,11.94%,13.21%,-,21.21%,Upgrade
24,Earnings Yield,-17.43%,-15.94%,-24.43%,-3.75%,7.11%,5.16%,9.04%,12.76%,28.41%,30.04%,16.55%,19.65%,19.08%,15.15%,8.26%,5.62%,5.47%,-,-,-,-,Upgrade
25,FCF Yield,44.57%,40.66%,133.43%,69.70%,119.89%,84.68%,51.85%,28.93%,14.01%,-2.89%,-2.01%,1.55%,5.49%,2.74%,3.53%,2.46%,3.06%,-,-,-,-,Upgrade
