,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+3 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+3 Quarters
0,Operating Revenue,1633,1999,2553,2980,3259,4076,5010,5874,6672,7380,9292,8836,9567,9601,10290,9859,9910,10374,11079,10778,Upgrade
1,Other Revenue,3910,3977,4411,11303,4791,5195,5067,17356,6521,7908,8024,15310,6358,5227,4961,7501,3166,2263,1967,2659,Upgrade
2,Revenue,5543,5976,6964,14283,8050,9270,10078,23230,13193,15288,17316,24146,15924,14828,15251,17360,13076,12637,13046,13437,Upgrade
3,Revenue Growth (YoY),-31.14%,-35.53%,-30.90%,-38.51%,-38.98%,-39.36%,-41.80%,-3.79%,-17.15%,3.10%,13.54%,39.09%,21.78%,17.34%,16.90%,29.20%,10.46%,8.56%,10.51%,-,Upgrade
4,Cost of Revenue,1096,1327,1327,8080,1478,1576,1558,8835,1600,1581,1590,4341,1660,1476,1521,2395,1562,1527,1292,1429,Upgrade
5,Gross Profit,4447,4649,5636,6203,6573,7694,8520,14396,11594,13707,15726,19805,14264,13352,13730,14965,11514,11110,11755,12007,Upgrade
6,"Selling, General & Admin",1886,2158,2253,2882,3172,3378,4128,4914,5147,4741,5657,6402,6070,5630,5534,6332,5433,5702,5115,5278,Upgrade
7,Other Operating Expenses,-,-,-,-,-,-,-,-,-,-,-,-276.25,-,-,-,-212.33,-,-,-,-129.32,Upgrade
8,Operating Expenses,5156,4718,5114,-5618,6174,6375,7259,-4238,9102,8254,8481,3011,7734,7024,6587,5568,6384,6298,5617,5051,Upgrade
9,Operating Income,-709.14,-68.75,521.92,11821,399.05,1319,1260,18634,2492,5453,7245,16794,6530,6328,7143,9396,5130,4812,6137,6957,Upgrade
10,Interest Expense,-59.49,-13.25,-58.16,-8846,-39.96,-135.65,-188.64,-12507,-305.88,-221.28,-210.79,-9679,-168.09,-275.97,-284.09,-4977,-326.34,-441.16,-446.19,-1873,Upgrade
11,Interest & Investment Income,-,-,-,1370,-,-,-,1268,-,-,-,820.84,-,-,-,364.39,-,-,-,463.4,Upgrade
12,Currency Exchange Gain (Loss),-,-,-,75.71,-,-,-,-877.23,-,-,-,-,-,-,-,-,-,-,-,-95.95,Upgrade
13,Other Non Operating Income (Expenses),50.28,-282.49,-16.5,-5503,-55.79,130.44,42.41,-6365,-6.63,-526.72,118.03,-2634,36.12,301.42,-137.97,-578.33,144.16,-25.03,70.71,89.89,Upgrade
14,EBT Excluding Unusual Items,-718.36,-364.49,447.26,-1083,303.3,1314,1114,152.81,2179,4705,7153,5302,6398,6353,6721,4206,4947,4346,5762,5541,Upgrade
15,Impairment of Goodwill,-,-,-,-,-,-,-,-6.66,-,-,-,-128.72,-,-,-,-,-,-,-,-67.75,Upgrade
16,Gain (Loss) on Sale of Investments,-,-,-,27.77,-,-,-,-575.16,-,-,-,-272.91,-,-,-,-18.19,-,-,-,-1011,Upgrade
17,Asset Writedown,-,-,-,-31.25,-,-,-,-0.44,-68.05,-351.96,-,-560.56,-409.55,-2.05,-,-7.17,-,-,-,-66.76,Upgrade
18,Other Unusual Items,-,-,-,-,-,-,-,-173.78,-,-,-,-,-,-,-,-,-1326,-,-,-,Upgrade
19,Pretax Income,-718.36,-364.49,447.26,-1086,303.3,1314,1114,-603.22,2111,4353,7153,4340,5988,6351,6721,4180,3621,4346,5762,4396,Upgrade
20,Income Tax Expense,6.9,365.5,1277,-253.67,172.32,310.11,381.86,202.71,756.38,1416,1863,1443,1873,1623,1752,1333,1464,1260,1576,1971,Upgrade
21,Earnings From Continuing Operations,-725.25,-729.99,-829.96,-832.48,130.97,1004,732.37,-805.94,1355,2936,5290,2896,4115,4729,4969,2847,2157,3086,4185,2425,Upgrade
22,Minority Interest in Earnings,-149.55,-62.08,-40.5,-11.76,-37.2,-38.27,-60.39,-9.36,-27.88,-27.49,-10.94,9.79,13.85,44.94,26.73,38.95,26.98,7.96,3.98,2.94,Upgrade
23,Net Income,-874.81,-792.07,-870.46,-844.24,93.78,965.35,671.98,-815.29,1327,2909,5279,2906,4129,4774,4995,2886,2184,3094,4189,2428,Upgrade
24,Net Income to Common,-874.81,-792.07,-870.46,-844.24,93.78,965.35,671.98,-815.29,1327,2909,5279,2906,4129,4774,4995,2886,2184,3094,4189,2428,Upgrade
25,Net Income Growth,-,-,-,-,-92.93%,-66.81%,-87.27%,-,-67.87%,-39.06%,5.68%,0.68%,89.06%,54.28%,19.24%,18.89%,-36.15%,-17.31%,11.96%,-,Upgrade
26,Shares Outstanding (Basic),781,574,573,570,586,575,569,574,572,573,571,579,588,597,598,577,543,543,543,543,Upgrade
