,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+3 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+3 Quarters
0,Cash & Equivalents,27039,37114,39442,39599,39781,46928,51303,43882,45803,42863,40556,34743,30548,29022,24513,24159,14377,15509,-,7352,Upgrade
1,Trading Asset Securities,30782,29250,32849,28893,25131,23175,23448,29089,25564,21433,22412,31023,33455,31802,32539,34424,26615,22724,-,18583,Upgrade
2,Cash & Short-Term Investments,57821,66363,72291,68491,64912,70103,74751,72972,71367,64296,62968,65766,64003,60823,57052,58582,40992,38233,25935,25935,Upgrade
3,Cash Growth,-10.92%,-5.33%,-3.29%,-6.14%,-9.04%,9.03%,18.71%,10.96%,11.51%,5.71%,10.37%,12.26%,56.14%,59.08%,119.98%,125.88%,-,-,-25.94%,-,Upgrade
4,Accounts Receivable,115906,114775,122861,132277,156180,166891,196557,217464,250707,256299,253464,226310,224163,192649,168442,121770,124370,82593,-,50792,Upgrade
5,Other Receivables,-,383.63,-,1333,-,666.51,-,2155,-,-,-,1230,-,-,-,947.97,-,1362,-,301.44,Upgrade
6,Receivables,115906,115159,122861,133609,156180,167557,196557,219619,250707,257808,261045,233067,229463,196914,170096,133762,126075,97024,-,62562,Upgrade
7,Prepaid Expenses,-,-,-,426.77,-,-,-,101.88,-,-,-,114.38,-,-,-,178.45,-,-,-,52.75,Upgrade
8,Restricted Cash,11678,11221,14662,11774,18354,17430,33190,27567,27022,25334,32830,31813,19199,24803,27302,23998,19121,21758,-,25063,Upgrade
9,Other Current Assets,-,2423,-,3747,-,5020,-,8319,-,-,-,9510,-,-,-,9567,-,11209,-,10719,Upgrade
10,Total Current Assets,185405,195167,209815,218048,239446,260110,304498,328578,349096,347438,356843,340271,312665,282541,254450,226088,186188,168224,-,124333,Upgrade
11,"Property, Plant & Equipment",461.38,512.31,550.7,581.21,674.77,805.51,972.05,1077,1079,1131,1104,1185,1159,1208,1284,1398,1473,1493,-,1432,Upgrade
12,Long-Term Investments,3870,4658,2938,3014,3053,3667,3712,4756,4790,5594,4595,4244,5801,10679,9533,7054,7488,7685,-,9058,Upgrade
13,Goodwill,9169,9172,8911,8911,8911,8911,8911,8911,8918,8918,8918,8918,8921,9047,9047,9047,9047,9047,-,9047,Upgrade
14,Other Intangible Assets,988.87,1016,877.96,874.92,877.09,879.26,881.8,885.06,892.07,894.95,897.48,899.41,1585,1872,1877,1882,1882,1919,-,1897,Upgrade
15,Long-Term Deferred Tax Assets,5980,5476,5585,5572,4840,4991,5064,4990,3978,4335,4045,4873,2926,2784,2909,3359,2904,2722,-,3000,Upgrade
16,Long-Term Deferred Charges,-,-,-,16.21,-,-,-,29.28,-,-,-,24.13,-,-,-,27.52,-,-,-,-,Upgrade
17,Other Long-Term Assets,575.41,929.28,1229,4.75,1375,1517,1558,36.07,1915,2349,1580,18.13,1150,813.07,827.86,35.48,723.01,1049,-,766.8,Upgrade
18,Total Assets,206449,216930,229906,237023,259177,280881,325597,349263,370669,370660,377983,360433,334207,308944,279928,248890,209704,192138,-,149534,Upgrade
19,Accounts Payable,6050,55.54,5835,139.21,8141,107.27,8478,193.28,11639,9098,7415,401.21,6804,5206,4440,433.41,6228,4983,-,525.95,Upgrade
20,Accrued Expenses,-,3133,-,4554,-,2896,-,5259,-,-,-,7509,-,-,-,6013,-,-,-,5784,Upgrade
21,Short-Term Debt,-,764.62,-,693.89,-,1723,2152,14504,-,-,-,702.84,-,-,-,97.57,-,-,-,-,Upgrade
22,Current Portion of Leases,-,-,-,258.65,-,-,-,462.79,-,-,-,484.5,-,-,-,573.84,-,-,-,486.11,Upgrade
23,Current Income Taxes Payable,765.85,447.52,752.42,782.1,497.14,544.31,1441,1987,1149,1985,7378,8223,2892,2168,2834,2611,1707,1319,-,1264,Upgrade
24,Current Unearned Revenue,-,1397,-,2187,-,2955,-,3068,-,-,-,1107,-,-,-,-,-,-,-,-,Upgrade
25,Other Current Liabilities,782.01,10171,832.67,1449,1300,1867,1355,1831,1987,2440,2375,3205,3117,4580,6797,10654,8846,12668,-,33466,Upgrade
26,Total Current Liabilities,7597,15970,7420,10063,9938,10092,13425,27305,14775,13523,17168,21632,12813,11954,14070,20382,16781,18971,-,41527,Upgrade
27,Long-Term Debt,47276,46901,47867,44474,42655,46097,50899,42080,58713,51774,49966,44002,38911,37238,32864,27975,29846,26976,-,23263,Upgrade
28,Long-Term Leases,319.16,342.67,361.47,128.04,451.49,545.06,688.1,286.02,764.05,809.3,742.46,310.05,780.48,824.88,895.58,405.58,1073,1076,-,452.98,Upgrade
29,Long-Term Unearned Revenue,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,239.09,Upgrade
30,Long-Term Deferred Tax Liabilities,395.65,427.33,552.65,524.06,549.85,648.33,749.87,694.09,944.79,1014,963.29,833.69,4460,4690,5295,5734,5683,5386,-,5312,Upgrade
31,Other Long-Term Liabilities,64521,70613,80879,88150,111257,128682,164866,184111,200376,206302,209279,199096,183916,163163,138643,111243,95347,82831,-,30594,Upgrade
