,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,120165,325267,100323,124642,102859,122734,107322,136907,115217,125765,178051,222583,112288,136264,130258,145076,135538,140992,229471,117499,Upgrade
1,Investment Securities,2245674,1794835,2094797,2158791,2641006,2040900,2071049,1883396,1866255,1873449,1974149,1737526,1685746,1753077,1700857,1639182,1690118,1733674,1632146,1335730,Upgrade
2,Trading Asset Securities,449103,478732,496691,119641,18502,125738,465327,125249,436492,105891,473828,64524,373923,88216,371184,58304,309676,73394,290909,32407,Upgrade
3,Total Investments,2694777,2273567,2591488,2278432,2659508,2166638,2536376,2008645,2302747,1979340,2447977,1802050,2059669,1841293,2072041,1697486,1999794,1807068,1923055,1368137,Upgrade
4,Gross Loans,3919072,-,4079604,3902730,3928077,3864306,3886370,3698499,3698968,3637543,3491066,3434454,3395184,3368167,3262798,3127729,3042485,3033751,2960756,2812029,Upgrade
5,Allowance for Loan Losses,-,-,-,-89883,-,-95421,-,-87568,-,-85778,-,-80653,-,-83694,-,-78678,-,-87087,-,-78604,Upgrade
6,Other Adjustments to Gross Loans,-,-,-,-12943,-,-14096,-,-14945,-,-14900,-,-15556,-,-16320,-,-15442,-,-15982,-,-14662,Upgrade
7,Net Loans,3919072,-,4079604,3799904,3928077,3754789,3886370,3595986,3698968,3536865,3491066,3338245,3395184,3268153,3262798,3033609,3042485,2930682,2960756,2718763,Upgrade
8,"Property, Plant & Equipment",36730,36206,36788,36246,35337,35716,35333,36455,36465,36035,35931,36108,34867,34392,34136,34482,33226,30849,30741,31026,Upgrade
9,Goodwill,1281,1281,1281,1281,1281,1281,1281,1281,1281,1281,1281,1281,1281,1281,1281,1281,1281,1281,1281,1281,Upgrade
10,Other Intangible Assets,-,-,4303,4368,3780,3606,3586,3552,3036,2756,2735,2767,2381,2272,2225,2250,1844,1751,1643,1734,Upgrade
11,Loans Held for Sale,-,4069233,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
12,Accrued Interest Receivable,-,-,-,47355,-,41681,-,42484,-,37894,-,38650,-,36577,-,35824,-,17317,-,31664,Upgrade
13,Other Receivables,-,-,-,8047,-,51302,-,17229,-,57674,-,25058,-,43435,-,30904,-,45320,-,24288,Upgrade
14,Restricted Cash,-,-,-,276799,-,286747,-,281357,-,286414,-,281760,-,303750,-,293540,-,305865,-,297528,Upgrade
15,Other Current Assets,9271,6532,4120,8648,8573,8863,9815,8850,8530,10481,7433,8646,7237,8178,9506,11051,10826,17875,13032,47137,Upgrade
16,Long-Term Deferred Tax Assets,31184,31696,33039,33974,33482,33735,33199,32703,32363,32336,21481,19895,20862,21529,19735,19587,20133,19717,18191,16306,Upgrade
17,Other Real Estate Owned & Foreclosed,-,-,-,147,-,245,-,238,-,300,-,327,-,364,-,390,-,428,-,478,Upgrade
18,Other Long-Term Assets,72263,52912,46582,152037,62039,249746,81428,133896,66029,149230,61276,123749,52181,74451,49711,61783,42470,68492,53841,76719,Upgrade
19,Total Assets,6884743,6796694,6897528,6772796,6834936,6757928,6694710,6300510,6264636,6257247,6247231,5902069,5685950,5772796,5581691,5368163,5287597,5388434,5232011,4733431,Upgrade
20,Accrued Expenses,20014,22580,19736,19089,22558,18423,19051,19209,19873,17709,18540,17334,20278,18066,18553,14883,14152,13226,11109,15390,Upgrade
21,Interest Bearing Deposits,4648721,4551210,4648527,3361373,4624930,3329861,4694683,3310001,4459593,4328294,4311949,3049936,4108068,3938886,4029831,3904719,3989015,3956029,3895860,3246632,Upgrade
