,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,1052,1523.0,1911,1337.0,1801,1821.0,1203,1744.0,1406,1903,Upgrade
1,Short-Term Investments,1681,553.62,1685,519.05,1578,597.25,1657,750.1,1262,751.37,Upgrade
2,Accounts Receivable,2534,2530.0,2418,2367.0,2603,2563.0,2707,2381.0,2447,1841,Upgrade
3,Other Receivables,3.77,3.8,3.74,3.9,4.04,4.21,16.1,4.09,19.29,19.37,Upgrade
4,Inventory,694.04,1604.0,735.95,1802.0,678.2,1841.0,684.11,1430.0,494.47,942.21,Upgrade
5,Loans Receivable Current,8.22,8.29,8.15,8.5,8.8,9.17,70.23,68.32,63.15,64.37,Upgrade
6,Other Current Assets,313.11,289.68,263.21,234.94,275.86,274.73,206.41,170.9,282.82,110.87,Upgrade
7,Total Current Assets,6287,6512.0,7026,6273.0,6949,7110.0,6544,6548.0,5975,5632,Upgrade
8,"Property, Plant & Equipment",15899,16037.0,15674,15974.0,15780,15613.0,13876,13340.0,11250,10959,Upgrade
9,Goodwill,455.53,459.05,451.57,471.02,449.61,468.58,442.18,437.19,404.11,411.89,Upgrade
10,Other Intangible Assets,1355,1408.0,1427,1530.0,1361,1406.0,1356,1379.0,1581,1647,Upgrade
11,Long-Term Investments,874.2,867.08,837.62,858.46,804.29,818.91,630.28,610.58,538.43,515.18,Upgrade
12,Long-Term Loans Receivable,-,643.54,-,620.22,-,613.96,-,608.77,-,582.97,Upgrade
13,Other Long-Term Assets,1224,503.4,1203,584.74,1264,642.31,1412,710.93,1288,540.43,Upgrade
14,Total Assets,26095,26430.0,26618,26311.0,26608,26673.0,24260,23634.0,21037,20289,Upgrade
15,Accounts Payable,1398,1612.0,1620,1683.0,1621,1730.0,1636,1882.0,1459,1220,Upgrade
16,Accrued Expenses,-,77.72,-,60.74,-,55.01,-,53.17,-,39.8,Upgrade
17,Short-Term Debt,-,69.37,-,71.81,-,73.85,-,358.05,-,-,Upgrade
18,Current Portion of Long-Term Debt,7822,7552.0,4765,6234.0,6135,3875.0,7207,6921.0,5329,4308,Upgrade
19,Current Unearned Revenue,1349,1621.0,1286,1651.0,1564,1839.0,1339,1466.0,905.28,1097,Upgrade
20,Current Portion of Leases,5.53,3.28,4.89,3.6,5.98,4.67,8.8,7.27,20.02,68.74,Upgrade
21,Current Income Taxes Payable,89.45,110.55,101.37,91.04,113.3,125.36,100,63.28,89.09,78.75,Upgrade
22,Other Current Liabilities,699.84,740.24,779.15,709.95,693.12,725.78,1124,712.41,425.24,378.66,Upgrade
23,Total Current Liabilities,11364,11786.0,8557,10506.0,10133,8428.0,11414,11464.0,8227,7191,Upgrade
24,Long-Term Debt,4665,4582.0,7636,5217.0,5261,7372.0,4156,4311.0,5829,6713,Upgrade
25,Long-Term Leases,21.69,17.45,15.09,15.74,16.2,16.89,20.34,20.11,12.44,12.68,Upgrade
26,Long-Term Unearned Revenue,4.21,4.52,4.73,5.22,5.4,6.26,6.76,6.69,6.74,6.87,Upgrade
27,Long-Term Deferred Tax Liabilities,1296,1346.0,1393,1432.0,1371,1332.0,1163,1101.0,1020,929.22,Upgrade
28,Total Liabilities,17352,17737.0,17605,17176.0,16787,17156.0,16761,16903.0,15096,14853,Upgrade
29,Common Stock,27.85,27.94,28.23,28.3,28.34,28.34,26.45,26.45,26.45,26.45,Upgrade
30,Additional Paid-In Capital,2463,2509.0,2665,2707.0,2730,2730.0,1647,1645.0,1645,1645,Upgrade
31,Retained Earnings,4492,4253.0,4241,4006.0,4499,4285.0,4010,3366.0,3008,2495,Upgrade
32,Comprehensive Income & Other,764.37,911.78,1029,1387.0,1635,1616.0,1043,978.92,529.71,609.73,Upgrade
33,Total Common Equity,7747,7701.0,7964,8128.0,8892,8659.0,6726,6016.0,5208,4775,Upgrade
34,Minority Interest,996.2,992.11,1049,1007.0,929.94,858.0,772.75,715.31,732.67,660.7,Upgrade
35,Shareholders' Equity,8743,8693.0,9013,9135.0,9822,9517.0,7499,6731.0,5941,5436,Upgrade
36,Total Liabilities & Equity,26095,26430.0,26618,26311.0,26608,26673.0,24260,23634.0,21037,20289,Upgrade
37,Total Debt,12514,12224.0,12421,11542.0,11418,11343.0,11392,11618.0,11190,11103,Upgrade
38,Net Cash (Debt),-9781,-10148.0,-8825,-9686.0,-8040,-8924.0,-8533,-9123.0,-8522,-8448,Upgrade
39,Net Cash Per Share,-3.50,-3.6,-3.12,-3.42,-2.83,-3.26,-3.22,-3.31,-3.35,-3.28,Upgrade
40,Filing Date Shares Outstanding,2785,2794.0,2822,2830.0,2834,2834.0,2645,2645.0,2645,2645,Upgrade
41,Total Common Shares Outstanding,2785,2794.0,2822,2830.0,2834,2834.0,2645,2645.0,2645,2645,Upgrade
42,Working Capital,-5077,-5274.0,-1531,-4233.0,-3184,-1318.0,-4871,-4916.0,-2252,-1559,Upgrade
43,Book Value Per Share,2.78,2.76,2.82,2.87,3.14,3.06,2.54,2.27,1.97,1.81,Upgrade
44,Tangible Book Value,5936,5835.0,6085,6127.0,7081,6784.0,4928,4200.0,3224,2717,Upgrade
45,Tangible Book Value Per Share,2.13,2.09,2.16,2.17,2.50,2.39,1.86,1.59,1.22,1.03,Upgrade
46,Buildings,-,1193.0,-,1203.0,-,1268.0,-,1101.0,-,944.68,Upgrade
47,Machinery,-,1540.0,-,1356.0,-,1302.0,-,1154.0,-,959.06,Upgrade
48,Construction In Progress,-,3656.0,-,3763.0,-,3789.0,-,2970.0,-,2362,Upgrade
