,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,7255,6622,7021,6382,6615,5520,5825,4267,4277,3822,Upgrade
1,Revenue Growth (YoY),3.33%,3.76%,6.14%,15.63%,13.57%,29.36%,36.20%,11.65%,-1.05%,-2.70%,Upgrade
2,"Selling, General & Admin",398.16,453.89,414.14,402.6,406.84,449.42,387.33,373.32,290.07,381.04,Upgrade
3,Provision for Bad Debts,0.41,-3.82,-,-2.19,-,-1.84,-,38.73,-,-10.13,Upgrade
4,Other Operating Expenses,6241,5942,5790,5598,5433,4555,4600,3586,3011,3051,Upgrade
5,Total Operating Expenses,6639,6392,6204,5999,5839,5003,4987,3998,3301,3422,Upgrade
6,Operating Income,615.72,230.32,817.43,383.79,775.56,516.79,837.23,269.01,975.89,399.61,Upgrade
7,Interest Expense,-277.44,-417.41,-238.65,-224.58,-104.8,-113.79,-75.84,-108.92,-146.93,-233.29,Upgrade
8,Interest Income,-,35.19,-,32.73,-,38.58,-,20.12,18.68,9.4,Upgrade
9,Net Interest Expense,-277.44,-382.22,-238.65,-191.86,-104.8,-75.21,-75.84,-88.8,-128.25,-223.89,Upgrade
10,Income (Loss) on Equity Investments,13.82,15.36,15.17,12.28,18.96,36.35,12.73,26.93,23.16,30.63,Upgrade
11,Currency Exchange Gain (Loss),-57.18,197.6,-242.24,-161.54,-361,126.1,98.37,711.05,-153.53,-238.69,Upgrade
12,Other Non-Operating Income (Expenses),115.81,91.94,94.41,48.38,94.68,57.97,50.52,-49.1,100.93,26.05,Upgrade
13,EBT Excluding Unusual Items,410.75,152.99,446.11,91.05,423.4,662,923.01,869.08,818.2,-6.28,Upgrade
14,Gain (Loss) on Sale of Assets,-0.57,-12.62,-1.11,-1.49,0.25,-3,-0.15,-6.78,0.37,-4,Upgrade
15,Asset Writedown,-,-0.43,-,-0.56,-,-0.56,-,-265.76,-,-1.58,Upgrade
16,Other Unusual Items,-,0.36,-,1.99,-,0.19,-,0.32,-,-,Upgrade
17,Pretax Income,410.18,140.3,445,91,423.65,658.64,922.87,596.87,818.57,-11.86,Upgrade
18,Income Tax Expense,147.34,120.59,164.26,118.28,153.45,91.38,227.48,43.08,259.11,54.32,Upgrade
19,Earnings From Continuing Ops.,262.84,19.71,280.75,-27.29,270.2,567.26,695.38,553.79,559.45,-66.18,Upgrade
20,Minority Interest in Earnings,-23.76,-8.74,-45,-12.62,-56.22,-22.43,-51.21,-10.26,-46.36,-10.99,Upgrade
21,Net Income,239.08,10.97,235.75,-39.91,213.98,544.83,644.17,543.53,513.09,-77.17,Upgrade
22,Net Income to Common,239.08,10.97,235.75,-39.91,213.98,544.83,644.17,543.53,513.09,-77.17,Upgrade
23,Net Income Growth,1.41%,-,10.17%,-,-66.78%,0.24%,25.55%,-,1.14%,-,Upgrade
24,Shares Outstanding (Basic),2791,2818,2827,2833,2834,2735,2645,2749,2540,2543,Upgrade
25,Shares Outstanding (Diluted),2791,2818,2827,2834,2838,2739,2648,2754,2544,2573,Upgrade
26,Shares Change (YoY),-1.30%,-0.57%,-0.36%,3.47%,7.16%,-0.53%,4.08%,7.06%,-0.92%,0.95%,Upgrade
27,EPS (Basic),0.09,0.00,0.08,-0.01,0.08,0.20,0.24,0.20,0.20,-0.03,Upgrade
28,EPS (Diluted),0.09,0.00,0.08,-0.01,0.08,0.20,0.24,0.20,0.20,-0.03,Upgrade
29,EPS Growth,2.72%,-,10.61%,-,-69.00%,0.85%,20.58%,-,2.13%,-,Upgrade
30,Free Cash Flow,317,-35.77,615.98,-753.93,942.08,-129.1,411.81,-604.8,617.81,-966.93,Upgrade
31,Free Cash Flow Per Share,0.11,-0.01,0.22,-0.27,0.33,-0.05,0.16,-0.22,0.24,-0.38,Upgrade
32,Dividend Per Share,-,-,-,-,0.030,0.080,0.030,0.070,0.020,0.050,Upgrade
33,Dividend Growth,-,-,-,-,0%,14.29%,50.00%,40.00%,0%,-,Upgrade
34,Profit Margin,3.30%,0.17%,3.36%,-0.63%,3.23%,9.87%,11.06%,12.74%,12.00%,-2.02%,Upgrade
35,Free Cash Flow Margin,4.37%,-0.54%,8.77%,-11.81%,14.24%,-2.34%,7.07%,-14.17%,14.45%,-25.30%,Upgrade
36,EBITDA,907.95,488.75,1139,657.49,1045,779.59,1077,496.53,1177,587.67,Upgrade
37,D&A For EBITDA,292.22,258.43,321.69,273.7,269.46,262.8,239.4,227.52,201.17,188.05,Upgrade
38,EBIT,615.72,230.32,817.43,383.79,775.56,516.79,837.23,269.01,975.89,399.61,Upgrade
