,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,937,596,279,635,772,870,961,1156,1384,928,1367,Upgrade
1,Market Cap Growth,-24.69%,-6.15%,-63.80%,-26.97%,-19.66%,-24.79%,-30.59%,24.64%,1.26%,7.76%,13.73%,Upgrade
2,Enterprise Value,1626,1355,975,1385,1479,1818,2289,996,1436,1305,1376,Upgrade
3,Last Close Price,0.40,0.30,0.14,0.33,0.40,0.45,0.59,0.71,0.85,0.57,0.84,Upgrade
4,PE Ratio,62.04,26.98,-,36.36,-,-,-,-,5.12,-11.60,-,Upgrade
5,Forward PE,-,6.46,6.46,6.46,6.46,6.46,6.46,6.46,6.46,6.46,6.46,Upgrade
6,PS Ratio,0.14,0.24,-,0.21,-,0.59,0.34,0.19,0.24,0.18,0.31,Upgrade
7,PB Ratio,1.54,0.44,0.20,0.47,0.54,0.55,0.63,0.76,0.32,0.24,0.36,Upgrade
8,P/TBV Ratio,1.21,1.21,0.59,1.44,1.75,1.76,2.58,2.97,0.43,0.33,0.49,Upgrade
9,P/FCF Ratio,-,-,-,16.82,-,1.80,-0.89,-,3.21,-41.98,-,Upgrade
10,P/OCF Ratio,-,-,-,15.08,-,1.75,-0.90,-,3.03,404.92,-,Upgrade
11,PEG Ratio,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,Upgrade
12,EV/Sales Ratio,0.30,0.54,-,0.46,-,1.23,0.81,0.17,0.25,0.26,0.31,Upgrade
13,EV/EBITDA Ratio,28.30,30.59,-,65.48,-,-,-,3.87,3.81,2.83,3.23,Upgrade
14,EV/EBIT Ratio,49.15,38.02,-,118.03,-,-,-,4.40,4.15,3.02,3.49,Upgrade
15,EV/FCF Ratio,-8.20,-,-,36.67,-,3.77,-2.12,-,3.33,-59.05,-,Upgrade
16,Debt / Equity Ratio,0.33,0.33,0.35,0.35,0.34,0.35,0.21,0.22,0.07,0.06,0.05,Upgrade
17,Debt / FCF Ratio,-,-,-,12.44,-,1.16,-0.29,-,0.67,-10.96,-,Upgrade
18,Return on Capital Employed (ROCE),2.46%,2.65%,-,0.85%,-,-,-,14.46%,7.91%,10.97%,10.17%,Upgrade
19,Earnings Yield,2.17%,3.71%,-,2.75%,-,-6.53%,-308.28%,-237.33%,19.52%,-8.62%,-9.51%,Upgrade
20,FCF Yield,-21.16%,-4.14%,-,5.95%,-,55.41%,-112.13%,-107.81%,31.20%,-2.38%,0.07%,Upgrade
21,Buyback Yield / Dilution,-2.22%,-,-,-9.70%,-,-9.39%,0.02%,-0.06%,-0.13%,-0.19%,-0.10%,Upgrade
22,Total Shareholder Return,-2.22%,-,-,-9.70%,-,-9.39%,0.02%,-0.06%,-0.13%,-0.19%,-0.10%,Upgrade
