,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,545.31,524.68,598.22,589.23,702.94,316.81,7.54,1193,964.36,610.68,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,13.13,-,51.82,24.18,Upgrade
2,Cash & Short-Term Investments,545.31,524.68,598.22,589.23,702.94,316.81,20.67,1193,1016,634.86,Upgrade
3,Cash Growth,-8.84%,-10.95%,-14.90%,85.99%,3300.63%,-73.44%,-97.97%,87.91%,23.55%,-2.12%,Upgrade
4,Accounts Receivable,57.41,57.06,19.11,20.86,22.51,23.51,39.24,94.69,345.85,364.47,Upgrade
5,Other Receivables,88.46,80.91,110.68,88.9,75.37,41.73,33.42,132.7,139.6,62.22,Upgrade
6,Receivables,145.87,137.97,129.78,109.75,97.88,65.23,72.66,227.39,485.44,426.69,Upgrade
7,Inventory,1117,1092,1141,1060,1042,1058,1487,2654,2364,2346,Upgrade
8,Restricted Cash,-,-,40,5.29,49.65,100.42,85.93,76.37,53.05,25.35,Upgrade
9,Other Current Assets,40.82,108.82,204.9,166.9,89.9,40,40.06,47.01,127,-,Upgrade
10,Total Current Assets,1849,1864,2114,1931,1982,1580,1706,4198,4046,3432,Upgrade
11,"Property, Plant & Equipment",123.3,133.33,147.8,148.58,155.8,165.57,180.04,172.55,175.19,168.36,Upgrade
12,Long-Term Investments,0.01,0.01,7.33,7.35,7.36,7.38,7.39,7.41,7.42,8.96,Upgrade
13,Goodwill,3.97,12.48,12.48,12.48,14.22,-,-,-,-,-,Upgrade
14,Other Intangible Assets,8.34,8.91,32.07,34.32,91.51,97.21,95.58,100.94,101.53,88.46,Upgrade
15,Long-Term Deferred Tax Assets,5.29,4.71,6.08,6.3,7.69,8.63,9.85,15.97,14.07,6.76,Upgrade
16,Other Long-Term Assets,-,-,1.75,3.48,5.3,2.29,14.21,20.85,49.67,274.68,Upgrade
17,Total Assets,1990,2023,2322,2143,2264,1861,2013,4516,4394,3980,Upgrade
18,Accounts Payable,110.3,189.83,291.23,239.71,183.43,112.23,179.27,225.04,150.17,80.12,Upgrade
19,Accrued Expenses,22.43,15.15,10,13.7,20.95,10.89,17.97,95.9,66.43,82.5,Upgrade
20,Short-Term Debt,407.2,421.2,426.5,425.57,469.19,249.28,271.34,234.37,206.35,148.88,Upgrade
21,Current Portion of Leases,2.36,3.99,5.94,3.72,3.19,3.97,3.45,6.66,8.71,5.93,Upgrade
22,Current Income Taxes Payable,11.36,9.29,6.03,8.17,5.9,9.06,13.56,27.07,18.38,32.31,Upgrade
23,Current Unearned Revenue,2.66,4.3,19.16,19.19,23.86,21.71,25.95,57.21,76.11,64.34,Upgrade
24,Other Current Liabilities,180.8,135.55,288.63,160.24,174.21,192.95,200.48,187.4,282.99,96.19,Upgrade
