,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,951,903,1036,1258,2107,3071,3553,4347,4772,3749,4596,Upgrade
1,Market Cap Growth,-28.23%,-28.23%,-50.86%,-59.02%,-40.68%,-29.36%,-25.55%,15.97%,3.82%,-45.97%,-21.11%,Upgrade
2,Enterprise Value,5918,6285,7027,7149,7973,8834,10320,11398,11682,12708,12551,Upgrade
3,Last Close Price,1.58,1.48,1.66,1.99,3.29,4.77,5.49,6.70,6.87,5.22,6.37,Upgrade
4,PE Ratio,-,-,-,-,-,-,50.63,27.06,31.61,27.65,26.55,Upgrade
5,PS Ratio,1.81,1.72,2.06,3.08,5.57,6.92,6.72,7.76,7.88,5.35,5.58,Upgrade
6,PB Ratio,0.24,0.23,0.25,0.28,0.45,0.62,0.65,0.74,0.76,0.61,0.74,Upgrade
7,P/FCF Ratio,2.42,2.42,4.53,4.28,6.64,70.67,-,10.65,10.36,6.63,7.28,Upgrade
8,P/OCF Ratio,2.42,2.42,4.53,4.28,6.64,70.67,-,10.65,10.36,6.63,7.28,Upgrade
9,EV/Sales Ratio,11.28,11.98,14.00,17.49,21.09,19.92,19.53,20.34,19.29,18.13,15.24,Upgrade
10,EV/EBITDA Ratio,18.32,20.06,24.15,32.62,40.98,35.95,29.59,27.70,25.40,24.83,21.01,Upgrade
11,EV/EBIT Ratio,21.33,22.65,27.32,38.11,48.94,41.33,32.57,29.82,26.95,25.99,22.09,Upgrade
12,EV/FCF Ratio,16.81,16.81,30.73,24.32,25.11,203.31,-,27.93,25.37,22.46,19.88,Upgrade
13,Debt / Equity Ratio,1.81,1.81,1.92,1.85,1.78,1.68,1.55,1.75,1.68,1.88,2.24,Upgrade
14,Debt / FCF Ratio,19.34,19.34,34.24,28.23,26.29,192.35,-,25.15,22.77,20.40,22.16,Upgrade
15,Earnings Yield,-51.39%,-54.14%,-82.44%,-60.02%,-18.21%,-1.98%,1.97%,3.70%,3.16%,3.62%,3.77%,Upgrade
16,FCF Yield,41.39%,41.39%,22.08%,23.36%,15.07%,1.41%,3.99%,9.39%,9.65%,15.09%,13.73%,Upgrade
17,Dividend Yield,3.16%,3.38%,3.01%,2.51%,1.52%,1.05%,0.91%,0.75%,0.73%,0.96%,0.79%,Upgrade
18,Buyback Yield / Dilution,-,-,-,-0.05%,5.43%,7.76%,3.86%,1.48%,0.00%,-0.07%,Upgrade,
19,Total Shareholder Return,3.16%,3.38%,3.01%,2.51%,1.47%,6.48%,8.67%,4.61%,2.21%,0.96%,0.71%,Upgrade
