,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q3 2020,Q2 2020,+8 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+8 Quarters
0,Market Capitalization,496,471,514,603,691,569,671,1061,389,533,565,492,606,720,366,284,199,189,189,152,238,Upgrade
1,Market Cap Growth,-17.18%,-17.18%,-23.36%,-43.21%,77.70%,6.65%,18.65%,115.57%,-35.78%,-25.91%,54.49%,73.64%,203.77%,280.42%,93.38%,86.77%,-16.07%,56.36%,168.75%,39.11%,-43.16%,Upgrade
2,Enterprise Value,557,512,557,668,756,620,722,1108,435,599,631,496,609,722,368,294,183,173,146,108,175,Upgrade
3,Last Close Price,0.52,0.52,0.58,0.68,0.78,0.69,0.85,1.44,0.53,0.76,0.93,0.81,1.01,1.20,0.61,0.59,0.41,0.43,0.43,0.34,0.54,Upgrade
4,PS Ratio,4.37,4.50,6.54,9.26,13.79,-,19.72,31.90,12.46,-,10.80,8.95,10.57,12.46,6.62,5.47,3.49,3.12,2.94,2.13,3.49,Upgrade
5,PB Ratio,5.78,5.78,6.30,5.72,-,6.72,13.18,20.85,-,7.03,9.17,7.98,-,7.97,5.77,4.47,-,-,-,-,2.71,Upgrade
6,P/TBV Ratio,19.82,19.82,21.63,9.54,-,18.56,52.99,83.85,-,18.67,24.01,20.91,-,15.98,15.31,11.86,-,-,-,-,2.72,Upgrade
7,EV/Sales Ratio,5.32,4.89,7.08,10.26,15.09,-,21.24,33.30,13.94,-,12.04,9.01,10.63,12.49,6.65,5.67,3.20,2.85,2.27,1.52,2.56,Upgrade
8,Debt / Equity Ratio,0.81,0.81,0.81,0.63,-,0.83,1.34,1.34,-,0.76,1.35,1.35,-,0.28,0.57,0.57,-,-,-,-,0.27,Upgrade
9,Asset Turnover,0.47,0.47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
10,Inventory Turnover,11.93,13.46,14.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
11,Quick Ratio,0.82,0.82,0.82,1.84,-,0.49,-,0.42,-,0.70,-,0.48,-,1.45,-,0.91,-,-,-,-,3.18,Upgrade
12,Current Ratio,1.16,1.16,1.16,2.31,-,0.90,-,0.57,-,1.04,-,0.80,-,1.94,-,1.04,-,-,-,-,3.27,Upgrade
13,Return on Equity (ROE),-97.88%,-85.37%,-,-,-,-240.08%,-,-,-,-135.67%,-,-,-73.69%,-77.76%,-,-,-,-,-,-14.42%,Upgrade,
14,Return on Assets (ROA),-20.62%,-20.66%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
15,Return on Capital (ROIC),-30.91%,-28.56%,-,-,-,-64.21%,-,-,-,-35.56%,-,-,-33.79%,-30.73%,-,-,-,-,-,-8.70%,Upgrade,
16,Earnings Yield,-22.98%,-24.20%,-18.29%,-17.27%,-21.97%,-,-21.39%,-12.63%,-15.08%,-,-12.33%,-12.46%,-9.69%,-7.16%,-11.70%,-13.83%,-12.25%,-10.96%,-8.64%,-5.72%,-3.85%,Upgrade
17,FCF Yield,-16.73%,-6.53%,-2.99%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
18,Buyback Yield / Dilution,-16.32%,-,-16.74%,-20.64%,-17.10%,-,-25.58%,-22.13%,-21.67%,-,-11.41%,-25.02%,-28.43%,-36.32%,-23.98%,-9.23%,-6.14%,-,-0.05%,-,-,Upgrade
19,Total Shareholder Return,-16.32%,-,-16.74%,-20.64%,-17.10%,-,-25.58%,-22.13%,-21.67%,-,-11.41%,-25.02%,-28.43%,-36.32%,-23.98%,-9.23%,-6.14%,-,-0.05%,-,-,Upgrade
