,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,49,32,39,62,42,65,71,93,105,147,207,Upgrade
1,Market Cap Growth,-49.37%,-49.37%,-8.61%,-4.18%,-40.00%,-30.30%,-32.43%,-36.54%,-49.32%,-50.94%,-31.78%,Upgrade
2,Enterprise Value,53,44,56,80,60,68,70,96,92,97,144,Upgrade
3,Last Close Price,0.14,0.15,0.22,0.42,0.30,0.46,0.50,0.66,0.74,1.04,1.46,Upgrade
4,PS Ratio,0.32,0.40,0.60,0.94,0.52,0.86,0.78,1.13,1.21,1.77,2.81,Upgrade
5,PB Ratio,0.21,0.21,0.23,0.30,0.19,0.23,0.22,0.26,0.28,0.40,0.53,Upgrade
6,P/TBV Ratio,0.26,0.26,0.29,0.36,0.22,0.27,0.25,0.30,0.32,0.46,0.60,Upgrade
7,P/FCF Ratio,16.84,10.93,-77.80,-,-,-,-,-32.30,-,-,-,Upgrade
8,P/OCF Ratio,10.82,10.82,-176.21,-,-,-,-,56.07,-,-,-,Upgrade
9,EV/Sales Ratio,0.67,0.56,0.86,1.21,0.74,0.90,0.76,1.16,1.06,1.16,1.96,Upgrade
10,EV/EBITDA Ratio,-,-,-,-,-,-,-6.18,-,-,-,-,Upgrade
11,EV/FCF Ratio,18.47,15.34,-111.52,-,-,-,-,-33.13,-,-,-,Upgrade
12,Debt / Equity Ratio,0.06,0.06,0.11,0.09,0.10,0.07,0.05,0.03,0.03,0.03,0.02,Upgrade
13,Debt / FCF Ratio,3.04,3.04,-35.83,-,-,-,-,-3.60,-,-,-,Upgrade
14,Earnings Yield,-148.32%,-228.53%,-169.12%,-83.29%,-164.68%,-102.85%,-87.28%,-36.68%,-34.51%,-48.99%,-37.07%,Upgrade
15,FCF Yield,5.94%,9.15%,-1.29%,-7.14%,-29.36%,-24.58%,0.58%,-3.10%,-48.93%,-36.91%,-12.28%,Upgrade
16,Buyback Yield / Dilution,-24.19%,-33.34%,-14.81%,-2.51%,0.00%,0.00%,0.00%,-,-,-,-,Upgrade
17,Total Shareholder Return,-24.19%,-33.34%,-14.81%,-2.51%,0.00%,0.00%,0.00%,-,-,-,-,Upgrade
