,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,30.77,43.45,15.04,46.48,25.81,38.83,35.42,33.28,39.49,36.39,Upgrade
1,Revenue Growth (YoY),104.56%,-6.52%,-41.72%,19.70%,-27.12%,16.67%,-10.30%,-8.55%,34.78%,-14.59%,Upgrade
2,Cost of Revenue,19.87,27.98,8.86,28.59,16.85,30.61,28.4,28.95,36.91,36.33,Upgrade
3,Gross Profit,10.9,15.47,6.18,17.89,8.96,8.22,7.02,4.33,2.57,0.06,Upgrade
4,"Selling, General & Admin",15.09,24.13,12.64,30.18,16.57,8.64,15.69,9.67,12.75,14.09,Upgrade
5,Other Operating Expenses,-,-,-,-,-,-,-,-,-,0.01,Upgrade
6,Operating Expenses,16.83,30.26,16.1,54.12,30.53,9.41,22.41,16.58,20.28,39.11,Upgrade
7,Operating Income,-5.93,-14.79,-9.91,-36.23,-21.57,-1.19,-15.39,-12.25,-17.71,-39.05,Upgrade
8,Interest Expense,-0.31,-0.58,-0.96,-0.96,-0.92,-0.44,-0.36,-0.32,-0.32,-0.16,Upgrade
9,Interest & Investment Income,0.33,1.8,1.9,0.87,0,0,0,-,0,-,Upgrade
10,Currency Exchange Gain (Loss),-0.09,-0.01,-0.05,0.03,0.02,0,-,-0.02,0.01,0.01,Upgrade
11,Other Non Operating Income (Expenses),-10.49,-9.89,0.03,-2.14,0.06,1.16,0.03,-0,0.09,0.3,Upgrade
12,EBT Excluding Unusual Items,-16.49,-23.47,-8.99,-38.44,-22.41,-0.47,-15.72,-12.6,-17.92,-38.9,Upgrade
13,Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-0.21,0.06,0.39,Upgrade
14,Asset Writedown,-,-27.32,-,-,-,-33.54,-,-,-,-,Upgrade
15,Legal Settlements,-,-,-,-,-,-,-,-,-,-9.4,Upgrade
16,Other Unusual Items,-,0.03,-,0.08,-,-,-,0.21,-,0.01,Upgrade
17,Pretax Income,-16.49,-50.75,-8.99,-38.35,-22.41,-34.01,-15.72,-12.6,-17.85,-47.9,Upgrade
18,Income Tax Expense,0.11,-0.14,-,0.77,0.36,0.42,0.19,-,-,-,Upgrade
19,Net Income,-16.59,-50.61,-8.99,-39.12,-22.76,-34.43,-15.91,-12.6,-17.85,-47.9,Upgrade
20,Net Income to Common,-16.59,-50.61,-8.99,-39.12,-22.76,-34.43,-15.91,-12.6,-17.85,-47.9,Upgrade
21,Shares Outstanding (Basic),194,163,145,142,142,142,142,142,142,142,Upgrade
22,Shares Outstanding (Diluted),194,163,145,142,142,142,142,142,142,142,Upgrade
23,Shares Change (YoY),33.34%,14.81%,2.51%,-0.00%,-0.00%,-0.00%,-,-,-,-,Upgrade
24,EPS (Basic),-0.09,-0.31,-0.06,-0.28,-0.16,-0.24,-0.11,-0.09,-0.13,-0.34,Upgrade
25,EPS (Diluted),-0.09,-0.31,-0.06,-0.28,-0.16,-0.24,-0.11,-0.09,-0.13,-0.34,Upgrade
26,Free Cash Flow,2.2,0.49,-0.95,-3.18,-7.85,-5.82,6.15,-8.56,-34.62,-14.93,Upgrade
27,Free Cash Flow Per Share,0.01,0.00,-0.01,-0.02,-0.06,-0.04,0.04,-0.06,-0.24,-0.11,Upgrade
28,Operating Margin,-19.26%,-34.03%,-65.90%,-77.95%,-83.55%,-3.07%,-43.46%,-36.81%,-44.84%,-107.31%,Upgrade
29,Profit Margin,-53.92%,-116.49%,-59.74%,-84.18%,-88.17%,-88.68%,-44.92%,-37.85%,-45.21%,-131.62%,Upgrade
30,Free Cash Flow Margin,7.14%,1.14%,-6.30%,-6.84%,-30.41%,-14.98%,17.36%,-25.71%,-87.66%,-41.02%,Upgrade
31,EBITDA,-5.29,-13.18,-9.64,-35.19,-20.25,4.27,-13.46,-5.75,-11.21,-31.02,Upgrade
32,D&A For EBITDA,0.64,1.61,0.28,1.04,1.32,5.46,1.94,6.5,6.49,8.03,Upgrade
33,EBIT,-5.93,-14.79,-9.91,-36.23,-21.57,-1.19,-15.39,-12.25,-17.71,-39.05,Upgrade
