,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,6993,4539,4561,5694,5274,6744,6053,9301,3947,3510,1990
1,Market Cap Growth,-20.29%,-20.29%,-13.52%,-15.57%,-12.88%,-27.49%,53.36%,164.96%,98.33%,76.39%,-
2,Enterprise Value,5177,2628,2104,3339,3563,5321,4683,7913,2802,2434,1051
3,Last Close Price,25.30,15.91,14.77,18.45,16.25,20.78,18.28,27.66,11.51,10.23,5.66
4,PE Ratio,12.35,8.02,8.40,11.64,11.32,15.69,15.33,29.52,15.14,18.97,15.51
5,Forward PE,11.55,7.07,6.50,9.02,8.74,11.92,-,-,-,-,-
6,PS Ratio,1.99,1.29,1.47,2.25,2.35,3.51,3.53,6.81,3.46,4.00,2.53
7,PB Ratio,4.65,2.89,2.69,4.15,3.63,5.44,5.07,8.88,3.87,4.22,2.45
8,P/TBV Ratio,3.03,3.03,2.79,4.33,3.74,5.62,5.24,9.06,3.95,4.25,2.46
9,P/FCF Ratio,15.44,10.02,4.58,4.11,4.24,9.55,21.49,30.07,10.74,12.50,11.59
10,P/OCF Ratio,9.46,9.46,4.46,4.04,4.15,9.32,20.35,28.57,10.46,12.35,11.22
11,PEG Ratio,0.19,0.19,0.19,0.19,0.19,0.19,-,-,-,-,-
12,EV/Sales Ratio,1.47,0.75,0.68,1.32,1.59,2.77,2.73,5.80,2.46,2.77,1.34
13,EV/EBITDA Ratio,7.10,3.64,3.19,5.50,6.04,9.89,9.68,21.38,9.35,11.20,6.63
14,EV/EBIT Ratio,7.28,3.72,3.26,5.58,6.12,10.01,9.81,21.71,9.49,11.34,6.76
15,EV/FCF Ratio,11.43,5.80,2.11,2.41,2.86,7.54,16.63,25.58,7.62,8.67,6.12
16,Debt / Equity Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
17,Debt / FCF Ratio,0.01,0.01,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.02
18,Return on Capital Employed (ROCE),44.62%,44.62%,37.48%,43.20%,39.24%,42.35%,39.95%,34.76%,28.92%,25.79%,19.09%
19,Earnings Yield,8.10%,12.47%,11.90%,8.59%,8.83%,6.37%,6.52%,3.39%,6.61%,5.27%,6.45%
20,FCF Yield,6.48%,9.98%,21.84%,24.33%,23.60%,10.47%,4.65%,3.33%,9.31%,8.00%,8.62%
21,Dividend Yield,4.98%,3.96%,-,-,-,-,4.66%,1.37%,-,-,-
22,Buyback Yield / Dilution,-,-,-,-,-,-,-,0.10%,-13.19%,-38.34%,
23,Total Shareholder Return,4.98%,3.96%,-,-,-,-,4.66%,1.37%,0.10%,-13.19%,-38.34%
