,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,1650,1619,1190,1151,831.51,807.76,591.19,544.22,415.98,384.57
1,Revenue Growth (YoY),38.68%,40.66%,43.12%,42.51%,40.65%,48.42%,42.12%,41.51%,31.10%,33.56%
2,Cost of Revenue,1229,1241,872.04,821.12,569.26,553.32,395.95,383.6,279.28,279.33
3,Gross Profit,421.75,377.86,318.03,330.01,262.24,254.44,195.24,160.62,136.7,105.25
4,"Selling, General & Admin",60.63,53.66,40.73,45.89,24.46,38.89,18.48,29.67,12.78,30.48
5,Other Operating Expenses,-2.3,-4.28,-4.47,-7.84,-6.05,-6.13,-2.68,-2.43,-2.82,-4.58
6,Operating Expenses,71.05,70.57,39.36,54.69,22.26,40.66,20.04,32.74,15.96,30.36
7,Operating Income,350.7,307.28,278.67,275.32,239.99,213.78,175.2,127.88,120.74,74.88
8,Interest Expense,-0.06,-0.31,-0.34,-0.74,-2,-0.45,-0.24,-0.32,-0.23,-0.74
9,Interest & Investment Income,40.53,36.31,31.09,25.09,19.51,15.16,17.7,16.63,14.34,15.63
10,Earnings From Equity Investments,0.55,3.34,5.14,1.66,1.77,0.28,0.99,1.48,-0.92,-2.5
11,Currency Exchange Gain (Loss),-,-8.33,0,0.3,0.13,0.78,0.14,-0.66,-0.61,-0.54
12,EBT Excluding Unusual Items,391.71,338.3,314.56,301.62,259.39,229.55,193.79,145.02,133.33,86.73
13,Gain (Loss) on Sale of Investments,0.1,-,-,-,0.16,0.08,0.33,0.05,0.73,0.35
14,Gain (Loss) on Sale of Assets,-0.13,-0.25,-0.07,-0.09,-0.02,0.22,-0.74,-0.06,-0,-0.12
15,Other Unusual Items,-,-,-,-,-,-,-,-,4.88,-
16,Pretax Income,391.68,338.05,314.49,301.53,259.53,229.85,193.37,145.02,138.93,86.97
17,Income Tax Expense,119.33,72.49,77.02,75.01,67.09,51.32,46.88,28.53,35.15,20.94
18,Earnings From Continuing Operations,272.35,265.56,237.47,226.53,192.44,178.53,146.49,116.49,103.78,66.03
19,Minority Interest in Earnings,-7.03,-4.01,-6.47,-4.81,-2.16,-1.82,-1.45,0.41,-1.13,-0.03
20,Net Income,265.32,261.55,231,221.71,190.28,176.71,145.04,116.9,102.65,66
21,Net Income to Common,265.32,261.55,231,221.71,190.28,176.71,145.04,116.9,102.65,66
22,Net Income Growth,14.86%,17.97%,21.40%,25.46%,31.20%,51.17%,41.29%,77.13%,110.85%,90.04%
23,Shares Outstanding (Basic),276,276,276,276,276,276,276,276,276,277
24,Shares Outstanding (Diluted),276,276,276,276,276,276,276,276,276,277
25,Shares Change (YoY),-,-,-,-,-,-,-,-0.10%,13.19%,38.34%
26,EPS (Basic),0.96,0.95,0.84,0.80,0.69,0.64,0.52,0.42,0.37,0.24
27,EPS (Diluted),0.96,0.95,0.84,0.80,0.69,0.64,0.52,0.42,0.37,0.24
28,EPS Growth,14.86%,17.97%,21.40%,25.46%,31.20%,51.17%,41.29%,77.30%,86.28%,37.38%
29,Free Cash Flow,160.53,261,643.05,639.14,462.02,140.59,88.83,168.35,141.2,114.76
30,Free Cash Flow Per Share,0.58,0.94,2.33,2.31,1.67,0.51,0.32,0.61,0.51,0.41
31,Dividend Per Share,0.586,-,-,-,-,0.379,0.315,-,-,-
32,Operating Margin,21.25%,18.98%,23.42%,23.92%,28.86%,26.47%,29.63%,23.50%,29.03%,19.47%
33,Profit Margin,16.08%,16.15%,19.41%,19.26%,22.88%,21.88%,24.53%,21.48%,24.68%,17.16%
34,Free Cash Flow Margin,9.73%,16.12%,54.03%,55.52%,55.56%,17.41%,15.03%,30.93%,33.94%,29.84%
35,EBITDA,357.68,314.85,283.05,278.85,243,216.26,177.79,130.03,122.36,75.66
36,D&A For EBITDA,6.99,7.56,4.38,3.54,3.02,2.48,2.59,2.15,1.62,0.78
37,EBIT,350.7,307.28,278.67,275.32,239.99,213.78,175.2,127.88,120.74,74.88
