,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,867.14,1455,2020,1950,1162,905.75,802.85,805.39,684.72,516.71
1,Short-Term Investments,786.47,335.83,301.92,173.33,333.89,263.56,356.88,382.36,367.82,453.3
2,Trading Asset Securities,100.1,-,-,-,-,24.04,-,-,-,-
3,Cash & Short-Term Investments,1754,1791,2322,2123,1496,1193,1160,1188,1053,970.01
4,Cash Growth,-24.46%,-15.64%,55.17%,77.92%,29.01%,0.47%,10.18%,22.45%,26.13%,105.18%
5,Accounts Receivable,508.51,393.21,459.35,273.03,277.29,143.16,122.6,58.31,79.71,22.94
6,Other Receivables,53.71,60.44,14.79,21.54,10.88,3.34,17.16,18.13,12.08,14.63
7,Receivables,562.22,453.65,474.14,294.57,288.17,146.5,139.76,76.45,91.79,37.58
8,Inventory,287.37,244.75,139.9,147.5,78.57,79.03,80.26,52.04,32.7,33.38
9,Restricted Cash,78.63,57.94,52.74,58.01,56.5,57.02,42.54,46.46,42.23,39.59
10,Other Current Assets,55.11,57.63,23.31,16.77,10.52,6.35,9.56,5.41,10.72,3.94
11,Total Current Assets,2737,2605,3012,2640,1930,1482,1432,1368,1230,1084
12,"Property, Plant & Equipment",43.29,43.42,32.27,26.49,20.8,19.03,16.52,14.6,11.67,12.9
13,Long-Term Investments,1363,1366,780.98,292.91,235.69,159.86,106.22,105.23,102.45,100.92
14,Other Intangible Assets,3.68,4.15,3.68,-,-,-,-,-,-,-
15,Long-Term Deferred Tax Assets,35.01,33.93,25.02,25.68,21.71,18.95,16.33,12.52,8.81,5.32
16,Other Long-Term Assets,2.44,1.9,6.46,8.85,8.49,4.55,1.7,2.12,-,-
17,Total Assets,4185,4055,3860,2994,2217,1685,1573,1503,1353,1204
18,Accounts Payable,225.24,194.74,151.02,130.4,68.04,59.17,32.41,31.11,43.51,38.74
19,Accrued Expenses,347.98,344.37,258.54,256.21,184.77,180.66,118.15,124.9,78.44,90.62
20,Current Portion of Leases,1.66,2.37,1.04,0.45,1.09,1.59,1.36,1.2,2.27,2.23
21,Current Income Taxes Payable,64.51,86.34,86.16,100.56,57.39,69.88,49.81,60.94,34.88,38.42
22,Current Unearned Revenue,1714,1556,1590,907.34,577.52,143.63,294.96,124.7,204.28,117.34
23,Other Current Liabilities,356.57,308.05,491.05,285.84,256.4,256.04,203.94,300.1,230.84,188.97
24,Total Current Liabilities,2710,2492,2578,1681,1145,710.96,700.64,642.95,594.23,476.32
25,Long-Term Leases,1.53,1.66,0.8,-,0.16,0.12,0.66,1.3,0.56,0.76
26,Long-Term Deferred Tax Liabilities,13.5,20,13.17,26.88,12.34,-,-,-,-,-
27,Total Liabilities,2725,2513,2592,1708,1158,711.08,701.3,644.26,594.79,477.08
28,Common Stock,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
29,Additional Paid-In Capital,82.85,82.85,82.85,82.85,82.85,193.91,280.9,412.53,412.53,492.65
30,Retained Earnings,1390,1470,1209,1229,1007,816.6,639.89,494.85,377.95,275.3
31,Comprehensive Income & Other,-73.23,-64.82,-69.84,-65.37,-65.13,-69.1,-67.82,-65.94,-38.4,-46.3
32,Total Common Equity,1400,1488,1222,1246,1025,941.59,853.15,841.63,752.27,721.83
33,Minority Interest,59.98,53.14,46.53,40.05,34.13,31.97,18.16,16.71,5.85,4.71
34,Shareholders' Equity,1460,1542,1268,1286,1059,973.56,871.31,858.33,758.11,726.55
35,Total Liabilities & Equity,4185,4055,3860,2994,2217,1685,1573,1503,1353,1204
36,Total Debt,3.19,4.02,1.84,0.45,1.25,1.71,2.02,2.51,2.83,2.99
37,Net Cash (Debt),1751,1787,2320,2123,1495,1192,1158,1185,1050,967.02
38,Net Cash Growth,-24.54%,-15.81%,55.17%,78.14%,29.13%,0.54%,10.29%,22.57%,26.56%,104.55%
39,Net Cash Per Share,6.33,6.47,8.39,7.68,5.41,4.31,4.19,4.29,3.80,3.50
40,Filing Date Shares Outstanding,276.41,276.41,276.41,276.41,276.41,276.41,276.41,276.41,276.41,276.41
41,Total Common Shares Outstanding,276.41,276.41,276.41,276.41,276.41,276.41,276.41,276.41,276.41,276.41
42,Working Capital,26.77,113.53,433.98,959.27,784.72,771.29,731.2,725.17,635.75,608.17
43,Book Value Per Share,5.06,5.38,4.42,4.51,3.71,3.41,3.09,3.04,2.72,2.61
44,Tangible Book Value,1396,1484,1218,1246,1025,941.59,853.15,841.63,752.27,721.83
45,Tangible Book Value Per Share,5.05,5.37,4.41,4.51,3.71,3.41,3.09,3.04,2.72,2.61
46,Machinery,-,66.34,-,42.53,-,29.43,-,27.93,-,21.69
