,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,17.92,6.96,6.81,6.53,5.29,8.42,11.52,23.41,24.19,19.22,Upgrade
1,Short-Term Investments,-,0.26,-,1.82,-,0.64,-,0.56,1.87,1.81,Upgrade
2,Trading Asset Securities,1.71,1.71,1.86,1.99,-,-,0.02,0.23,0.49,0.54,Upgrade
3,Cash & Short-Term Investments,19.63,8.93,8.67,10.33,5.29,9.06,11.54,24.21,26.54,21.57,Upgrade
4,Cash Growth,126.57%,-13.59%,63.95%,14.00%,-54.19%,-62.56%,-56.54%,12.22%,-74.58%,-80.73%,Upgrade
5,Accounts Receivable,4.95,7.75,5.54,5.39,4.5,8.58,9.34,29.6,9.62,12.46,Upgrade
6,Other Receivables,0.02,1.69,0.01,3.4,0.03,1.73,-,2.58,0.46,7,Upgrade
7,Receivables,354.65,344.62,368.28,345.71,262.14,240.44,226.5,252.85,285.05,263.36,Upgrade
8,Prepaid Expenses,5.43,2.51,4.46,1.09,6.21,0.81,9.14,1.65,1.02,1.02,Upgrade
9,Restricted Cash,117.16,80.81,58.35,52.22,52.77,57.24,61.51,51.19,43.99,48.96,Upgrade
10,Other Current Assets,-,-,-,-,-,-,-,0.08,-,0.2,Upgrade
11,Total Current Assets,496.87,436.87,439.75,409.35,326.4,307.54,308.69,329.97,356.61,335.1,Upgrade
12,"Property, Plant & Equipment",4.62,6.02,6.35,7.82,2.73,4.88,7.13,9.2,11.78,1.48,Upgrade
13,Long-Term Investments,-,-,-,-,-,-,-,-,2.34,3.78,Upgrade
14,Goodwill,-,-,4.25,4.25,4.25,4.25,7.37,7.37,3.17,3.17,Upgrade
15,Other Intangible Assets,0.06,0.11,1.23,1.51,1.78,2.06,2.69,3.02,4.96,5.29,Upgrade
16,Long-Term Deferred Tax Assets,-,-,-,-,0,0,0,0,0,0,Upgrade
17,Other Long-Term Assets,8.99,9.49,10.49,10.99,10,11.89,11.39,11.29,10,11,Upgrade
18,Total Assets,510.53,468.47,477.14,472.8,485.49,485.25,528.24,475.74,487.86,475.11,Upgrade
19,Accounts Payable,65.9,30.89,8.21,1.87,1.49,1.28,4.32,17.62,3.61,1.69,Upgrade
20,Accrued Expenses,53.04,13.65,33.62,13.32,29.66,5.01,32.72,5.57,9.09,4.58,Upgrade
21,Short-Term Debt,87.1,88.23,30.87,89.21,30.87,37.44,32.44,22.77,5.8,12.3,Upgrade
22,Current Portion of Long-Term Debt,-,-,57.86,-,57.19,49.21,50.21,43.21,36.34,43.35,Upgrade
23,Current Portion of Leases,2.66,2.61,2.68,2.42,2.33,4.58,4.53,4.3,4.26,0.4,Upgrade
24,Current Income Taxes Payable,-,-,-,-,-,-,0.01,0.01,0.07,0.01,Upgrade
25,Current Unearned Revenue,-,26.36,-,19.76,-,21.77,-,36.75,47.3,44.04,Upgrade
26,Total Current Liabilities,208.7,161.74,133.24,126.59,121.54,119.28,124.23,130.24,106.47,106.36,Upgrade
27,Long-Term Debt,-,-,-,-,1.62,-,-,-,-,-,Upgrade
28,Long-Term Leases,1.65,3.04,3.87,5.11,-,0.03,2.33,4.61,6.86,0.24,Upgrade
29,Long-Term Deferred Tax Liabilities,-,-,0.18,0.21,0.25,0.29,0.41,0.45,0.82,0.82,Upgrade
30,Total Liabilities,210.35,164.78,137.29,131.91,123.41,119.59,126.97,135.3,114.15,107.42,Upgrade
31,Common Stock,8.43,8.43,8.43,7.02,7.02,7.02,7.02,1.76,1.76,1.35,Upgrade
32,Additional Paid-In Capital,640.3,640.3,640.3,637.12,637.12,637.12,637.12,579.74,579.74,569.91,Upgrade
33,Retained Earnings,-350.26,-346.27,-308.96,-305.28,-279.5,-277.28,-241.65,-242.41,-156.68,-160.99,Upgrade
34,Comprehensive Income & Other,8.81,8.81,8.81,10.8,-2.56,-1.21,-1.21,1.36,-51.1,-42.57,Upgrade
35,Total Common Equity,307.27,311.27,348.57,349.67,362.08,365.65,401.28,340.44,373.71,367.7,Upgrade
36,Minority Interest,-7.09,-7.58,-8.72,-8.77,-,-,-,-,-,-,Upgrade
37,Shareholders' Equity,300.18,303.69,339.85,340.9,362.08,365.65,401.28,340.44,373.71,367.7,Upgrade
38,Total Liabilities & Equity,510.53,468.47,477.14,472.8,485.49,485.25,528.24,475.74,487.86,475.11,Upgrade
39,Total Debt,91.41,93.87,95.28,96.74,92.02,91.25,89.51,74.89,53.26,56.28,Upgrade
40,Net Cash (Debt),-71.78,-84.95,-86.61,-86.41,-86.73,-82.19,-77.97,-50.68,-26.72,-34.71,Upgrade
41,Net Cash Per Share,-1.83,-2.16,-2.13,-2.52,-2.53,-2.44,-2.37,-5.58,-3.78,-5.78,Upgrade
42,Filing Date Shares Outstanding,42.12,42.12,42.12,35.1,35.1,35.1,35.1,8.78,8.78,6.75,Upgrade
43,Total Common Shares Outstanding,42.12,42.12,42.12,35.1,35.1,35.1,35.1,8.78,8.78,6.75,Upgrade
44,Working Capital,288.16,275.12,306.51,282.76,204.86,188.27,184.46,199.73,250.14,228.73,Upgrade
45,Book Value Per Share,7.29,7.39,8.27,9.96,10.31,10.42,11.43,38.79,42.58,54.47,Upgrade
46,Tangible Book Value,307.21,311.16,343.09,343.91,356.04,359.34,391.21,330.05,365.59,359.23,Upgrade
47,Tangible Book Value Per Share,7.29,7.39,8.14,9.80,10.14,10.24,11.14,37.61,41.66,53.21,Upgrade
48,Machinery,-,2.91,-,1.57,-,1.55,-,1.6,-,1.47,Upgrade
49,Leasehold Improvements,-,0.37,-,3.58,-,3.58,-,3.53,-,3.41,Upgrade
