,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,1386,1407,1149,951,1149,1311,1648,2320,1013,833,1144,Upgrade
1,Market Cap Growth,47.91%,47.91%,0%,-27.47%,-30.25%,-43.48%,62.64%,178.42%,-11.43%,-35.44%,-9.09%,Upgrade
2,Enterprise Value,520,809,792,712,1169,1057,696,1494,509,733,1272,Upgrade
3,Last Close Price,0.65,0.62,0.55,0.45,0.55,0.74,0.93,1.31,0.40,0.33,0.45,Upgrade
4,PE Ratio,3.35,3.60,4.09,647.26,-,-,-,8.78,5.81,12.15,231.12,Upgrade
5,Forward PE,-,11.01,11.01,11.01,11.01,11.01,11.01,11.01,11.01,11.01,11.01,Upgrade
6,PS Ratio,0.40,0.43,0.40,0.63,0.58,0.36,0.34,0.44,0.23,0.30,0.58,Upgrade
7,PB Ratio,0.58,0.59,0.52,0.48,0.58,0.67,0.74,1.02,0.38,0.35,0.48,Upgrade
8,P/TBV Ratio,0.61,0.61,0.53,0.50,0.60,0.69,0.77,1.05,0.39,0.36,0.49,Upgrade
9,P/FCF Ratio,2.70,2.74,3.99,5.07,-5.91,-,-,3.71,1.31,1.14,139.57,Upgrade
10,P/OCF Ratio,2.34,2.34,3.63,4.01,-8.11,-,-,2.97,1.07,0.97,6.87,Upgrade
11,PEG Ratio,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,Upgrade
12,EV/Sales Ratio,0.16,0.25,0.28,0.47,0.59,0.29,0.14,0.28,0.12,0.26,0.65,Upgrade
13,EV/EBITDA Ratio,0.72,1.15,1.30,3.18,30.52,39.86,-,3.09,1.42,3.19,7.32,Upgrade
14,EV/EBIT Ratio,0.89,1.38,1.65,8.56,-,-,-,4.79,2.48,5.86,22.35,Upgrade
15,EV/FCF Ratio,1.01,1.57,2.75,3.80,-6.01,-,-,2.39,0.66,1.01,155.26,Upgrade
16,Debt / Equity Ratio,0.09,0.09,0.17,0.25,0.28,0.44,0.30,0.29,0.26,0.25,0.34,Upgrade
17,Debt / FCF Ratio,0.42,0.42,1.27,2.62,-2.88,-,-,1.06,0.88,0.82,99.95,Upgrade
18,Return on Capital Employed (ROCE),23.75%,23.75%,18.89%,3.56%,-,-,-,10.67%,6.07%,4.13%,1.90%,Upgrade
19,Earnings Yield,28.19%,27.76%,24.44%,0.15%,-20.48%,-20.37%,0.82%,11.39%,17.20%,8.23%,0.43%,Upgrade
20,FCF Yield,37.09%,36.53%,25.07%,19.71%,-16.91%,-45.99%,-0.28%,26.97%,76.36%,87.49%,0.72%,Upgrade
21,Dividend Yield,9.23%,4.80%,-,-,-,-,-,-,-,-,-,Upgrade
22,Buyback Yield / Dilution,-5.14%,-3.17%,-7.26%,-17.86%,-8.70%,-0.93%,-4.02%,-1.95%,0.14%,-,0.43%,Upgrade
23,Total Shareholder Return,4.09%,1.64%,-7.26%,-17.86%,-8.70%,-0.93%,-4.02%,-1.95%,0.14%,-,0.43%,Upgrade
