,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,1284,1768,823.53,584.41,1167,1939,2042,2351,1296,1268,Upgrade
1,Revenue Growth (YoY),55.95%,202.57%,-29.40%,-69.87%,-42.88%,-17.50%,57.53%,85.40%,163.13%,63.64%,Upgrade
2,Cost of Revenue,919.86,1337,625.92,574.14,1151,1923,1780,2078,1121,1034,Upgrade
3,Gross Profit,364.4,431.29,197.61,10.27,15.16,16.88,262.12,272.48,175.27,234.08,Upgrade
4,"Selling, General & Admin",129,127.1,70.84,96.3,71.73,128.32,173.33,159.76,96.71,121.89,Upgrade
5,Other Operating Expenses,-4.57,-7.8,-5.57,-7.58,-9.46,-30.08,-20.72,-30.48,-6.16,-8.26,Upgrade
6,Operating Expenses,122.95,126.77,66.85,64.05,62.81,100.47,117.63,157.85,117.39,177.9,Upgrade
7,Operating Income,241.45,304.52,130.76,-53.78,-47.65,-83.59,144.5,114.63,57.88,56.18,Upgrade
8,Interest Expense,-5.48,-9.16,-10.81,-12.18,-14.45,-12.78,-12.75,-13.69,-16.12,-15.56,Upgrade
9,Interest & Investment Income,8.67,9.52,3.89,1.63,3.09,5.45,4.57,5.91,5.39,9.74,Upgrade
10,Currency Exchange Gain (Loss),-6.92,-8.39,-26.25,-4.96,-11.2,-11.8,-4.59,24.53,-6.56,-13.83,Upgrade
11,Other Non Operating Income (Expenses),-1.83,-0.23,-0.19,-0.14,-1.87,-2.17,-1.88,10.59,-3.31,-4.69,Upgrade
12,EBT Excluding Unusual Items,235.89,296.26,97.41,-69.42,-72.09,-104.89,129.85,141.97,37.28,31.85,Upgrade
13,Impairment of Goodwill,-,-,-,-,-,-,-,-2.2,-,-,Upgrade
14,Gain (Loss) on Sale of Investments,-1.42,-,-,-,-,-,-,-,-,-,Upgrade
15,Gain (Loss) on Sale of Assets,-0.69,-0.87,0.03,-0.37,-,-0.15,0.32,-1.93,-,-0.65,Upgrade
16,Asset Writedown,-26.02,-3.35,-3.93,-9.49,-46.48,0.21,-5.52,-,-,-0.19,Upgrade
17,Other Unusual Items,-,0.03,-,-,-,-,-,-,-,-,Upgrade
18,Pretax Income,207.76,292.06,93.52,-79.28,-118.57,-104.84,124.65,137.83,37.28,32.67,Upgrade
19,Income Tax Expense,30.45,105.92,24.67,-11.79,22.18,-17.56,26.35,16.49,11.92,-4.47,Upgrade
20,Net Income,177.31,186.15,68.84,-67.48,-140.75,-87.28,98.3,121.35,25.36,37.14,Upgrade
21,Net Income to Common,177.31,186.15,68.84,-67.48,-140.75,-87.28,98.3,121.35,25.36,37.14,Upgrade
22,Net Income Growth,157.55%,-,-,-,-,-,287.58%,226.73%,-,365.76%,Upgrade
23,Shares Outstanding (Basic),2044,1982,1982,1848,1681,1682,1648,1634,1634,1634,Upgrade
24,Shares Outstanding (Diluted),2044,1982,1982,1848,1681,1700,1666,1634,1634,1636,Upgrade
25,Shares Change (YoY),3.17%,7.26%,17.86%,8.70%,0.93%,4.02%,1.95%,-0.14%,-,-0.43%,Upgrade
26,EPS (Basic),0.09,0.09,0.03,-0.04,-0.08,-0.05,0.06,0.07,0.02,0.02,Upgrade
27,EPS (Diluted),0.09,0.09,0.03,-0.04,-0.08,-0.05,0.06,0.07,0.02,0.02,Upgrade
28,EPS Growth,149.66%,-,-,-,-,-,280.24%,227.28%,-,365.07%,Upgrade
29,Free Cash Flow,371.97,106.35,155.22,18.25,-190.16,-324.69,320.97,199.3,452.13,212.45,Upgrade
30,Free Cash Flow Per Share,0.18,0.05,0.08,0.01,-0.11,-0.19,0.19,0.12,0.28,0.13,Upgrade
31,Dividend Per Share,0.028,-,-,-,-,-,-,-,-,-,Upgrade
32,Operating Margin,18.80%,17.22%,15.88%,-9.20%,-4.08%,-4.31%,7.08%,4.88%,4.47%,4.43%,Upgrade
33,Profit Margin,13.81%,10.53%,8.36%,-11.55%,-12.07%,-4.50%,4.81%,5.16%,1.96%,2.93%,Upgrade
34,Free Cash Flow Margin,28.96%,6.01%,18.85%,3.12%,-16.30%,-16.74%,15.72%,8.48%,34.88%,16.76%,Upgrade
35,EBITDA,300.01,354,198.42,8.57,25.31,-2.67,209.49,192.42,110.08,99.27,Upgrade
36,D&A For EBITDA,58.57,49.47,67.66,62.36,72.96,80.93,65,77.79,52.2,43.09,Upgrade
37,EBIT,241.45,304.52,130.76,-53.78,-47.65,-83.59,144.5,114.63,57.88,56.18,Upgrade
