,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,1110,693.44,701.54,700.39,736.11,650.19,627.37,1059,842.81,814.74,740.02,795.74,1024,891.61,866.28,731.65,1160,803.36,556.22,3039,Upgrade
1,Other Revenue,-86.15,86.15,-,192.94,-87.5,87.5,-,128.29,-52.94,52.94,-,179.26,-81.57,81.57,-,233.05,-63.23,63.23,-,138.53,Upgrade
2,Revenue,1024,779.59,701.54,893.33,648.61,737.69,627.37,1188,789.87,867.68,740.02,975,942.08,973.18,866.28,964.7,1097,866.59,556.22,3177,Upgrade
3,Revenue Growth (YoY),57.91%,5.68%,11.82%,-24.78%,-17.88%,-14.98%,-15.22%,21.82%,-16.16%,-10.84%,-14.57%,1.07%,-14.10%,12.30%,55.75%,-69.64%,5744.58%,8269.51%,32592.44%,9158.61%,Upgrade
4,Cost of Revenue,890.03,602.24,517.8,561.81,554.23,567.68,477.25,764.58,598.41,633.68,521.17,677.47,688.75,705.21,612.02,681.24,772.12,612.79,371.92,2114,Upgrade
5,Gross Profit,134.17,177.36,183.74,331.52,94.38,170.01,150.12,423.12,191.46,234,218.86,297.53,253.33,267.97,254.26,283.47,324.6,253.81,184.3,1063,Upgrade
6,"Selling, General & Admin",65.58,98.76,81.61,105.82,42.5,100.98,82.94,154.05,116.8,106.09,107.87,215.39,137.8,115.36,100.3,201.5,150.73,114.15,51.43,503.41,Upgrade
7,Research & Development,32.7,27.77,28.98,35.16,39.69,34.65,36.66,24.52,43.32,49.32,42.75,47.28,52.84,36.6,38.15,73.22,43.03,29.84,43.16,188.95,Upgrade
8,Other Operating Expenses,8.41,5.32,5.15,8.01,-18.24,-39.86,2.17,106.67,-33.28,-14.23,-30.8,136.49,-44.6,-57.54,-3.62,0.11,3.04,-23.76,-0.85,-51.86,Upgrade
9,Operating Expenses,73.23,139.8,143.48,285.29,42.19,105.48,122.68,350.58,110.72,148.04,134.03,419.26,147.99,99.91,136.14,272.79,197.21,104.83,92.77,676.79,Upgrade
10,Operating Income,60.93,37.56,40.26,46.23,52.19,64.54,27.43,72.54,80.74,85.97,84.83,-121.73,105.34,168.06,118.12,10.67,127.39,148.98,91.53,385.87,Upgrade
11,Interest Expense,-0.21,-2.22,-0.12,-0.62,-0.87,-0.04,-0.04,-0.69,-0.44,-0.17,-0.91,-2.63,-0.1,-2.85,-,-5.31,-2.68,-4.34,-0.39,-7.66,Upgrade
12,Interest & Investment Income,13.74,4.22,13.24,-,23,12.95,15,14.54,15.32,12.21,17.73,13.07,19.89,13.56,10.19,12.78,3.76,6.31,7.54,12.02,Upgrade
13,Currency Exchange Gain (Loss),-0.07,0.07,-,0.03,-0.26,0.26,-,0.7,-0.35,0.35,-,-1,0.77,-0.77,-,-0.72,-0.52,0.52,-,-1.29,Upgrade
14,Other Non Operating Income (Expenses),2.16,-3.57,-0.16,6.15,-0.89,3.13,2.4,-5.5,8.39,0.6,-0.43,11.91,0.29,0.61,1.14,-10.5,12.92,-3.4,-2.24,2.42,Upgrade
15,EBT Excluding Unusual Items,76.55,36.06,53.22,51.79,73.17,80.83,44.8,81.59,103.66,98.96,101.22,-100.39,126.19,178.6,129.45,6.92,140.86,148.08,96.44,391.35,Upgrade
16,Gain (Loss) on Sale of Investments,-,-,-,5.45,-5.45,-,-,-,-,-,-,-,-,-,-,-,0.22,-,-,0.41,Upgrade
17,Gain (Loss) on Sale of Assets,0.24,0.15,0.11,0.33,0.09,0.22,0.08,3.89,1.99,0.08,0,0.36,0.13,1.02,-0,-0.24,0.32,0.71,-0.01,-2.52,Upgrade
18,Asset Writedown,-18.34,18.14,-18.14,37.21,-37.29,0.05,-0.05,21.81,-21.91,0.83,-0.83,1.9,-1.9,-0.92,0.92,4.19,-4.32,1.29,-1.29,-9.29,Upgrade
19,Other Unusual Items,14.69,16.48,2.27,1.73,0.04,-0.04,-,101.79,-0.48,0.48,-,149.01,-,-,-,-,-,-,-,-,Upgrade
20,Pretax Income,73.14,70.84,37.45,99.92,30.56,81.05,44.83,209.69,83.26,100.35,100.39,52.07,124.42,178.7,130.37,12.38,137.08,150.08,95.14,380.66,Upgrade
21,Income Tax Expense,21.76,11.83,0.74,19.25,0.2,3.91,6.95,53.03,6.98,7.31,8.68,-12.48,19.01,25.59,16.66,-7.31,19.09,28,12.03,47.34,Upgrade
22,Earnings From Continuing Operations,51.37,59.01,36.71,80.68,30.36,77.14,37.88,156.66,76.29,93.03,91.71,64.55,105.41,153.11,113.7,19.69,118,122.08,83.11,333.32,Upgrade
23,Minority Interest in Earnings,-3.89,-7.46,-4.98,12.82,-2.19,-9.7,-8.58,-7.53,-6.82,-10.92,-6.79,-6.7,-2.15,-15.06,-19.95,-6.72,-16.52,-14.65,-10.78,-23.92,Upgrade
24,Net Income,47.49,51.55,31.73,93.5,28.17,67.44,29.3,149.12,69.46,82.12,84.92,57.85,103.26,138.05,93.75,12.98,101.48,107.43,72.33,309.4,Upgrade
25,Net Income to Common,47.49,51.55,31.73,93.5,28.17,67.44,29.3,149.12,69.46,82.12,84.92,57.85,103.26,138.05,93.75,12.98,101.48,107.43,72.33,309.4,Upgrade
26,Net Income Growth,68.60%,-23.56%,8.29%,-37.30%,-59.45%,-17.87%,-65.50%,157.78%,-32.73%,-40.52%,-9.43%,345.81%,1.75%,28.50%,29.62%,-95.81%,-,153971.38%,59793.67%,5285.85%,Upgrade
27,Shares Outstanding (Basic),505,569,541,546,564,528,547,545,524,522,522,529,513,531,522,513,483,505,494,1490,Upgrade
