,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,4192,4504,4125,5604,6075,7232,7169,7108,6745,7144,Upgrade
1,Short-Term Investments,494120,442966,407209,413399,510210,356955,339569,433067,448220,446562,Upgrade
2,Trading Asset Securities,1359520,1317042,1308960,1158897,1180007,677830,661902,539456,396840,409588,Upgrade
3,Cash & Short-Term Investments,1857832,1764512,1720294,1577900,1696292,1042017,1008640,979631,851805,863294,Upgrade
4,Cash Growth,8.00%,11.83%,1.41%,51.43%,68.18%,6.37%,18.41%,13.48%,17.21%,4.74%,Upgrade
5,Accounts Receivable,130750,130030,108489,106742,66656,77774,72018,66648,57574,59417,Upgrade
6,Other Receivables,1455,1966,1345,2022,947.6,1333,1128,841,1934,1185,Upgrade
7,Receivables,5731911,5677119,5460573,5197211,5025513,6000630,5727956,5416673,4593036,4438358,Upgrade
8,Inventory,128350,135142,116250,109050,113809,113403,100866,80370,67225,54735,Upgrade
9,Prepaid Expenses,135117,123195,133031,103107,127796,80348,82129,96299,-,80531,Upgrade
10,Restricted Cash,382351,413441,438134,473656,391507,528469,526056,512883,460221,512229,Upgrade
11,Other Current Assets,470533,435939,521473,432826,552326,45456,75742,57036,126970,81570,Upgrade
12,Total Current Assets,8706094,8549348,8389755,7893750,7907242,7810323,7521389,7142892,6099257,6030717,Upgrade
13,"Property, Plant & Equipment",261002,262143,211757,201023,195240,215809,209094,205755,182881,186569,Upgrade
14,Long-Term Investments,2170598,2230830,2086192,2172238,2014852,2454436,2297705,2206101,2026763,1914261,Upgrade
15,Goodwill,26174,26076,26022,25623,29464,21590,21205,21133,20450,21203,Upgrade
16,Other Intangible Assets,22456,22537,19543,16718,15261,18404,15859,15877,11896,11977,Upgrade
17,Long-Term Deferred Tax Assets,79491,83327,86379,88830,80083,82619,80758,74164,69680,58729,Upgrade
18,Other Long-Term Assets,163449,156659,156657,143861,74020,82340,84348,74906,66325,66468,Upgrade
19,Total Assets,11429264,11330920,10976305,10542043,10316163,10685521,10230358,9740828,8477252,8289924,Upgrade
20,Accounts Payable,106583,113124,93997,90278,80495,98886,85604,86362,69533,73238,Upgrade
21,Accrued Expenses,89268,78809,68361,69906,67940,80827,68183,64030,55304,46806,Upgrade
22,Short-Term Debt,481719,744571,376014,470477,359493,122452,85140,94774,118064,127881,Upgrade
23,Current Portion of Long-Term Debt,1225555,1055873,914157,1020603,892324,1083656,922613,815505,619800,765395,Upgrade
24,Current Portion of Leases,-,-,-,-,-,7800,-,-,-,-,Upgrade
25,Current Income Taxes Payable,8296,9234,8739,15727,9388,16184,12235,13448,12149,13989,Upgrade
26,Other Current Liabilities,3404039,3431136,3635064,3431213,3448750,4215081,4028258,4050740,3367737,3262790,Upgrade
27,Total Current Liabilities,5315460,5432747,5096332,5098204,4858390,5624886,5202033,5124859,4242587,4290099,Upgrade
28,Long-Term Debt,892263,848815,776569,567846,743479,663050,815626,694067,576461,610301,Upgrade
29,Long-Term Leases,19370,20348,17870,19528,17689,12962,19750,-,16524,-,Upgrade
30,Long-Term Unearned Revenue,25681,31482,33391,29596,31367,33488,30140,28092,25285,21380,Upgrade
31,Long-Term Deferred Tax Liabilities,17188,16747,17403,18153,18862,14480,11938,11444,10276,9963,Upgrade
32,Other Long-Term Liabilities,3702220,3587066,3706855,3519041,3401547,3132517,3010953,2837548,2683436,2430333,Upgrade
33,Total Liabilities,10024187,9994138,9700131,9307366,9118750,9519931,9121462,8732186,7582696,7395433,Upgrade
34,Common Stock,307576,307576,307576,307576,325864,381710,381710,381710,381710,381710,Upgrade
35,Retained Earnings,458234,435848,416135,395291,378886,406996,385275,352407,325675,306952,Upgrade
36,Comprehensive Income & Other,-32328,-40246,-39098,-42758,-62763,-37299,-51917,-59841,-110422,-97136,Upgrade
37,Total Common Equity,733482,703178,684613,660109,641987,751407,715068,674276,596963,591526,Upgrade
38,Minority Interest,671595,633604,591561,574568,555427,414183,393828,334366,297593,302965,Upgrade
39,Shareholders' Equity,1405077,1336782,1276174,1234677,1197413,1165590,1108896,1008642,894556,894491,Upgrade
40,Total Liabilities & Equity,11429264,11330920,10976305,10542043,10316163,10685521,10230358,9740828,8477252,8289924,Upgrade
41,Total Debt,2618907,2669607,2084610,2078454,2012985,1889920,1843129,1604346,1330849,1503577,Upgrade
42,Net Cash (Debt),-761075,-905095,-364316,-500554,-316693,-847903,-834489,-624715,-479044,-640283,Upgrade
43,Net Cash Per Share,-26.16,-31.11,-12.52,-17.21,-10.89,-29.15,-28.69,-21.48,-16.47,-22.01,Upgrade
44,Filing Date Shares Outstanding,29090,29090,29090,29090,29090,29090,29090,29090,29090,29090,Upgrade
45,Total Common Shares Outstanding,29090,29090,29090,29090,29090,29090,29090,29090,29090,29090,Upgrade
46,Working Capital,3390634,3116601,3293423,2795546,3048852,2185437,2319356,2018033,1856670,1740618,Upgrade
47,Book Value Per Share,25.21,24.17,23.53,22.69,22.07,25.83,24.58,23.18,20.52,20.33,Upgrade
48,Tangible Book Value,684852,654565,639048,617768,597262,711413,678004,637266,564617,558346,Upgrade
49,Tangible Book Value Per Share,23.54,22.50,21.97,21.24,20.53,24.46,23.31,21.91,19.41,19.19,Upgrade
50,Machinery,-,341349,-,278034,-,306838,-,291511,-,265127,Upgrade
51,Construction In Progress,-,20046,-,19662,-,27344,-,19186,-,13714,Upgrade
