,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H1 2021,H2 2020,H1 2020
,Period Ending,"Mar '25 Mar 12, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Market Capitalization,40,72,124,77,85,72,61,61,61,126,207
1,Market Cap Growth,-6.98%,-6.98%,46.81%,7.50%,38.24%,17.65%,0%,-51.43%,-70.43%,-54.25%,-39.15%
2,Enterprise Value,49,132,144,299,82,199,109,204,272,581,712
3,Last Close Price,1.11,2.00,3.45,2.15,2.35,2.00,1.70,1.70,1.70,3.50,5.75
4,PE Ratio,4.52,-,-64.41,-,4.01,-,-,-,-,-,-
5,PS Ratio,0.15,0.26,0.64,0.73,0.43,0.22,0.17,0.18,0.30,-,1.21
6,PB Ratio,1.13,3.00,3.57,6.22,0.44,0.49,0.34,-,0.26,0.68,1.08
7,P/TBV Ratio,2.10,2.10,2.84,3.50,1.74,0.45,2.17,-,0.25,0.97,1.16
8,P/FCF Ratio,-,-,-,-,-,-,-,-,-,-,3.55
9,P/OCF Ratio,-,-,-,-,-,-,-,-,-,-,3.54
10,EV/Sales Ratio,0.18,0.48,0.74,2.83,0.42,0.61,0.31,0.59,1.34,-,4.15
11,EV/EBITDA Ratio,8.08,-,-6.06,-,-,-,-,-,-,-,-
12,EV/EBIT Ratio,10.17,-,-5.92,-,-,-,-,-,-,-,-
13,EV/FCF Ratio,-,-,-,-,-,-,-,-,-,-,12.20
14,Debt / Equity Ratio,3.80,3.80,2.33,7.16,0.47,0.59,0.03,-,0.95,0.97,3.16
15,Debt / FCF Ratio,-,-,-,-,-,-,-,-,-,-,10.36
16,Return on Capital Employed (ROCE),19.93%,-,-21.06%,-,-,-,-,-,-,-,-
17,Earnings Yield,22.21%,12.33%,-1.55%,17.33%,24.96%,-32.35%,-114.53%,-198.21%,-95.01%,-,-134.28%
18,FCF Yield,-,-,-,-,-,-,-,-,-,28.20%,
