,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,1042,1580,4561,1432,1863,1759,2096,1167,1203,1103,Upgrade
1,Trading Asset Securities,106.13,89.37,95.85,109.23,110.93,130.44,61.15,31.67,29.73,14.96,Upgrade
2,Cash & Short-Term Investments,1148,1670,4657,1541,1974,1889,2157,1199,1233,1118,Upgrade
3,Cash Growth,-75.35%,8.32%,135.92%,-18.43%,-8.50%,57.63%,75.01%,7.20%,20.44%,18.97%,Upgrade
4,Accounts Receivable,2903,2946,1628,2717,2725,2992,3324,2614,2125,1937,Upgrade
5,Other Receivables,62.93,83.57,83.02,89.44,75.77,74.75,26.03,38.16,53.89,40.53,Upgrade
6,Receivables,2966,3029,1711,2806,2801,3067,3350,2652,2179,1977,Upgrade
7,Inventory,2053,1780,2460,2398,2893,2654,1780,1801,1944,841.59,Upgrade
8,Prepaid Expenses,39.04,65.25,29.92,25.55,37.19,200.31,26.57,14.88,22.68,45.81,Upgrade
9,Other Current Assets,37.11,35.98,36.93,39.3,34.25,26.24,25.62,25.6,30.08,46.44,Upgrade
10,Total Current Assets,6242,6580,8895,6811,7739,7837,7340,5692,5408,4029,Upgrade
11,"Property, Plant & Equipment",496.67,511.62,531.06,553.3,565.9,586.42,601.43,621.5,677.81,700.16,Upgrade
12,Long-Term Investments,47.57,45.38,46.46,41.71,68.91,66.53,90.9,85.8,75.31,71.41,Upgrade
13,Other Intangible Assets,16.96,17.11,17.3,14.48,14.48,14.48,14.76,15.32,15.88,6.45,Upgrade
14,Long-Term Accounts Receivable,-,0.19,1.83,2.94,6.06,9.99,21.6,26,56.97,63.67,Upgrade
15,Long-Term Deferred Tax Assets,9.16,8.66,8.55,9.48,9.61,9.6,9.77,8.79,9.04,7.78,Upgrade
16,Other Long-Term Assets,662.66,662.66,719.59,706.44,812.77,810.3,842.01,832.74,734.81,733.9,Upgrade
17,Total Assets,7475,7826,10220,8139,9217,9334,8921,7282,6977,5613,Upgrade
18,Accounts Payable,1584,2941,3671,2696,1603,3189,2605,2819,1507,1306,Upgrade
19,Accrued Expenses,-,93.94,-,107.62,-,91.12,-,61.13,-,67.41,Upgrade
20,Short-Term Debt,-,839.66,-,1275,-,2260,-,1744,-,1789,Upgrade
21,Current Portion of Long-Term Debt,1692,114.25,2305,107.96,3841,20.26,2958,25.46,2920,40.96,Upgrade
22,Current Portion of Leases,0.82,0.24,0.24,0.23,0.39,0.58,0.95,0.98,2.63,10.14,Upgrade
23,Current Income Taxes Payable,91.33,120.27,65.25,206.99,180.59,139.06,122.27,33.52,49.17,87.41,Upgrade
24,Current Unearned Revenue,113.94,90.1,262.93,209.31,121.59,367,123.92,48.55,28.57,43.48,Upgrade
25,Other Current Liabilities,939.47,672.36,420.92,283.09,221.29,149.02,245.13,115.34,146.97,73.94,Upgrade
26,Total Current Liabilities,4421,4872,6726,4886,5967,6216,6055,4848,4654,3418,Upgrade
27,Long-Term Debt,97.39,102.8,210.89,216.23,224.68,233.94,250.89,260.36,296.67,308.1,Upgrade
28,Long-Term Leases,-,0.71,0.83,0.95,-,0.21,-,0.51,-,0.25,Upgrade
29,Long-Term Deferred Tax Liabilities,21.46,21.46,25.57,25.13,40.67,40.43,49.78,49.78,51.77,51.77,Upgrade
30,Total Liabilities,4540,4997,6963,5128,6233,6491,6356,5158,5003,3778,Upgrade
31,Common Stock,62.58,62.58,62.58,62.58,62.58,62.58,62.58,62.58,62.58,62.58,Upgrade
32,Additional Paid-In Capital,20.04,20.04,20.04,20.04,20.04,20.04,20.04,20.04,20.04,20.04,Upgrade
33,Retained Earnings,2595,2421,2351,2236,2199,2086,1894,1570,1573,1443,Upgrade
34,Comprehensive Income & Other,133.83,133.67,157.55,138.24,220.62,221.38,203.36,202.84,96.77,96.77,Upgrade
35,Total Common Equity,2811,2637,2591,2457,2503,2390,2180,1856,1753,1622,Upgrade
36,Minority Interest,123.76,191.49,665.81,553.23,481.73,452.94,385.33,268.47,221.76,212.2,Upgrade
